"","P16_x100_t72","P16_x100_t48","P16_x100_t3","P16_x100_t24","P16_x100_t168","P14_x100_t72","P14_x100_t48","P14_x100_t3","P14_x100_t24","P14_x100_t168","P13_x50_t72","P13_x50_t48","P13_x50_t3","P13_x50_t24","P13_x50_t168","P10_x50_t72","P10_x50_t48","P10_x50_t3","P10_x50_t24","P10_x50_t168","P09_x50_t72","P09_x50_t48","P09_x50_t3","P09_x50_t24","P09_x50_t168","P08_x100_t72","P08_x100_t48","P08_x100_t24","P08_x100_t168","P04_x50_t72","P04_x50_t48","P04_x50_t3","P04_x50_t24","P04_x50_t168","P03_x100_t72","P03_x100_t48","P03_x100_t3","P03_x100_t24","P03_x100_t168"
"K01507",10.3994230002739,10.4978904605504,10.8250102387388,10.7636865927912,10.3500047681302,10.5967364622418,10.6125705754126,10.5210650779971,10.5068426094377,10.3815734730429,10.5940829140535,10.6920553777235,11.0982487381442,10.5582597616937,10.5188746760317,10.6764243775787,10.3243411470229,10.9278906570826,10.5081899405713,10.3867148350993,10.798217806156,10.778010003448,11.0624633326352,10.3209296500785,10.6106966304254,10.7222735284265,10.5139788475123,10.6767905501271,10.3597620189945,10.2849393119577,10.0972015470796,11.0441922810587,10.2855474727268,10.3597880721301,10.6740416690214,10.610847914757,10.9581129730309,10.5641504046395,10.3005414460847
"K01512",6.80214159688546,7.05853340937871,6.08998538746939,5.56477176573936,6.7690333725235,6.52129214262562,6.40327945715302,6.1930406936286,6.31183683662216,5.96179748168614,6.60778186164454,5.76470214909371,6.90609735815862,6.56601642204699,6.05042047494702,6.63971206071435,7.13566582549775,6.45627859936706,6.71976784321982,5.33101863669037,5.24781490913903,6.3557055906757,6.02236370409923,5.735890372013,5.17428938761733,6.69584622142495,6.41658396026095,5.88166075197573,6.6765397039123,6.3253759883171,7.04915331471345,6.37064522883819,6.36864577026617,6.95440728022084,6.12241060314168,5.72678531656092,7.16784029643874,5.63893277518715,6.8024402453729
"K01515",7.89222958488751,7.45372123320416,8.92508473330287,9.31265692671914,7.82691108395995,7.54588782275634,7.62175301353741,7.56271878581654,7.62505047053034,7.4112422507033,7.4194455672433,7.66393968304133,8.18426813553109,7.33638835220064,7.47230542628054,7.701403420029,7.66799239696324,7.96513055704956,7.69698858538749,6.93567338768388,7.11026931562657,7.66414395482038,8.16560798572077,7.21984254645818,7.67182273488217,7.79889287269441,7.81776626538174,7.83654274826982,7.5164355492404,7.00892351336695,7.73828527346464,8.23203062063549,8.25716834598626,7.3805147780902,7.61971268957853,7.54826956879983,8.30599980553577,8.65428273799693,7.00605954598807
"K01518",5.43225963749141,5.47855564424866,5.65596648406525,4.54527879591904,5.23864643056697,5.36497447372303,5.44348433208377,5.12234875155258,5.19546470342953,5.90118315306623,5.33346232727198,5.80838512862597,4.73527254082208,4.9777411171704,6.05042047494702,5.63822349904876,4.71608353227613,4.21127264042121,5.18491630625284,5.772426020956,5.66496826590847,5.05764655273219,4.52188533327023,3.84505061461011,5.80114936792719,5.47304355923153,5.59839394937509,4.87648258452204,5.5429748199847,4.88499486081688,5.50480965530826,4.84334226831421,4.51155479389486,5.33161981355289,4.74442912010861,5.03591637599707,3.46790205272922,4.55455075054233,5.09623800131082
"K01519",7.71176361506191,7.72273205510252,8.28480445515745,8.89151663120275,7.65700022745179,7.14290266930365,7.58313232040083,7.62350009708411,7.33595447285904,6.78534680014428,7.30521724982884,7.44817625592468,8.31388389097561,7.62759026809255,7.25984502149161,6.87383734945909,7.81417529494606,8.15980883866155,7.84118896264111,8.14584916538179,7.38330796383076,7.34945785664958,8.36133376965984,7.74632887246508,7.28505573938197,7.23928592987398,7.74373484668453,7.69162913897385,6.72223325318301,7.53921307427385,7.79454494778599,8.2601694983114,8.47839203393412,7.2424943813666,7.17512774659282,7.42619074865656,8.57164573252082,8.19537451477665,7.27072007885296
"K01520",7.79837926129175,8.20118568337864,8.68282684495662,7.93806369815836,7.53140101281005,7.81352553901606,7.83936147856546,8.81464302744082,8.01342895892547,8.50799925576071,7.76377362061953,8.03063098399889,8.601801539013,8.15544310816966,7.75777732448986,7.72537071434201,7.73480724263566,8.17490230847484,7.56465408480803,7.63219303978778,8.79509949942858,8.18429860194717,8.7941831450743,8.3212816612271,7.7829573004019,8.04306302331143,7.69544767228863,7.96516509259927,7.61585215618886,7.77487479390242,8.31110066785727,8.37182980338436,7.6486905925306,8.07568189900484,7.85515037278554,7.71633632732663,8.47407656396434,8.1233351971379,7.96453124619637
"K01521",3.46790205272922,4.38681359718543,3.46790205272922,3.46790205272922,5.95628247952827,4.41113747278775,4.70474340861425,4.45682964101061,4.07430913255381,3.46790205272922,4.39392243217572,3.46790205272922,4.16065936191429,4.30067237129348,4.13670026339014,3.46790205272922,3.46790205272922,4.32321832872754,4.08744008570672,3.46790205272922,3.46790205272922,4.74696006122328,4.00360870745164,3.46790205272922,3.46790205272922,4.99815254554631,4.3454247880975,5.09179249290399,5.5780643046468,3.46790205272922,4.25634024093782,3.46790205272922,3.46790205272922,4.91529697667799,4.59032834960618,3.46790205272922,4.59487879551958,4.24513764077862,4.5647783670479
"K01523",6.2907104387946,6.79741018584215,6.4760743323513,6.39244366470801,6.00568507646882,6.11625392505263,6.14001058070023,6.93651035139849,6.31183683662216,6.41236891698955,6.65982437019189,6.47464025372869,7.01244475445743,5.64394944541045,6.56481630675233,6.458762152557,6.3775010074583,6.83488685754316,6.26682501437646,6.19717641291094,6.97901507001547,6.1398704306467,7.03935857492657,5.97191385848579,5.26641429097803,6.4514477718961,6.16560424018554,6.50483666728864,6.59692759186538,5.6681835722595,5.85406583977562,6.5813881641665,6.52124983015999,4.73363104510446,6.39321751892914,6.0689929233018,6.97631257969545,6.56774037577296,6.98054006388819
"K01524",9.01542732667179,9.03517933402938,8.87349287529928,8.33211959584571,9.9119543682114,9.22338629306887,9.17190903436892,9.03145423692555,9.05459430311137,9.88357420415654,9.4440394216526,9.39158649743134,8.83754413507299,9.33836636050004,9.69363794975697,9.14923643439645,9.25816595452121,8.79217114769058,9.01286619532179,9.52261899008301,9.19244644086466,9.41797752097519,8.9952678334507,9.09645314049068,9.53898076457806,9.41083395696452,9.10219791592616,8.86555348712164,9.53788747585001,9.02961100780294,9.26394117349205,8.63073137431331,8.76848292061513,9.13056040990452,9.22202480183924,8.85417858753428,8.83003432582155,8.63648962824265,9.40841387255933
"K01525",5.90432951688727,6.56153869908359,5.89042306648312,4.49225420161145,3.46790205272922,5.49652067052397,5.47375504203111,5.74505473586034,4.94048795712561,5.17388673621448,4.96231691814509,6.37891643905419,5.54910673672516,5.39069776823071,5.44373892466456,5.70701710070878,5.76347819713671,5.28588550507419,5.50235744831807,5.44306482764413,4.90575163393192,5.11639855644466,5.34798000645079,4.1175027379514,5.57876706973482,6.2755123886715,6.13632639070717,5.8142085961407,4.96468545980419,5.6414251388094,5.2522739455449,5.05443336561139,5.66413154599187,5.54665132927988,5.69767623878776,5.40220311398347,5.33651098801029,5.62212679460849,5.5337895206833
"K01529",4.50523804678207,5.16873785282516,5.23462564865426,6.41485207469378,3.46790205272922,5.72503128118158,4.96188158159894,3.46790205272922,4.44659220060637,5.05909488362178,4.59289044000509,4.95494497612172,4.64632006815693,4.87408384855546,4.91533264738399,6.05858448763691,5.25346512579059,5.36388580929332,4.60612697083728,4.8278823824397,5.24781490913903,5.41893162279718,4.52188533327023,3.46790205272922,6.32759340923724,4.83041209095839,5.45845233596537,5.55519946880039,5.70966553765948,5.6681835722595,5.4660838105049,5.19058554673354,5.70853664111772,5.20839085588132,5.29488216357032,5.2022304999392,4.83212517464487,5.38101924770818,5.76961961029255
"K01531",4.50523804678207,4.44799397955364,4.80717727645373,5.45612309986566,4.68728433618544,4.98869261613236,5.76693620609904,4.9906514569966,4.50359540887758,4.14471016340156,5.18831020033947,4.81856422662859,5.5908615406811,4.06078804477094,5.35489595667889,5.36377230891632,4.40234618704047,3.46790205272922,4.08744008570672,4.2137253035974,4.59912396018625,3.94817428989281,4.58289031762813,3.46790205272922,3.91797639719822,3.46790205272922,5.08780635252857,4.0058409319135,5.43155527178814,4.36784259749192,4.25634024093782,4.65227265253796,5.41600910696873,4.91529697667799,4.44582376231616,5.13849139251027,4.83212517464487,4.51023806414887,5.60562245191718
"K01533",6.96172211260925,6.3983149330827,8.14372527874644,6.45861742343384,6.26961000207983,6.31097059946186,6.59878334327875,8.32381600589721,6.8781821651353,6.32417625139011,6.80533227307494,6.40694271309272,8.41638832887096,6.37846565066159,6.99642334875621,6.73806560268157,7.14391184640487,8.64469767054746,6.85633437700192,7.81811020553236,6.28216349894524,6.82335023486173,7.92528758447571,7.0131329692552,6.36679232582373,6.4514477718961,6.67013159809806,6.5702108517876,5.93912912425139,7.57341486571316,6.6677026972152,8.16910677269238,7.70743314749213,8.32777067043938,6.82062161798552,6.9812343226236,8.52368730696066,7.49113733561864,7.27072007885296
"K01534",9.59497770754664,10.7789946213305,8.46998677402834,10.450447084219,7.24135934554319,6.83502150044173,8.97278500029759,8.2031426360037,7.56059968444656,7.13240550411057,8.57555216808715,9.60430447131959,8.66791715437433,8.06630417350283,6.1796377765743,9.50966907567741,10.3016265671506,9.22049076320451,8.37973567285343,7.40566132099565,9.27258391077365,9.25945438433163,8.19253300723823,7.68883698273295,7.6168582291222,8.89390289132774,10.4674183100851,8.36361259319249,7.11271444297413,9.8584127765628,9.55029934282688,8.49530661742831,9.34453255057563,7.27118593591727,9.72437362074982,10.681537765781,8.79583979567483,8.88106595495374,7.52060820927157
"K01535",4.07529742041336,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,3.96423302923053,3.46790205272922,4.39392243217572,3.46790205272922,3.46790205272922,4.30067237129348,4.40562336571205,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,4.91480731001002,3.46790205272922,4.4157486228394,3.46790205272922,3.46790205272922,3.46790205272922,3.84466136067162,3.46790205272922,3.46790205272922,4.35720607292548,3.87556710934307,3.79311218897073,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,4.27465873389604,3.78839892053312,4.25261788632168
"K01537",6.19382846359314,7.03668222289921,5.30418116352381,11.9589850835493,6.3090717284974,5.36497447372303,6.50444055800736,5.29590413423313,7.47169090160787,4.41666515282777,7.33728648762464,5.91172979333015,5.09374280386546,4.75942358272874,5.87721476266876,5.63822349904876,5.78549095993387,4.58770037553924,8.70415672205644,7.5411375759284,4.76383337405309,6.89322771208752,5.31811357942356,8.44620163970525,5.12542994601132,5.49905720154138,8.24725537863957,8.66060106955023,5.64551926516548,7.70260227200072,7.28809550253598,5.65102450701823,10.117041702197,5.20839085588132,7.07915547496737,7.53145409799674,5.52693672314493,10.0594718415568,5.09623800131082
"K01546",6.57724264966044,5.9039988718023,6.23099128908521,5.11955698378944,6.34744213095568,6.06294053276886,5.61523455299304,6.29803869782939,6.24921021323533,6.64778719891918,5.91151702856657,6.3503145112422,6.25629869540608,5.31861438658829,6.15474944497382,5.1749423238754,6.09602883981732,5.9101826340872,5.93183346607461,5.81339525169882,6.5669716456142,5.37339169421819,6.03988790672651,4.63210325585212,6.28725598507675,6.42578547832367,5.62031180796901,5.25214055316187,6.2020431063694,5.72011880379777,6.11873490113575,5.45904526430938,5.70853664111772,5.96652979627367,5.69767623878776,5.57464893520502,5.972540599166,5.55264358651985,6.43796246378665
"K01547",6.59240144585387,5.76464684531888,6.66010172029369,5.45612309986566,6.09941626126404,7.11751050420895,6.5320492656532,7.54187163259102,6.07168129563778,6.71824254608254,7.0960163277421,6.66007209303024,6.30554528168078,6.47538248280083,5.99510760650883,7.29417520071287,6.56276759445558,6.00612723624035,5.41153924540312,6.1349575833,7.20720339014593,6.39942606817008,6.92399974907639,5.47484545354228,6.26663846106377,6.57314096138948,5.94613372747636,6.43626059430143,6.47729971022143,5.7453394283419,6.44879726841599,6.51985700936276,5.98372432715081,5.81410465272347,6.23889010183204,6.39356498437602,6.33961894594897,6.22448339025136,6.12054620302438
"K01548",4.07529742041336,4.78923555320308,4.99779538545775,3.81572751004863,4.94131222096142,4.70022135251831,5.560490097987,4.91860973194917,3.96423302923053,3.46790205272922,4.39392243217572,5.15088230383291,4.64632006815693,4.87408384855546,5.35489595667889,3.46790205272922,3.46790205272922,4.58770037553924,4.71569131953944,6.63678911347928,6.41140035165245,4.4710907866125,4.58289031762813,3.46790205272922,5.26641429097803,3.9992276750772,5.24394402871252,5.1631666050782,4.45842078486438,4.36784259749192,4.96304566831396,4.20565213296608,4.73321830167377,5.20839085588132,4.48420891887413,4.9620760265559,5.26600113633962,4.4636074258523,5.41789129140146
"K01551",9.65854884648732,9.6954978715715,9.8556971558494,9.55508765132513,9.72442563784207,9.77868438176093,9.72687176061442,10.1109867016469,9.99137613418966,9.39176381747333,9.56580306174803,9.39330884134914,10.0387499731928,9.51695457021902,9.64211030150978,9.61152566626111,9.31372271595093,9.77464601313917,9.66429972302564,9.34279926549446,9.6131806078874,9.5958263101267,10.231943666774,10.3565148404308,10.1755568871731,9.52523357962606,9.47320409700293,9.88397017337248,9.8893579466516,9.81775424677535,9.56220357274002,10.0670927562349,9.50476704357829,9.49367502672252,9.7039590322267,9.60444542230734,9.94304392336348,9.60988532895503,9.4155211528512
"K01552",6.97328499007287,5.92044283168714,7.64903960526949,6.6211596696529,6.79678137814169,6.42009106602433,6.77037742750572,7.43282537333839,6.91851498472235,7.69731273388631,6.22381908722736,6.64844285748877,7.66014238114245,7.28446416506292,7.0637034439021,6.25083807396652,6.49938040548454,7.35345405239886,6.98088393815306,7.87509070497424,6.80360148438048,6.86259573699223,7.92069113511916,7.19746576962937,6.26663846106377,6.10691880188094,5.85827797289136,5.8684390346518,6.52982326604708,6.80414320483254,7.04915331471345,8.0665836128927,6.69124883371496,6.16719345076594,6.51815032448056,5.80643428542035,7.89623866722072,6.96323160351748,7.35236025471395
"K01554",5.97680690604803,5.10846995518952,6.9285836909779,5.40993118580004,5.61419409799034,6.21704371069191,5.85920765177304,7.18609130106988,5.91748126881849,5.96179748168614,5.37827847705442,5.28713843620561,8.00569997982229,5.52355828158986,5.15540454043699,4.7463149781185,5.93019700068908,7.01457565055673,5.57063625095045,6.03599473838148,4.59912396018625,6.00350204423283,7.82553133694971,6.20363814183025,5.17428938761733,4.57409687782477,5.68394156059336,5.8415983232522,5.39213216058882,5.19256180555621,5.1801528111432,8.09290773378916,6.13499849634537,4.91529697667799,5.22249982909677,5.59749819371023,7.91762994094697,5.55264358651985,5.49631423491546
"K01555",7.95735397856798,7.51801703913649,8.53786808832179,10.8485592515573,7.20058644554601,7.97007271663803,8.32938470580246,8.27423382190097,7.62505047053034,6.64778719891918,8.30640171930437,7.8614535292081,8.51721109022755,8.33573233489626,7.96809149692517,7.76444748317523,8.30990638596166,9.19606637070687,8.05337550279374,7.94771036101785,8.12619036221536,8.05578540181251,8.08987834797185,8.75911923320085,7.43805650745799,7.8988360572618,8.15754764070647,8.15597635930192,8.04798571673559,8.06145570087289,8.24542825666259,8.97411613435265,8.63210398584333,7.99227055744304,8.49110376408023,8.11231143607542,8.73096106322258,8.45210870917884,8.05847409154143
"K01556",8.38481495555012,8.03208798468418,6.84462562313382,9.30677823247259,8.56311122885804,8.47177825438911,8.10287720825148,7.84373692435333,8.01712312521324,8.76828692014448,7.98181478285333,8.2017931177513,7.96113998345781,8.23029072727059,8.46525586934123,8.28301609647536,7.93742190290446,8.0765207568333,8.01915437868907,8.52945237632578,8.33275438344075,8.08242325708862,8.01856479149085,8.27238097818309,7.5513474712192,8.25171903258488,8.5615253754896,8.04114189049786,8.23647962164817,8.42138867596661,8.41748821814879,8.15917714670969,8.34373927278938,8.12350056630689,8.30666973538879,7.96173773548199,7.77252769723836,8.54618928670001,8.07654781610539
"K01559",5.97680690604803,4.86858767584521,6.19707086969564,6.76684692435457,5.04910143959465,3.46790205272922,5.3145567289689,5.6668457357989,5.66674737860256,4.78748281039448,5.23863984701732,5.43862792639478,5.21053666242642,4.9777411171704,5.96658362690444,5.36377230891632,4.76816956175773,5.6351342638496,5.31365908295252,4.7331951222934,5.03135346990519,5.50536957583508,6.10781814570667,5.50087625425508,5.30998852142269,5.62177497354017,4.82615380449891,5.71364887107815,4.84365985850997,5.07064515291184,4.83655856979575,6.16343067150011,5.38832526113043,5.20839085588132,5.44374160587261,5.42831519923664,6.30700773866304,5.60510139583172,5.45770772064984
"K01560",8.06869261546023,7.81933573756579,7.15424669242351,6.55235267818545,7.7159011899962,7.65548986031605,7.65936052221921,7.32703105547397,7.56059968444656,8.48818846149238,7.50656368840628,7.80551834491936,6.79112417153283,7.70847886221065,7.87425899380015,7.57516348932722,7.97011719504775,7.59756003037488,7.80144558229628,7.96530591277849,7.63001169702313,7.63290496220305,7.39238706813451,7.46413727716267,7.5844771423819,8.29075005552804,7.71010522676084,7.31133367705543,7.54194385503812,8.09003792271581,7.76481444535383,7.71294050098818,7.40571063888972,7.88533379323161,7.89846870883723,7.40786883492697,7.09429181255807,7.53888175704994,7.7855577608745
"K01561",8.76109137562316,8.55195668084249,7.45146091682807,7.13104539590147,9.10394349494625,8.44664310679295,8.28204131605811,8.08586081126716,8.29777655400758,9.33747441873083,8.40517300462314,8.19785187277795,7.69687773595043,8.61237994894953,9.30645349517067,8.80104869045059,8.80488152501402,7.6198297364612,8.10050213326604,9.47742888335733,8.8925397126059,8.35781138565982,7.42527988613976,7.68883698273295,8.83667829039385,8.70731018338988,8.53163923022684,8.07489808137055,9.63361279168686,8.70908835608264,8.80418920292922,7.47706894588041,7.81816115556569,9.44438934512115,8.45170843988947,8.35095571122625,7.57110317089757,7.88264366157824,9.0819806413519
"K01563",6.41589248050946,5.8704960364233,6.77822080840051,6.17261729321421,6.45658823683786,7.05197581285581,6.87060784823396,6.85390827261495,6.74080950877111,7.51307992139167,6.65982437019189,7.12895040088594,6.87418887859634,6.94807681336227,7.15285273071235,6.22822399733405,7.39231384094081,6.40521638178878,6.63861594123275,5.68648514419893,7.05921133481306,6.74143428377238,6.99609099447877,7.27072966433231,7.4013135621785,7.30339385765727,6.9443097010804,6.61731799271294,7.36261738752891,7.1610757298487,6.44879726841599,6.56625645370316,6.64788649998986,7.05705168081191,6.80923205997737,6.45509217189591,6.62961822315546,6.88440497168179,7.40111444860888
"K01565",6.74918798449586,6.881733016267,5.30418116352381,5.47860324105695,6.82399547101957,7.02489291126047,6.99409369105363,6.50875715586931,6.97312157639347,7.13240550411057,7.05795720366168,7.13724586004295,6.82493713266691,7.11629533758099,6.52690729365645,7.37735942123069,6.94100177662405,6.2000998971364,7.06199433748446,7.18241332617908,7.44412855563769,7.03719106753026,6.48276045822693,4.918866002358,7.10224661666228,6.86669403593377,7.04841904604171,6.72146529512489,6.76649368998233,7.32290568052032,6.24505136073377,6.84173903337718,6.27124053065831,7.05705168081191,6.73889831592123,7.06961989602624,6.37148245309348,6.44408681920405,6.9545537900656
"K01567",5.50151404052038,7.20928400787895,3.46790205272922,9.26797110674883,3.46790205272922,4.92346729321357,7.15248633460729,3.46790205272922,7.26915631850491,3.46790205272922,5.13577517561311,6.42074736457756,3.96008490921371,9.44029851563058,3.46790205272922,4.81877216830156,6.27473534767462,3.46790205272922,9.10263998984553,3.46790205272922,5.59171496873571,6.70729008234355,3.84778543368355,7.27072966433231,3.46790205272922,3.46790205272922,7.04067579685719,8.58654804508211,3.46790205272922,6.37346759250854,6.39074379995124,4.07242493252753,8.56452325774084,4.5119017805005,5.37975858172002,7.18193051042634,5.46658577987717,9.06371643676726,5.29024647221554
"K01569",6.02305763424391,6.68910103693332,5.37002000693926,5.94252831934892,7.46421542323487,6.92581977182784,6.61175796308318,5.95539727106026,6.18361215940674,6.91070054898834,5.91151702856657,5.87134172623075,5.81677529477647,5.07264469164761,6.85147474027478,6.22822399733405,6.65858735119767,6.2200540560752,6.05284546435449,7.81811020553236,7.13512784763542,6.19083263637183,5.91218594710762,5.39339096810623,7.28505573938197,6.56143616620308,6.2634382925747,6.2584454403229,7.41881344109488,6.61852932806303,5.50480965530826,5.81838991869324,5.81343297460613,6.88160989435827,6.11302825421236,6.10045678671991,5.33651098801029,5.71987508164409,6.9413801229577
"K01574",6.8902941961908,5.50122218839948,4.25924029434179,4.23836018087813,6.52488461900663,7.03849881949858,6.12176256879636,5.54000580512464,5.16646895511501,8.08838108502986,6.17646698820295,6.46136063974958,4.73527254082208,6.20022528772631,7.35937508961026,6.5339656541132,6.62341552867389,4.72919436552064,5.1620602864669,8.24276834699024,6.60330879249456,6.4930579495659,4.84099087528203,4.21594127545469,7.1474164367191,7.25378294749527,6.39220209568484,5.37451535976628,7.38159581640484,7.17006651529371,6.04460002963691,4.78350672134185,4.62877822146641,7.08968377766382,6.54599340733232,6.68751892652189,4.83212517464487,4.63728336510475,7.56403660326604
"K01575",3.46790205272922,4.60938120618023,4.25924029434179,5.31211308907849,5.14765807427382,5.26890705105407,4.8151767967431,4.66803371984036,5.22377715610012,3.46790205272922,5.08079684777141,4.76895115026674,4.43863244683552,5.07264469164761,4.60688420041255,3.46790205272922,5.31790111589254,4.42082386406795,5.1620602864669,4.7331951222934,5.03135346990519,4.6635132921037,4.64015686954876,4.21594127545469,4.84415965843353,4.51353207261903,4.18799445139756,4.08788335996012,5.35143065484501,3.46790205272922,4.3746839144413,4.78350672134185,5.0705878124222,5.20839085588132,4.68564687475648,5.26276236064063,4.83212517464487,4.5968237821183,5.29024647221554
"K01576",8.1161132978097,7.77622919535393,6.9285836909779,6.58225496203025,8.32895530542718,8.37916086751315,7.46060117955352,6.48685448371582,7.32403934825813,8.04832400310783,7.65792861514605,7.77935454861534,6.60873118262956,7.33638835220064,8.18795449980621,7.88987390710526,7.60388469146131,6.79604453189764,7.40119061397545,8.10676173108023,8.17472445209146,7.83459829864193,6.66060317954793,7.35395607558909,8.47197111098777,7.93066257521558,7.70035018282997,7.0805678380675,8.62961203690702,8.22929041215744,7.19614796966264,6.9029673749708,6.59173506552207,8.64401223590159,7.95597577209526,7.87566110016821,6.49211739918982,6.96323160351748,8.21349980465929
"K01577",8.26843047262828,8.9114107724587,8.99434463778519,9.14979347236557,8.4807607149322,8.33600410371996,9.12576382637433,10.4642293503527,8.95040243916224,8.1401117116548,8.35923027939687,8.25207036922624,9.70059537097461,9.1049892248384,8.35746104193525,8.06898701924748,8.52303651269638,10.4954392526122,9.33337624929716,8.41897982150335,8.22167430132449,8.07912038900106,9.34437942108396,9.86582385255648,7.315018750735,8.21529347109755,8.39947076312867,10.0456696305576,7.96883840446721,8.20772232976538,8.48958496247717,9.00213258240932,9.49118973301805,8.13909318979494,8.20044248953524,8.0780481775251,9.08253265313447,9.46514980457356,7.75593031795546
"K01578",7.20644261716119,6.11784039614219,7.73268238447082,5.82813328040817,6.87690285374106,7.25188276059336,6.58568784010326,7.32703105547397,7.07641586369185,7.05326047556054,7.08344267701523,7.39393512093577,7.29077712949886,7.96031361212366,7.39106891956018,7.26168859639813,6.25941274374692,7.54421082294481,6.96288414874476,7.643178790702,6.52966893943785,6.70729008234355,8.25953992952632,7.43260248619168,6.90569613243789,7.03604286854439,6.80471211157095,6.78457261202792,7.32388754493009,6.91559511615269,6.7843674402501,7.67854851620461,6.31382513963297,7.3805147780902,7.15285658925486,6.58161928401351,7.72476070634611,6.97595406834187,7.61447077127219
"K01579",8.77755419866025,8.53139687334107,9.46419974530449,9.55508765132513,8.47226060335104,8.71006813192574,8.561837130698,9.19346917910305,8.6078806290664,8.61233980876061,8.67054672096033,8.54041693739922,9.21132649430624,8.73303199730756,8.65496420300881,8.52941372217064,8.1802641142212,9.10978477089268,8.86836316506883,8.02524729307661,8.52275782868423,8.48796391709477,9.04249838636121,8.77924920651895,8.53249536946429,8.5842445259881,8.78982080482554,9.13958614922712,8.16729359103408,8.66864050607526,7.85222029621867,9.36776907514886,9.00772338685344,7.32689562950829,8.40933638053962,8.65442936766192,9.20482232881791,9.17057303493286,8.53420458629585
"K01580",9.94305267431647,9.20698825225483,6.16229467446924,7.17714578218671,10.5827984106897,10.6024323650579,9.66369522857385,6.61341506136059,8.44481029563153,11.3519451135021,10.1398453649244,9.84606109952951,5.97957494045012,8.78976902571634,11.1529128794248,10.3639039608434,9.64932117204873,6.0290895814332,8.29413299600891,10.9805897946447,9.8329628246016,9.39958527250963,5.61323367880295,6.84047345555345,10.8424672262991,9.83918441858578,8.95650160579312,7.45962524754522,10.8850432237713,10.0079807596501,9.63573882103269,5.42405595372293,7.22706637045209,11.3725751559109,10.1558879893322,9.44205534921822,6.402632905966,7.33261066293325,11.0792945414316
"K01581",9.14793078935198,9.55497830114155,10.896505089306,9.14650555363468,9.66604058543899,9.62597054353193,9.92844962155562,10.9970710804452,9.60940488332198,9.5576673612288,9.54772645629893,9.4720226030669,11.1067807111663,9.93243732612829,9.36590208928927,9.37761364383302,9.19841567337586,10.9803055902524,9.62791864981933,9.38908662345047,9.43561511205091,9.72065773235198,10.9465316472553,9.81434691869082,9.01385160321871,9.52968532618704,9.33540613200116,9.37765357519331,9.30282853488254,9.07077398965692,9.55247107032462,10.7795841177397,9.76005685830698,9.22844652172027,9.16562544068699,9.45099558475771,11.0849955925641,9.73492573668427,9.25837484443356
"K01584",8.05253169760898,7.11521442797796,6.23099128908521,7.93042415991455,9.00728640302327,8.04573687317227,7.23804485865658,6.29803869782939,6.32402972796297,9.14858621769159,8.64950054560744,8.14150966686435,6.4436055819605,6.59497151564183,9.56350328870575,8.20004650346438,7.7723924206485,6.05167125007125,7.82806302267818,8.67005651804571,7.7471287561329,7.05758085679056,6.40478093544671,6.84047345555345,8.54933086408995,8.14343623646251,7.28285978461947,7.07499036044873,8.64142674137304,8.20336963960153,7.65966744735939,6.4880481143435,7.18999324090904,8.64401223590159,8.16764589457032,7.31911873332646,6.13131850177986,6.48054470654658,8.51667431365776
"K01585",10.4577613164632,10.5031747961408,11.3895137070897,11.760712947205,10.8204696138959,10.856162450591,10.750694350988,9.99539250884497,10.4810406184836,10.2525868074241,10.6649631268188,10.6181431416985,10.745163285086,10.7514494829557,10.9489596862866,10.5726465076567,10.6591187243353,10.5884272484664,10.8015702301761,11.1056203446792,10.6667363925422,10.4053088686791,11.1181149158113,10.1304678663483,10.7982932608125,10.6436934767419,10.7012138582989,10.5968909086268,10.6165810196611,10.5483714148658,10.4734499951121,11.0595984355372,11.0912520368903,10.6855261130765,10.384008144637,10.7140786201161,11.2591853190749,11.1593326170637,10.5197086605067
"K01586",10.8157683400827,11.4674046068244,11.2397432231395,11.8485371371383,10.3336888646183,10.3332273068569,10.50083286675,10.1003683241494,9.96106425170913,10.2229519595621,10.3668423950346,10.5808504115916,10.4300220674675,9.81895013982864,10.0879283234542,10.4560662396985,11.3416141015,10.4496979630766,10.1188115744051,10.1480764456023,11.1544486937831,10.4921721587823,10.7924906823974,10.437867199426,10.0990723020519,10.5850265909612,11.3046972148668,10.3143287978837,10.465380534709,10.9379688676127,10.929032960338,10.908729654095,10.6983883131309,10.5952877723634,10.8635273876358,11.3668187350349,10.983639149155,10.9413231639291,10.1481977540672
"K01587",4.07529742041336,3.96496382920776,4.03092418249459,3.95862468635222,5.4770292815958,3.46790205272922,3.86981316541079,5.39928553054938,5.40551291616664,5.27860064331819,4.75679616991147,4.95494497612172,4.81706368977242,3.46790205272922,4.77259196355681,4.58360879753866,4.95406818809009,5.50668128157687,4.08744008570672,3.46790205272922,3.46790205272922,4.74696006122328,4.38556468401851,3.46790205272922,3.46790205272922,5.30459488364184,4.3454247880975,4.43739379521453,4.63127681759259,5.26743864010265,3.46790205272922,4.65227265253796,4.73321830167377,5.07109279187152,4.03962831829396,4.70490853025734,4.83212517464487,4.36189688932093,4.47304716955055
