"","P16_x100_t72","P16_x100_t48","P16_x100_t3","P16_x100_t24","P16_x100_t168","P14_x100_t72","P14_x100_t48","P14_x100_t3","P14_x100_t24","P14_x100_t168","P13_x50_t72","P13_x50_t48","P13_x50_t3","P13_x50_t24","P13_x50_t168","P10_x50_t72","P10_x50_t48","P10_x50_t3","P10_x50_t24","P10_x50_t168","P09_x50_t72","P09_x50_t48","P09_x50_t3","P09_x50_t24","P09_x50_t168","P08_x100_t72","P08_x100_t48","P08_x100_t24","P08_x100_t168","P04_x50_t72","P04_x50_t48","P04_x50_t3","P04_x50_t24","P04_x50_t168","P03_x100_t72","P03_x100_t48","P03_x100_t3","P03_x100_t24","P03_x100_t168"
"K00029",10.3704296515097,10.0828678634146,9.47462227816392,9.59180739578455,10.0207886747974,10.3139158033856,9.94245876797414,9.17671541590934,9.77102434067475,10.2902237468174,10.2515370614526,9.91721279479598,9.09259707785138,10.1928782686051,10.2342872590996,10.3752794073951,9.93088194834724,9.04834479717903,9.74752141525537,10.3011359200775,9.95592247330409,9.69179835247747,9.29205044953095,9.34114046806105,10.1315515164024,10.1671146058103,10.1132581011483,9.70631307348807,10.5334884754906,10.469116048504,9.77429653804692,9.3656144313229,9.44498592197658,10.2565099599269,10.1867277888279,10.0695692179274,9.27681633542511,9.17468685198005,10.3898380108992
"K00030",9.42363558644635,8.63379372388251,7.47943328104686,7.46387249559683,9.50881564589182,9.6371143580108,8.91709798194828,8.01966786746523,8.76974433325844,9.54334963520818,9.34545563266732,9.32817074675906,7.65080961473451,8.9532231121262,9.05711155848625,9.09214778019587,9.1885423089384,7.68463575424317,8.87474881914004,8.96026749192692,9.26140482726284,9.25799655169765,7.12213580773716,8.06235911509765,9.25603362405043,9.27247130087138,8.95650160579312,8.65874906603687,9.17595088154458,9.22673498142497,8.99517340886059,7.64331156933812,8.26073304205354,9.75346490021234,9.15563602818274,8.88749915446625,7.28807337688116,8.35144821928876,9.29480619901008
"K00031",12.2077502074957,12.0361394845365,12.4785227404201,13.7546194355745,11.9730923225201,11.9422307136036,12.0245786174997,11.7441878156476,12.0463826845063,11.9747852809551,12.2740495217486,12.1905545750097,12.4847900908601,12.132764254319,12.1218215524242,12.1077143523012,12.0695502723885,12.7722450063908,12.13562281445,12.0275382578442,12.0774915421269,12.0631921384483,12.2534106454052,12.139551989864,11.8706414921815,12.2181122353856,12.012995416069,12.2571840134097,12.0202971234643,11.9799385611072,11.9777066171725,12.2722045374677,12.3674232141904,12.0874499877198,12.1861907745288,12.1911185280332,12.3554861082053,12.2497842393655,12.1439255534524
"K00032",3.46790205272922,3.46790205272922,4.25924029434179,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,4.56845091586961,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,4.16065936191429,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,4.72919436552064,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,4.3782180984952,3.46790205272922,3.77967649586518,3.46790205272922,3.46790205272922,3.46790205272922,3.46790205272922,4.21373951626037,3.46790205272922,4.27132417866441,3.83504321581928,3.46790205272922,3.92023070226595,3.46790205272922
"K00033",10.8363322852923,10.7492830514145,11.4470883226477,12.1906435524982,11.2285913960128,11.0661102646025,10.9485362683009,10.5037111553649,10.9123011784602,11.3032188581451,10.8468731763833,11.0637021107549,10.9053501388477,10.966206981822,11.2735016937176,11.1122618479927,10.9276876227757,10.6722462927646,10.857824201487,11.5810937998924,11.2550683141129,11.0353084960217,11.2560489541104,10.9860033350225,11.1935661529356,10.9645291043336,10.9503351644572,10.7637320993674,11.3099167144262,10.8001209090998,10.8345012699784,11.1605841252548,10.9155116107991,11.2506739964201,10.7651590451293,10.8271014039241,11.276843890652,10.8980365622212,11.161893850272
"K00034",6.98475450455828,6.98435121001043,6.60993582702556,4.85182441785723,7.97882563698196,7.42720048792302,7.04253730862715,7.54187163259102,6.54784812432151,7.92098540535601,7.20444842477732,6.70565239296891,6.89023288125993,7.11629533758099,8.28644550296364,7.4073466367706,6.85298055817169,7.45614298579877,6.35326247047453,8.34704359268851,6.70700723145737,6.45221642721692,7.52572754056279,5.98983550917983,7.11367405044978,7.1255913950847,6.70007013297419,6.3548585295248,8.10603475143531,7.20547328391438,7.21281046309189,7.64331156933812,6.50915004140483,8.74927407116121,7.05531901372735,6.860152612877,7.90697411945954,6.39713394154595,8.41151079985051
"K00035",4.58456208904448,4.74719151358562,3.46790205272922,4.30995829989442,5.4770292815958,5.4541723643346,4.43722989977433,4.45682964101061,4.31940494668033,5.62683329548805,4.6782414228881,4.54161719131443,4.96394278660838,5.16036847218104,5.67830583535858,5.95127487539176,5.6230961865563,3.46790205272922,4.33758105568836,5.27096994510144,5.24781490913903,5.17235414242603,4.92863008211592,4.68583670238807,4.10187428337044,3.9992276750772,4.4762221398505,4.15975955608698,4.70712459032599,4.72153059009474,5.1034030011996,4.90000509182404,4.21373951626037,5.07109279187152,5.27718454778857,5.29193666775429,4.44983423732625,4.10502467840546,4.86328713620534
"K00036",11.855392284438,11.4112431899402,11.6056098826147,11.6501787130508,12.3531895448564,12.2325523934225,11.7268033747349,11.1838262851206,11.4872782271774,12.7553887540861,11.9256624117663,11.7417456684772,11.3837917856868,11.8334350671822,12.4983206608432,11.9107352983535,11.5905128867612,11.0548427047628,11.3606912468212,12.3269741676185,12.0123199124268,11.7614956473872,11.8255178734254,11.6273750530627,12.5831701190681,11.9557250412029,11.5027330766761,11.1624901570533,12.5792375118885,11.9281981651888,11.6160059372663,11.7549664253284,11.2343734432191,12.6473543771016,11.9302825698504,11.6879909211127,11.6928064441391,11.3736397567604,12.6516647402481
"K00038",7.27328666734929,8.20443783678674,6.63524228251142,6.96811756475473,7.13715470038121,7.28643529795462,7.74927895035701,7.17256059506783,6.61843349575678,6.71824254608254,7.3266765076225,7.95788796903564,7.02700766980918,6.80739084251453,7.59521001326677,7.39742059233679,7.89426134725306,6.64372305706338,7.17039185236151,7.32597510638981,7.46384084498308,7.1299397121938,7.12213580773716,7.0131329692552,7.70231038894337,7.49843308741959,7.80871845546712,7.13517303297605,7.9874938167299,7.58687022792038,6.99228550432318,6.84173903337718,7.32602405848079,7.40658872105495,7.480363579714,8.29572994140806,7.16784029643874,7.37631284967245,7.21721859443303
"K00039",4.65768062162009,5.10846995518952,3.46790205272922,4.88902082842858,5.14765807427382,3.46790205272922,4.86631228962743,4.45682964101061,4.65582031402225,3.46790205272922,4.49900295159186,4.76895115026674,4.81706368977242,4.63033524931425,5.52675820381628,4.38616505651494,5.14991132565577,3.46790205272922,4.93332571340683,4.37646221756456,5.24781490913903,4.86066338476092,4.38556468401851,5.33600087741488,5.83007407621578,3.84466136067162,4.69115265002606,5.43147039116495,3.46790205272922,3.87556710934307,5.1034030011996,5.19058554673354,5.30139167526642,4.5119017805005,5.06316284157647,4.70490853025734,5.40322918304066,5.25201027660136,4.92622526612462
"K00040",5.77411452890649,5.58808890828997,8.11732646082439,4.81329216782035,6.22899043940477,5.10888879311947,5.560490097987,7.60352468911921,5.99676815671472,5.90118315306623,6.10223552444984,5.18641735256894,7.73269580131246,6.59497151564183,6.20408423610151,4.9504099492205,5.6230961865563,7.26185901932802,6.08714681589644,6.39522358421387,6.67328224856876,5.85190320223835,7.74978000860685,6.18832396014369,6.91881026218717,5.77624491356375,6.16560424018554,6.13310866353885,6.34647426003077,4.83326950655112,6.16601995282734,7.90359653410374,5.98372432715081,6.28633335251813,6.49689885647081,5.8997441763605,8.09704495194778,6.34854401076858,6.29881792856992
"K00041",6.65145328841986,6.67021287561817,7.69743094389261,9.04950111177938,5.90500857593985,5.41036281029152,6.49042941975361,5.88888020007648,5.5854063685681,5.05909488362178,6.7584760039171,6.32111190798093,7.85957415169938,7.19349409414827,6.1796377765743,6.51554000210046,6.49938040548454,7.58251898284789,6.96890945815388,4.51153530754952,6.97901507001547,6.56178399125243,6.48276045822693,6.12530416793984,5.54366915581973,7.01913808815494,6.75810608812764,6.83839676955193,6.08875916790254,6.9988513771067,6.64316525551681,8.01795041248583,8.45990995120427,7.2424943813666,7.480363579714,6.947680740314,8.23115273754001,7.70781508530008,5.33426595757436
"K00042",8.31431417767186,8.45703402188475,7.98728727346871,8.90520180557377,8.03767066326546,8.37916086751315,8.61373032084297,8.45196735627907,8.67482382997906,9.67613805737133,8.54396375073893,8.24826465159284,8.41638832887096,6.3098938029964,8.45533047316074,8.78596618550546,8.60255815390193,7.92401072805641,8.39092275680868,8.30623559715977,8.40570510600309,8.46538809463375,8.14999291031723,8.05411256011902,8.61076722059097,8.11207259268278,8.45843147144188,8.06653304354678,8.59357510781989,8.45837443591727,8.6134067448198,9.13963895911458,8.8030969284753,9.05867656584517,8.48224445534225,8.37935703081835,8.59172034297409,8.31957645826825,8.77068821694209
"K00043",6.78908797861683,6.6510680726378,5.80153447926506,6.54224198005138,6.59000704848622,6.33349032031982,6.26139113691594,5.62592355636419,6.1969836667136,5.46461523062075,6.22381908722736,6.04428297599548,5.21053666242642,6.3446024873564,6.82061791290574,6.88814973121101,6.78052644295461,5.9101826340872,5.90627765032255,5.59453225749089,6.89401925926685,6.12682907575208,5.77110537223185,5.93534337230675,6.34733100591673,6.77882163096679,6.96083149496581,7.00629741697205,6.90476018987324,6.4941462647129,6.25598113305809,4.57945469536484,5.85318275586879,6.10352234947793,5.9848076605552,6.45509217189591,5.74363095109074,5.60510139583172,6.21255947809095
"K00045",8.41460550523993,8.24290084625858,6.63524228251142,7.07646538247774,8.03767066326546,8.38975087602167,8.40498603653547,7.61354718643173,8.37748421750705,8.35231410411289,8.35923027939687,8.12084034139792,7.20390018826432,7.35328544537097,7.88169852246086,8.73189828272306,8.18822221562395,6.48931196481984,8.08404500371733,8.04192410424329,8.02391324981081,8.15323076547386,7.21551000293792,7.69415976789331,7.83201490295412,8.59278421251187,8.34738265041697,8.28171020198017,8.12861373736967,8.07104637736256,8.2614651296921,7.06156108039604,7.89823237727803,7.84784299539691,8.35212520536306,8.29572994140806,6.60317405009427,8.00802170450648,8.29291391888281
"K00046",6.62223720365079,6.63165938772596,7.81171683619708,6.8830573459155,5.67769760190744,5.91974757768388,6.69937807840882,6.74797303071323,6.34809903425835,5.46461523062075,6.47828168402737,6.80312503326929,8.04891999001545,6.08107161200118,6.12940220821474,7.0994630165955,5.94965495915833,7.99946322077692,6.15327458103841,7.02276247758651,6.45194508020987,6.57133275965232,8.04835880675755,6.68753774681745,5.30998852142269,6.78885909181615,6.27686581397087,6.85153898264915,6.44115563922036,5.69440724007362,6.50453433684302,8.1984908994848,6.52124983015999,5.33161981355289,6.63931293860018,6.80491738510695,8.41520315357836,6.48951258670754,6.88742733143668
"K00052",9.81020595659704,10.3296266991704,11.5376646689586,13.7150221373544,9.44513659590362,9.53118973938686,10.1064102726617,10.6060862941859,10.5153417241769,9.7693005494086,9.54317167641975,10.4136031191083,11.0290112016348,10.8672188745716,9.36590208928927,9.82200653994869,10.1623242403017,12.6234056027995,11.1439962850026,9.78988016478655,9.89213376744071,10.129770046674,10.6347917684761,11.4937502388234,9.70958466440219,9.87926800326641,10.9348625188141,11.379720612258,9.57324941766353,9.87490738670409,10.573065939163,11.6495815231929,12.2587957448732,9.69145238033813,10.0205964009458,10.2183362827547,11.3105172856672,12.538248717665,9.52471696140429
"K00053",11.8538414869504,12.1152653713941,12.9323019223666,14.6585228031859,11.4140478399479,11.6244519875022,11.84099172173,12.6718312930463,12.3594245691122,11.528261433432,11.7530401373663,12.2063124077845,12.8372889702547,12.7894487720528,11.7350070870882,12.0599545104549,12.0935488407565,13.6968016981485,12.6895489967757,11.5065904609731,11.7765668799274,12.1472681416078,12.6104921483511,12.5331520228232,11.6432435535514,11.8145253254327,12.4107768703196,12.7504921907791,11.5222065402162,11.7824666471383,11.9587999802067,13.2242088082571,13.4018645894028,11.6379987325773,11.9565620775391,12.0587545789497,12.8951925239319,13.4928373350082,11.4955061900438
"K00054",6.77591273789104,6.31507681350742,6.32802975331293,6.18579110611343,6.92790611261122,7.20447193043313,5.92446784551642,5.6668457357989,6.55815157251147,7.45285075895456,7.30521724982884,6.64844285748877,5.81677529477647,6.75720775207125,7.03717210197883,6.33777283871117,6.22824876218535,4.96451166742075,5.48470492968116,5.44306482764413,6.36964159682702,6.45221642721692,5.28750787221864,5.50087625425508,7.69474900905703,6.15498358552243,6.09120421895814,5.65255380879654,7.44610473304586,6.75698339422588,6.00596599243498,4.5004631020751,5.17499396666437,7.70833319610138,6.60007508696824,5.55138929495034,4.83212517464487,5.6555254128205,7.33238333207577
"K00055",3.46790205272922,5.8704960364233,6.26409870348847,4.73170198421731,4.94131222096142,5.85793794797204,5.47375504203111,6.24653616426256,5.33087007329649,6.32417625139011,5.65423566500826,5.34995935319046,5.26492908740546,6.20022528772631,5.78147529771314,5.70701710070878,5.84942893411702,5.72379660887116,5.06594728985715,5.49556738542985,5.14452332336421,5.34998541592336,6.26425152165969,5.83932888354242,6.20287517346678,5.47304355923153,5.64186726899435,5.82797358518625,6.18012073681649,5.33799192992101,5.7633505990595,5.70919957065287,5.77246330114485,4.5119017805005,5.60474108338676,5.17078628608404,6.05423748187749,5.36042847723574,5.73841177497086
