Mass,C,H,O,N,S,P,NeutralMass,Error_ppm,MolecularFormula,El_comp,Class,OC,HC,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,X0h100pctP08a_26_1_11402,X0h100pctP14a_4_1_11374,X0h100pctP16b_8_1_11378,X0h50pctP09b_15_1_11389,X0h50pctP10b_40_1_11420,X0h50pctP13b_25_1_11401,X168h100pctP08a.DI_x_x_000001,X168h100pctP08a_17_1_11391,X168h100pctP14a_10_1_11380,X168h100pctP16a_34_1_11412,X168h50pctP09a_18_1_11392,X168h50pctP10a_37_1_11415,X168h50pctP13a_6_1_11376,X24h100pctP08a_21_1_11397,X24h100pctP14a_33_1_11411,X24h100pctP16a_5_1_11375,X24h50pctP09a_22_1_11398,X24h50pctP10a_30_1_11408,X24h50pctP13a_3_1_11373,X3h100pctP08a_38_1_11416,X3h100pctP14a_36_1_11414,X3h100pctP16a_24_1_11400,X3h50pctP09a_19_1_11395,X3h50pctP10a_1_1_11371,X3h50pctP13a_9_1_11379,X48h100pctP08a_13_1_11385,X48h100pctP14a.DI_x_x_000001,X48h100pctP14a_27_1_11403,X48h100pctP16a_32_1_11410,X48h50pctP09a_14_1_11386,X48h50pctP10a_20_1_11396,X48h50pctP13a_35_1_11413,X72h100pctP08a_16_1_11390,X72h100pctP14a_12_1_11384,X72h100pctP16a_11_1_11383,X72h50pctP09a_23_1_11399
201.1860001,12.0,26.0,2.0,0.0,0.0,0.0,202.1932766,0.017202115,C12H26O2,CHO,Lipid,0.16666666666666666,2.1666666666666665,-1.833333333333333,112.54999999999998,0.0,-2.0,-0.2,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2072539.0,0.0,1818914.0,0.0,2157010.0,0.0,0.0,1953598.0,0.0,1825448.0,0.0,0.0,1864002.0,0.0,0.0,0.0,0.0,1934574.0,0.0,2436971.0,0.0,2145846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.0509673,11.0,9.0,3.0,1.0,0.0,0.0,203.0582438,-0.003213434,C11H9O3N,CHON,Lignin,0.2727272727272727,0.8181818181818182,0.0,60.3,8.0,5.0,0.5714285714285714,0.6470588235294118,4.0,0.0,2426330.0,1938452.0,2831239.0,2469142.0,2310913.0,0.0,1863501.0,2452059.0,2000003.0,2487050.0,2902613.0,1828137.0,2773115.0,2092089.0,2417635.0,2994024.0,2177880.0,2388597.0,2683983.0,2859948.0,0.0,2002810.0,2544145.0,2300291.0,2568354.0,2196160.0,2534252.0,0.0,3203801.0,0.0,1829178.0,2480142.0,0.0,2088745.0,2640473.0
202.0720944,8.0,13.0,5.0,1.0,0.0,0.0,203.0793709,0.008229756,C8H13O5N,CHON,Amino sugar,0.625,1.625,0.0,60.3,3.0,-2.0,-1.5,0.0,-3.0,6940146.0,4923873.0,6088731.0,5099406.0,6542621.0,6398728.0,4098326.0,5325141.0,5874274.0,3254410.0,6207249.0,6890077.0,4503856.0,5650563.0,4387904.0,4372459.0,20748144.0,7136095.0,4870780.0,5968983.0,7300019.0,4032775.0,5462913.0,5118489.0,4219274.0,4974762.0,3948231.0,4058996.0,4559324.0,6476513.0,3951545.0,3505473.0,4496405.0,4649487.0,5714736.0,5386849.0
203.034978,11.0,8.0,4.0,0.0,0.0,0.0,204.0422545,0.020955504,C11H8O4,CHO,Cond. HC,0.36363636363636365,0.7272727272727273,0.0,60.3,8.0,4.0,0.5714285714285714,0.6666666666666666,4.0,6444859.0,4184844.0,6816087.0,6168807.0,7464537.0,6685781.0,1993818.0,3523230.0,4060076.0,2873802.0,4603993.0,3389344.0,6214260.0,5470675.0,6493573.0,5914936.0,6762682.0,6284449.0,5837759.0,5615019.0,6464746.0,4514389.0,7693493.0,5909323.0,5341899.0,4561395.0,4794370.0,5101754.0,3611423.0,4664358.0,3910906.0,3791492.0,3986770.0,4586316.0,4510815.0,4930475.0
203.0462161,10.0,8.0,3.0,2.0,0.0,0.0,204.0534926,-0.002273362,C10H8O3N2,CHON,Cond. HC,0.3,0.8,0.3999999999999999,48.9,8.0,5.0,0.6,0.6923076923076923,3.0,2687806.0,0.0,2142554.0,2325739.0,3541596.0,2390104.0,0.0,1866401.0,2206640.0,2351565.0,2829405.0,2289572.0,2052728.0,3668439.0,2283913.0,1827132.0,3489981.0,2264229.0,3529667.0,2464175.0,2094318.0,2525785.0,3411128.0,2434894.0,2769615.0,2242038.0,1743877.0,2610365.0,2153251.0,2460714.0,1756414.0,0.0,2290006.0,2664271.0,2160226.0,2780078.0
203.0673449,7.0,12.0,5.0,2.0,0.0,0.0,204.0746214,0.000715557,C7H12O5N2,CHON,Carbohydrate,0.7142857142857143,1.7142857142857142,0.5714285714285716,44.014285714285705,3.0,-2.0,0.0,0.0,-4.0,2497349.0,2116373.0,2647393.0,0.0,2096739.0,2774111.0,0.0,1952424.0,2667447.0,0.0,2000484.0,2802603.0,0.0,1778142.0,1917327.0,0.0,7551173.0,4449452.0,0.0,2635190.0,1875188.0,0.0,2130111.0,2939732.0,1773270.0,0.0,0.0,0.0,0.0,2807857.0,0.0,0.0,0.0,0.0,0.0,3023797.0
203.071364,12.0,12.0,3.0,0.0,0.0,0.0,204.0786404,0.01870899,C12H12O3,CHO,Lignin,0.25,1.0,-0.5,74.55,7.0,4.0,0.4444444444444444,0.5238095238095238,4.0,2936647.0,2191127.0,3537250.0,3258612.0,2922084.0,2608225.0,2331238.0,3142314.0,3279801.0,2650581.0,4425829.0,2721708.0,3093120.0,2730464.0,3100049.0,2883908.0,2629830.0,2829485.0,2097099.0,2560439.0,3525878.0,0.0,2146496.0,2079574.0,3752663.0,2759167.0,0.0,3205317.0,0.0,2944050.0,3097862.0,2548368.0,2560350.0,3162967.0,2774122.0,2911159.0
203.0825968,11.0,12.0,2.0,2.0,0.0,0.0,204.0898733,0.021234125,C11H12O2N2,CHON,Lignin,0.18181818181818182,1.0909090909090908,-0.18181818181818166,65.48181818181817,7.0,5.0,0.42857142857142855,0.5,3.0,325056320.0,20714266.0,34959716.0,29339896.0,26965608.0,36664420.0,23622250.0,31224494.0,50459580.0,18379224.0,46086248.0,30880688.0,24785540.0,26194404.0,27145620.0,19984712.0,60192968.0,44168368.0,24900558.0,32617914.0,56751352.0,23392868.0,22164676.0,37712728.0,31027930.0,37745156.0,45658128.0,24213706.0,35042096.0,48428084.0,22803722.0,21803668.0,17083746.0,23376730.0,23688302.0,34960316.0
203.1037392,8.0,16.0,4.0,2.0,0.0,0.0,204.1110156,-0.042313128,C8H16O4N2,CHON,Protein,0.5,2.0,-0.25,67.425,2.0,-2.0,-2.0,0.0,-4.0,5916498.0,0.0,2689388.0,2755839.0,1797742.0,1914988.0,0.0,1841845.0,2225091.0,0.0,2707568.0,2682807.0,0.0,2036203.0,2333083.0,0.0,24189136.0,6108344.0,1798102.0,2776514.0,2029824.0,1789548.0,0.0,2909024.0,1794786.0,1753097.0,0.0,0.0,1937206.0,2870332.0,0.0,0.0,0.0,0.0,0.0,2539457.0
203.1077544,13.0,16.0,2.0,0.0,0.0,0.0,204.1150309,-0.005528769,C13H16O2,CHO,Lignin,0.15384615384615385,1.2307692307692308,-0.9230769230769234,86.6076923076923,6.0,4.0,0.36363636363636365,0.4166666666666667,4.0,2224979.0,1806113.0,3217774.0,1918209.0,0.0,2423917.0,2037362.0,2183350.0,1821637.0,0.0,2998385.0,2755512.0,2067084.0,2177516.0,1778077.0,2313553.0,2277586.0,2502841.0,2712535.0,2105796.0,2995457.0,2201710.0,0.0,3181409.0,2475747.0,2419211.0,2107417.0,2383057.0,0.0,3107902.0,2339090.0,2531995.0,0.0,0.0,2739317.0,2853827.0
204.0302254,10.0,7.0,4.0,1.0,0.0,0.0,205.0375018,0.028645697,C10H7O4N,CHON,Cond. HC,0.4,0.7,0.3999999999999999,48.9,8.0,4.0,0.6,0.7142857142857143,3.0,7866491.0,5829677.0,6886026.0,6787642.0,8271755.0,7202201.0,0.0,2656223.0,3497199.0,3139329.0,3912088.0,2850012.0,5706671.0,5051166.0,5048001.0,5280383.0,8096251.0,6665691.0,8443130.0,7427831.0,14382616.0,6325147.0,9205215.0,8041587.0,5041157.0,5079861.0,4155700.0,5577206.0,3822682.0,4484451.0,4562483.0,4514750.0,3880583.0,5002367.0,3333508.0,3331308.0
204.0513695,7.0,11.0,6.0,1.0,0.0,0.0,205.0586459,-0.043101264,C7H11O6N,CHON,Carbohydrate,0.8571428571428571,1.5714285714285714,0.5714285714285716,44.014285714285705,3.0,-3.0,0.0,0.0,-4.0,1964162.0,1817651.0,1971856.0,0.0,0.0,1842592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6154753.0,2492897.0,0.0,0.0,1974814.0,0.0,0.0,0.0,0.0,0.0,0.0,1965564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.0666176,11.0,11.0,3.0,1.0,0.0,0.0,205.0738941,-0.004283161,C11H11O3N,CHON,Lignin,0.2727272727272727,1.0,-0.18181818181818166,65.48181818181817,7.0,4.0,0.42857142857142855,0.5294117647058824,3.0,3573894.0,2705463.0,4608661.0,3365446.0,3671957.0,4079012.0,4238241.0,3503082.0,6653179.0,3244812.0,7657892.0,5813479.0,1816506.0,4119338.0,4474572.0,2889354.0,4997638.0,4849126.0,2567429.0,4628227.0,4552227.0,2941863.0,2622953.0,5377149.0,2495504.0,4209472.0,3768639.0,3201537.0,2875493.0,5571950.0,2967102.0,3478473.0,2918034.0,2463882.0,2882958.0,4664568.0
204.0877457,8.0,15.0,5.0,1.0,0.0,0.0,205.0950222,0.001889354,C8H15O5N,CHON,Amino sugar,0.625,1.875,-0.25,67.425,2.0,-3.0,-2.0,0.0,-4.0,11507853.0,3169341.0,2881179.0,2214477.0,3354524.0,3528107.0,0.0,2394097.0,0.0,1831698.0,2566570.0,2408686.0,0.0,3207985.0,2762450.0,1842833.0,11811340.0,5010924.0,0.0,2344714.0,2208297.0,2080686.0,2707951.0,2062467.0,1877014.0,2282311.0,0.0,2156040.0,2327660.0,2604405.0,2390596.0,1882063.0,1738392.0,1819792.0,1941908.0,23885054.0
204.1241328,9.0,19.0,4.0,1.0,0.0,0.0,205.1314093,-0.005739851,C9H19O4N,CHON,Protein,0.4444444444444444,2.111111111111111,-0.8888888888888893,85.63333333333334,,-3.0,-1.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296057.0,0.0,13808444.0,0.0,0.0,0.0,0.0,0.0,2065174.0,1753652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205.0142456,10.0,6.0,5.0,0.0,0.0,0.0,206.0215221,0.005918893,C10H6O5,CHO,Cond. HC,0.5,0.6,0.3999999999999999,48.9,8.0,3.0,0.6,0.7333333333333333,3.0,9898405.0,7357752.0,11051943.0,10548087.0,15325350.0,16373447.0,3667131.0,4121865.0,6628892.0,3828769.0,6441665.0,5805570.0,8725716.0,7423060.0,11696102.0,8082352.0,10992421.0,9316094.0,10724894.0,7858222.0,10012463.0,9528524.0,18282226.0,11695492.0,8062248.0,7087201.0,7090769.0,7809819.0,5352831.0,7358090.0,7665493.0,6278370.0,6721447.0,6931868.0,6506130.0,7566872.0
