taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip18	T0.16	t3_18O	t24_18O	9283134.5601511	9121772.7990018	9283134.5601511	-9796842.17037166	26220429.9797318	154718.909335852	152029.54665003	154718.909335852	-163280.702839528	437007.166328863	18357717.6409294	18385996.8488537	18357717.6409294	11818807.200043	21981100.5548254	26480460.3810617	26367548.0479803	26480460.3810617	6706889.6074033	38149114.5505691	none
sip19	T0.16	t3_18O	t24_18O	3976931.32852489	3947972.15398962	4135294.94502413	-2252680.73497357	8802285.18694021	66282.1888087482	65799.5358998269	68921.5824170688	-37544.6789162261	146704.75311567	5013608.23306111	5005511.11946942	5013608.23306111	3600542.00805653	6082746.96917503	8493423.1455204	8459986.75421033	8493423.1455204	2325899.52995825	11785037.1999567	none
sip20	T0.16	t3_18O	t24_18O	2626622.46857171	2576608.12995371	2626622.46857171	-5417242.52837451	7535979.83826974	43777.0411428618	42943.4688325619	43777.0411428618	-90287.3754729085	125599.663971162	8862006.3469264	8866756.76229445	8862006.3469264	8052479.57295629	9518821.11260655	11160301.0069266	11121288.876004	11160301.0069266	3804990.67405259	15455988.7054124	none
sip22	T0.16	t3_18O	t24_18O	2474410.24506844	2502578.18309915	2474410.24506844	-5234792.98393496	12040339.279479	41240.1707511407	41709.6363849858	41240.1707511407	-87246.5497322494	200672.32132465	8111752.32364768	8082720.01302381	8111752.32364768	3597256.85069543	10472970.0435653	10276861.2880826	10272475.9232356	10276861.2880826	5494043.87681088	18647049.1931918	none
sip25	T0.16	t3_18O	t24_18O	11826091.3135072	11730183.4028595	11826091.3135072	-4140369.6787698	25975635.1320762	197101.521891787	195503.056714325	197101.521891787	-69006.16131283	432927.25220127	11515251.8631562	11502396.4725542	11515251.8631562	9144332.47656139	13552573.3600894	21863081.762475	21766306.9500563	21863081.762475	6197044.73420249	34243932.6037228	none
sip26	T0.16	t3_18O	t24_18O	2740540.48569284	2699752.92893397	2694944.58927989	-4525101.53923169	10618320.7570457	45675.6747615474	44995.8821488996	44915.7431546648	-75418.3589871948	176972.012617428	8631591.24611003	8625092.74631558	8631591.24611003	6289027.16619366	10684470.8479634	11029564.1710913	10987376.5591328	11029564.1710913	5001708.28670664	17915379.7965734	none
sip29	T0.16	t3_18O	t24_18O	13196497.7366261	13130207.582513	13196497.7366261	2123279.56131399	19375920.5784902	219941.628943768	218836.793041883	219941.628943768	35387.9926885664	322932.009641504	4513716.09661511	4517053.7411648	4513716.09661511	3791569.15244614	4949632.36420173	16060651.6161629	16005985.3758637	16060651.6161629	6042615.60609563	21255222.9452377	none
sip30	T0.16	t3_18O	t24_18O	10200956.928681	10140422.9041011	10200956.928681	-91618.9918701753	19043895.9266884	170015.948811349	169007.048401686	170015.948811349	-1526.98319783625	317398.265444807	4431727.20518962	4437404.13491685	4431727.20518962	2191049.19315575	5734609.673479	13357564.5177855	13310274.1760054	13357564.5177855	3428082.7590387	21460223.0655869	none
sip36	T0.16	t3_18O	t24_18O	12801426.464831	12765105.9787118	12801426.464831	4148741.00565556	19180117.3613699	213357.107747183	212751.766311863	213357.107747183	69145.6834275927	319668.622689499	2148394.19936872	2138499.83302484	2148394.19936872	509812.957772911	3219822.06233104	13349642.3560958	13307967.5643977	13349642.3560958	5211389.20068385	18741169.2152116	none
sip38	T0.16	t3_18O	t24_18O	9604454.82735446	9519348.15573858	9604454.82735446	-6872423.24394745	23700042.3498091	160074.247122574	158655.802595643	160074.247122574	-114540.387399124	395000.705830152	13828535.5151908	13818782.8521799	13828535.5151908	8452414.55138673	18253104.1563204	22232433.4891259	22148212.4884512	22232433.4891259	7803679.6953033	31530891.018358	none
sip41	T0.16	t3_18O	t24_18O	-671212.921711014	-663405.308930421	-671212.921711014	-2359889.80795882	1062612.59940362	-11186.8820285169	-11056.7551488403	-11186.8820285169	-39331.4967993137	17710.2099900604	1687034.89470948	1677907.72171949	1687034.89470948	169937.56373417	2690236.7806473	1099723.58821234	1097428.07640537	1099723.58821234	445878.498793261	1869049.66738028	none
sip46	T0.16	t3_18O	t24_18O	3280827.34299543	3234310.37344604	3280827.34299543	-3054872.8059036	9297951.65315019	54680.4557165904	53905.1728907674	54680.4557165904	-50914.54676506	154965.860885837	5056229.29258994	5059064.86511234	5056229.29258994	3014125.82868269	6373549.98750079	7926953.21771094	7889086.44187762	7926953.21771094	1704398.86527728	12599399.0631819	none
sip47	T0.16	t3_18O	t24_18O	4794972.38442231	4753878.14185454	4794972.38442231	-2438453.65053778	10627096.5664949	79916.2064070386	79231.3023642424	79916.2064070386	-40640.8941756297	177118.276108249	4434699.80991459	4429388.06251531	4434699.80991459	3007933.86892594	5760238.95614411	8630300.64628411	8589031.43663803	8630300.64628411	1106723.28654326	12439431.8257953	none
sip48	T0.16	t3_18O	t24_18O	5723156.84582747	5623497.76883453	5723156.84582747	-7599125.25296992	15811115.9916989	95385.9474304578	93724.9628139088	95385.9474304578	-126652.087549499	263518.599861648	12698387.739923	12720105.9548976	12698387.739923	10092499.0837875	15883775.459662	17706149.9800221	17640666.5026278	17706149.9800221	4794190.88246019	26533114.2326595	none
sip49	T0.16	t3_18O	t24_18O	4752534.56892275	4705025.50711989	4752534.56892275	-4847927.2047914	12240295.3077276	79208.9094820458	78417.0917853314	79208.9094820458	-80798.7867465234	204004.92179546	6295608.31713779	6286362.60100796	6295608.31713779	4446587.35742384	8144425.49976757	10454076.0649452	10403259.9197379	10454076.0649452	1506410.58466817	15615330.9761416	none
sip51	T0.16	t3_18O	t24_18O	6698747.82200022	6672679.36391811	6698747.82200022	1018841.14009328	11038165.8222466	111645.797033337	111211.322731968	111645.797033337	16980.6856682213	183969.430370777	2601543.71564861	2595823.58289561	2601543.71564861	1392489.8118784	3792534.4657602	8462948.0598988	8434418.02632396	8462948.0598988	3318931.27284154	11136931.2731536	none
sip55	T0.16	t3_18O	t24_18O	3305189.91560676	3246294.74169533	3305189.91560676	-6769097.86525947	13720097.0776256	55086.498593446	54104.9123615888	55086.498593446	-112818.297754324	228668.284627093	7542596.05190158	7539318.14152667	7542596.05190158	3147182.11446972	10899167.8053197	10434637.2280575	10379826.0405101	10434637.2280575	2133548.64629085	18508838.8108103	none
sip56	T0.16	t3_18O	t24_18O	2232093.08275561	2221218.92732692	2232093.08275561	359951.255057281	3415560.29338508	37201.5513792602	37020.3154554487	37201.5513792602	5999.18758428801	56926.0048897513	39.1394337329715	39.2040050493014	39.1394337329715	19.7155419112642	49.58050469699	1953120.58684489	1943605.76541611	1953120.58684489	314987.692902265	2988654.39614568	none
sip57	T0.16	t3_18O	t24_18O	11908578.0168775	11835884.3249286	11908578.0168775	-5362797.75099441	28577008.1516388	198476.300281292	197264.73874881	198476.300281292	-89379.9625165736	476283.46919398	18869050.6920681	18863424.4285518	18869050.6920681	12316397.3499133	23914092.7456401	29289056.4568359	29219823.2128644	29289056.4568359	14176602.659948	42796105.6029804	none
sip59	T0.16	t3_18O	t24_18O	1018740.81629182	1015590.11142585	1018740.81629182	-424281.656041288	2341532.28881705	16979.0136048636	16926.5018570975	16979.0136048636	-7071.36093402147	39025.5381469509	871639.113780217	867461.674813123	871639.113780217	328446.86801448	1789924.606279	1763037.32803556	1756103.02231074	1763037.32803556	445760.490058465	2554840.1259082	none
sip61	T0.16	t3_18O	t24_18O	2270117.95742652	2250091.69518118	2270117.95742652	-836971.97368815	5605556.31459013	37835.299290442	37501.5282530197	37835.299290442	-13949.5328948025	93425.9385765022	1019880.75109847	1018342.38548952	1019880.75109847	19.7155419112642	1841911.81060877	3006233.96384667	2987172.61877305	3006233.96384667	113915.632789639	5803933.52343474	none
sip62	T0.16	t3_18O	t24_18O	5126556.61085041	5107345.94143539	5126556.61085041	1210898.72661827	8081058.2754565	85442.6101808402	85122.4323572565	85442.6101808402	20181.6454436378	134684.304590942	39.1394337329715	39.2040050493014	39.1394337329715	19.7155419112642	49.58050469699	4485776.17392785	4468966.90276102	4485776.17392785	1059566.73051813	7070972.65502892	none
sip63	T0.16	t3_18O	t24_18O	2431999.03697624	2418315.61146267	2431999.03697624	-2831177.60008404	7695175.67403652	40533.3172829374	40305.2601910445	40533.3172829374	-47186.293334734	128252.927900609	4031964.50598367	4017343.66490455	4031964.50598367	1455975.62697431	6027654.49030182	6159963.66333788	6133369.82493438	6159963.66333788	1996607.96747349	9825376.68680228	none
sip64	T0.16	t3_18O	t24_18O	6406213.19200141	6405638.73860342	6406213.19200141	1070403.67125203	13328249.6197011	106770.21986669	106760.64564339	106770.21986669	17840.0611875338	222137.493661685	1048286.18890529	1043045.01822925	1048286.18890529	19.7155419112642	2096543.67944781	6653722.73190652	6647978.91450724	6653722.73190652	2897025.59352583	13758753.1138654	none
sip66	T0.16	t3_18O	t24_18O	7088753.11011908	6991241.95225933	7088753.11011908	-3754988.72663768	17738921.4421017	118145.885168651	116520.699204322	118145.885168651	-62583.1454439613	295648.690701695	5855427.40839623	5873503.52849574	5855427.40839623	762139.746668264	8529684.04744928	12058086.3797504	11990840.2367226	12058086.3797504	1299707.44318631	20898015.3666082	none
sip71	T0.16	t3_18O	t24_18O	2676453.27347853	2665597.06819779	2676453.27347853	934393.210658386	4212407.93908242	44607.5545579754	44426.6178032966	44607.5545579754	15573.2201776398	70206.798984707	705847.040223576	707500.884327868	705847.040223576	381069.873334132	927358.196457259	3047743.65451729	3039898.31900094	3047743.65451729	1383341.69063432	4440891.18717621	none
sip75	T0.16	t3_18O	t24_18O	2543490.16812165	2516240.71695743	2543490.16812165	-491870.611039647	5833508.97598482	42391.5028020274	41937.3452826239	42391.5028020274	-8197.84351732745	97225.149599747	3274575.52466866	3278246.3890995	3274575.52466866	2316084.46394901	3762882.1556971	5500129.4217751	5479957.01643725	5500129.4217751	2385305.8660266	8360773.67731814	none
sip86	T0.16	t3_18O	t24_18O	4336344.97449965	4294374.18932895	4336344.97449965	-2953853.27828388	9244069.16980282	72272.4162416609	71572.9031554826	72272.4162416609	-49230.887971398	154067.819496714	4938679.26002392	4941592.89224553	4938679.26002392	4348850.42823472	5325979.82499345	8732981.11271111	8699170.30790836	8732981.11271111	2095001.81532639	13208291.3326296	none
sip88	T0.16	t3_18O	t24_18O	2922108.6366908	2914761.37979247	2894328.87866551	65673.2583191107	6594673.65174029	48701.8106115133	48579.3563298744	48238.8146444251	1094.55430531851	109911.227529005	1080029.93200407	1078226.6666819	1080029.93200407	631870.629789825	1503881.94594619	3636874.98910852	3628642.8740003	3636874.98910852	1137494.03303329	7249914.10294682	none
sip89	T0.16	t3_18O	t24_18O	7774417.24846739	7616416.51256182	7774417.24846739	-10346673.364977	25630256.9830464	129573.62080779	126940.275209364	129573.62080779	-172444.556082949	427170.94971744	18578711.5301691	18619729.8304576	18578711.5301691	8494906.1970023	23734460.6893914	25381326.622578	25284094.2789492	25381326.622578	6317806.04999487	38177523.8461535	none
sip93	T0.16	t3_18O	t24_18O	1810971.02973499	1790935.04082513	1810971.02973499	-410278.681831059	3713059.17923097	30182.8504955831	29848.9173470854	30182.8504955831	-6837.97803051765	61884.3196538495	1320144.66759751	1326046.32566465	1320144.66759751	813611.176352628	2247801.985207	2904744.31861562	2893114.48638664	2904744.31861562	645604.83416044	4375214.74749358	none
sip105	T0.16	t3_18O	t24_18O	2431426.0360164	2420765.04877499	2454616.31528546	136540.118837176	4123890.19919873	40523.7672669401	40346.0841462498	40910.2719214244	2275.66864728626	68731.5033199788	639683.541301532	637282.643776126	639683.541301532	222566.254556654	951697.130819333	2767181.32281589	2755452.06145424	2767181.32281589	554791.407869925	4061469.06767012	none
sip109	T0.16	t3_18O	t24_18O	2729844.71504844	2716455.35360148	2729844.71504844	307708.518115818	4341902.38861303	45497.4119174741	45274.255893358	45497.4119174741	5128.4753019303	72365.0398102172	406937.139588697	405744.863036142	406937.139588697	200165.629727375	560902.315033869	2795551.26525609	2782643.29743744	2795551.26525609	576232.064576337	4205944.67198505	none
sip111	T0.16	t3_18O	t24_18O	4170118.75020251	4118255.81327759	4170118.75020251	-2695681.16157649	11218862.6450484	69501.9791700418	68637.5968879598	69501.9791700418	-44928.0193596081	186981.044084141	6330326.87752388	6333367.38419448	6330326.87752388	3415203.06097861	8266777.04110689	9979180.78395108	9936841.22081236	9979180.78395108	3013829.35052371	15189055.1813205	none
sip118	T0.16	t3_18O	t24_18O	-1378438.25817307	-1385964.32863539	-1378445.03556416	-2371858.13731736	45571.029713959	-22973.9709695512	-23099.4054772566	-22974.0839260694	-39530.9689552893	759.517161899317	1829175.01638056	1830153.25291763	1829175.01638056	1412976.56534731	2075416.31228984	623041.540479126	617434.465361659	623041.540479126	28.5817027449049	1869049.66738028	none
sip120	T0.16	t3_18O	t24_18O	2207985.87239809	2199468.65300055	2207985.87239809	162285.2159175	4232526.27913365	36799.7645399682	36657.8108833424	36799.7645399682	2704.753598625	70542.1046522276	1096138.76113189	1094034.29308075	1096138.76113189	829673.134473403	1626973.32505406	3028126.39948022	3018569.36445623	3028126.39948022	973821.805030875	4801695.94476862	none
sip122	T0.16	t3_18O	t24_18O	3366691.56250666	3341798.62719479	3366691.56250666	-2017515.79004389	8259687.45596792	56111.5260417777	55696.6437865799	56111.5260417777	-33625.2631673982	137661.457599465	4622705.03550372	4613709.55279943	4622705.03550372	3004450.04799881	5939557.43408703	7568560.15269705	7537783.35159488	7568560.15269705	2555976.13029371	11449533.1548796	none
sip124	T0.16	t3_18O	t24_18O	1900444.64550103	1869585.91806445	1900444.64550103	-4160253.37550683	6899536.38913343	31674.0774250171	31159.7653010742	31674.0774250171	-69337.5562584471	114992.273152224	4769558.72523288	4767944.89192235	4769558.72523288	2617657.14501921	6413367.27263869	6432447.79004627	6403832.57022874	6432447.79004627	1129337.0216644	9320527.20648201	none
sip127	T0.16	t3_18O	t24_18O	3647237.22474564	3598675.5066372	3647237.22474564	-2437976.43565033	10507068.7447715	60787.2870790939	59977.92511062	60787.2870790939	-40632.9405941722	175117.812412859	4130519.5397721	4136805.91700184	4130519.5397721	1289029.80722156	5833463.3894067	7321852.11142453	7285646.98530939	7321852.11142453	1894952.41509292	12759806.7247285	none
sip130	T0.16	t3_18O	t24_18O	-1439221.06946043	-1433518.45314097	-1439221.06946043	-2168691.19009288	-678244.280294392	-23987.0178243405	-23891.9742190163	-23987.0178243405	-36144.8531682146	-11304.0713382399	1331082.7350597	1326881.85269804	1331082.7350597	593509.643680678	1897650.19151892	71764.2992818206	72553.2061996898	71764.2992818206	44.9141042941996	215201.611386813	none
sip139	T0.16	t3_18O	t24_18O	674829.777610317	679160.024491474	674829.777610317	18574.6771132384	1320753.65223845	11247.1629601719	11319.3337415246	11247.1629601719	309.577951887307	22012.5608706409	39.1394337329715	39.2040050493014	39.1394337329715	19.7155419112642	49.58050469699	590515.19484276	594304.225435089	590515.19484276	16290.5601139629	1155708.98975709	none
sip149	T0.16	t3_18O	t24_18O	4288566.21997303	4243403.03477961	4288566.21997303	-5292163.7500402	12047969.3912954	71476.1036662172	70723.3839129934	71476.1036662172	-88202.7291673368	200799.489854924	9189134.63737077	9185024.79943255	9189134.63737077	6398649.9065383	11432809.0506508	12941630.0798472	12898002.4548647	12941630.0798472	4558491.35608559	18195901.4409668	none
sip153	T0.16	t3_18O	t24_18O	-1849394.37709546	-1876089.00218969	-1860350.65903664	-5619900.67540233	2239973.69330423	-30823.2396182576	-31268.1500364948	-31005.8443172774	-93665.0112567056	37332.8948884038	4114432.60719523	4124752.47707984	4114432.60719523	1556035.31611437	5408011.37278346	2496212.52723671	2483174.60016386	2496212.52723671	46.372354354236	6074409.58883643	none
sip154	T0.16	t3_18O	t24_18O	2393305.71721951	2375290.67574239	2393305.71721951	52956.6302160653	4733654.80422296	39888.4286203252	39588.1779290398	39888.4286203252	882.610503601088	78894.2467370494	3247651.69803971	3254076.68272967	3247651.69803971	2681828.095523	4262958.6352292	5341794.20060678	5332456.02400426	5341794.20060678	3151566.47362913	7597512.01946305	none
sip155	T0.16	t3_18O	t24_18O	961173.128490783	967554.17320984	961173.128490783	-1207905.78056398	3128524.98257246	16019.552141513	16125.9028868307	16019.552141513	-20131.7630093997	52142.0830428743	1865088.23148043	1854388.49469033	1865088.23148043	46.6640044843304	3271953.48138129	2706114.71890987	2700998.39624894	2706114.71890987	1756859.60581271	3225562.47307454	none
sip161	T0.16	t3_18O	t24_18O	3505537.02730683	3474074.51716274	3505537.02730683	-2052921.32658368	8906782.27191662	58425.6171217806	57901.2419527124	58425.6171217806	-34215.3554430614	148446.37119861	2708989.9840638	2704072.10805501	2708989.9840638	952674.68333533	4250655.25730052	5776334.88295728	5743887.31057241	5776334.88295728	698033.795811332	10251306.7432019	none
sip164	T0.16	t3_18O	t24_18O	1737836.87936985	1714807.66835877	1737836.87936985	-1706706.22015628	5560074.00207437	28963.9479894976	28580.1278059795	28963.9479894976	-28445.1036692713	92667.9000345728	1771321.85308197	1772014.05735965	1771321.85308197	230426.268164406	2845735.09342871	3291929.12253059	3272470.76717358	3291929.12253059	351218.345110364	6169904.26032622	none
sip165	T0.16	t3_18O	t24_18O	998534.551643989	972790.488882925	998534.551643989	-3243049.52718639	5164361.0583666	16642.2425273998	16213.1748147154	16642.2425273998	-54050.8254531066	86072.68430611	4063225.7399331	4069791.16961911	4063225.7399331	1961169.79342155	5216631.16319059	4936943.47262159	4920982.84739167	4936943.47262159	1225557.403645	8700635.71401935	none
sip167	T0.16	t3_18O	t24_18O	178471.834790723	169498.823098198	178471.834790723	-2286695.02210683	2750791.86930695	2974.53057984539	2824.98038496997	2974.53057984539	-38111.5837017805	45846.5311551159	1734286.16489534	1737510.96869914	1734286.16489534	222290.75944491	2647127.07973186	1890449.02033722	1885822.43891006	1890449.02033722	408688.795692411	4141229.05053893	none
sip168	T0.16	t3_18O	t24_18O	12778126.1074164	12692469.1399544	12778126.1074164	104971.851975104	22972713.6115688	212968.76845694	211541.152332573	212968.76845694	1749.53086625174	382878.560192813	10423947.9113586	10427169.2098031	10423947.9113586	8668375.69999819	11512900.1504214	21604808.2553479	21533079.7072632	21604808.2553479	9855285.50217754	30525072.3214813	none
sip172	T0.16	t3_18O	t24_18O	1550372.43386179	1471567.09889772	1550372.43386179	-8729345.67560254	11119617.1133398	25839.5405643632	24526.1183149621	25839.5405643632	-145489.094593376	185326.951888997	12976587.1291985	12993319.452408	12976587.1291985	9173961.29276861	15131536.6913906	14333163.0088275	14280940.6639435	14333163.0088275	3562834.19967962	22724526.0846875	none
sip176	T0.16	t3_18O	t24_18O	2651307.71002202	2635258.89442486	2651307.71002202	-364092.41195431	5073871.95661269	44188.4618337003	43920.9815737477	44188.4618337003	-6068.20686590516	84564.5326102115	1889671.22926441	1889420.6764499	1889671.22926441	1578869.87995242	2339284.85250497	4209565.47553367	4195272.20907165	4209565.47553367	1263759.32634061	6500468.84664755	none
sip177	T0.16	t3_18O	t24_18O	473182.767691801	480598.33465085	473182.767691801	-2678585.66382861	4560858.87756991	7886.37946153001	8009.97224418083	7886.37946153001	-44643.0943971434	76014.3146261652	1788382.19420773	1777150.0912552	1788382.19420773	46.6640044843304	2813242.62390894	2202417.11593805	2197673.6340747	2202417.11593805	239044.027784696	5779133.7120814	none
sip181	T0.16	t3_18O	t24_18O	4638854.71523062	4584019.20957434	4638854.71523062	-4609083.99822769	12822314.8689217	77314.2452538437	76400.3201595723	77314.2452538437	-76818.0666371281	213705.247815362	7784274.05090973	7780420.99624652	7784274.05090973	4996065.88516502	10012038.5407925	11843271.9267365	11791437.8046241	11843271.9267365	3190881.87659855	17989171.3103895	none
sip184	T0.16	t3_18O	t24_18O	15927765.4183769	15811625.7376427	15927765.4183769	-3561564.63096936	35893522.2495508	265462.756972949	263527.095627378	265462.756972949	-59359.410516156	598225.370825846	6557065.8399258	6542249.36036942	6557065.8399258	613623.85380035	11672689.471926	20493860.5810056	20377421.8808068	20493860.5810056	2612878.43370232	37188622.3926573	none
sip189	T0.16	t3_18O	t24_18O	5813691.26828534	5767457.12385823	5813691.26828534	-2692102.60005267	13660037.7532509	96894.8544714224	96124.2853976372	96894.8544714224	-44868.3766675445	227667.295887515	3227225.32817377	3222560.88350057	3227225.32817377	60265.8197886265	5773609.67718527	8314205.18792345	8269085.86687652	8314205.18792345	871635.553127684	13829142.0291277	none
sip200	T0.16	t3_18O	t24_18O	10228656.1953602	10150736.7358202	10228656.1953602	-3018160.26938351	27664707.7353729	170477.603256003	169178.945597004	170477.603256003	-50302.6711563919	461078.462256215	2912639.39140645	2897945.40303966	2912639.39140645	46.6640044843304	5781557.20888156	11862713.5623466	11779840.0468824	11862713.5623466	953118.892330856	27119258.6598577	none
sip208	T0.16	t3_18O	t24_18O	4090972.24076117	4066425.37239766	4090972.24076117	-317148.886383615	6633628.03180918	68182.8706793529	67773.7562066276	68182.8706793529	-5285.81477306024	110560.46719682	2816674.09515648	2816457.95821615	2816674.09515648	2566306.72204898	3009502.58352998	6396274.8058225	6374580.1590641	6396274.8058225	2405317.68804966	8501303.67443018	none
sip209	T0.16	t3_18O	t24_18O	1249218.28942731	1243861.28108704	1271439.97789106	-150736.085233987	2483955.7477368	20820.3048237884	20731.0213514507	21190.6662981844	-2512.26808723312	41399.26246228	273490.559628542	271869.340232204	273490.559628542	46.6640044843304	462267.81584651	1366556.56287744	1360247.96118336	1366556.56287744	37971.9676720702	2458826.10886232	none
sip217	T0.16	t3_18O	t24_18O	181424.004244003	180623.924994571	181424.004244003	-379009.018317916	740060.203104964	3023.73340406672	3010.39874990951	3023.73340406672	-6316.81697196526	12334.3367184161	275880.94154167	274501.797102446	275880.94154167	19.7155419112642	551733.18472057	434626.945255172	432547.731472696	434626.945255172	37971.9676720702	676835.260145389	none
sip219	T0.16	t3_18O	t24_18O	-1291201.26452149	-1270809.47047362	-1291201.26452149	-3382573.34804827	800170.819005289	-21520.0210753582	-21180.1578412269	-21520.0210753582	-56376.2224674712	13336.1803167548	2809438.39204419	2796800.15823152	2809438.39204419	991536.174586414	4540258.89996489	1679637.28558788	1684841.87156711	1679637.28558788	441805.926251383	2382934.92013071	none
sip222	T0.16	t3_18O	t24_18O	3975254.36889562	3908060.90039282	3975254.36889562	-2603914.56236344	10554423.3001547	66254.2394815937	65134.3483398803	66254.2394815937	-43398.5760393907	175907.055002578	2964341.06163694	2985109.1029078	2964341.06163694	846133.373355439	6354674.10359931	6442688.63442061	6404662.39075151	6442688.63442061	164544.742868017	11080240.1225785	none
sip225	T0.16	t3_18O	t24_18O	3700119.28776038	3633939.37927147	3700119.28776038	-4848231.10549569	10060599.6531631	61668.6547960063	60565.6563211911	61668.6547960063	-80803.8517582614	167676.660886052	7127530.2093818	7138194.15857346	7127530.2093818	4974863.38627071	8546077.27080588	10365134.5861721	10317891.115436	10365134.5861721	1941418.79118253	14968292.7109668	none
sip239	T0.16	t3_18O	t24_18O	-953793.829646563	-950485.439310984	-953793.829646563	-4897350.07989834	2989762.42060521	-15896.5638274427	-15841.4239885164	-15896.5638274427	-81622.5013316389	49829.3736767535	4319518.40272939	4309409.78451099	4319518.40272939	2403560.03839905	6059201.301478	3484948.80178865	3477735.02511388	3484948.80178865	1352695.64442011	6485482.10508519	none
