taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip16	NA	NA	NA	NA	NA	NA	NA	NA	-272356.31230717	-307446.527758041	-269177.153856759	-2100191.65532771	919045.566969314	-4539.27187178617	-5124.10879596735	-4486.28589761264	-35003.1942554618	15317.4261161552	NA	T0.18	t48_18O	t72_18O	-131727429.148538	-130122651.222975	-131727429.148538	-351611349.667059	82062474.3068607	-2195457.15247563	-2168710.85371625	-2195457.15247563	-5860189.16111765	1367707.90511434	353787624.328794	353120589.731941	353787624.328794	180525972.988073	562948943.793999	222060195.180256	222997938.508966	222060195.180256	76934312.022787	354163102.772425	none	-131455072.836231	-129815204.695217	-131346321.57257	-351287392.581931	82381202.6868151	-2190917.88060385	-2163586.74492028	-2189105.35954283	-5854789.87636551	1373020.04478025	223966689.366406	225150064.203273	224221110.042203	85723294.0305971	351273194.877481
sip17	NA	NA	NA	NA	NA	NA	NA	NA	-61546.2169332451	-57207.8333547517	-57071.0018495454	-266604.255423702	113410.178928469	-1025.77028222075	-953.463889245862	-951.18336415909	-4443.40425706171	1890.16964880782	NA	T0.18	t48_18O	t72_18O	4657364.19199213	4751996.82397825	4657364.19199213	-19894955.4854161	29209683.8694003	77622.7365332021	79199.9470663042	77622.7365332021	-331582.591423601	486828.064490005	27578036.6754687	27496526.2630019	27578036.6754687	12323180.3887703	36230306.4373907	32235400.8674608	32248523.0869801	32235400.8674608	8264537.98892908	48818678.5286622	none	4718910.40892537	4809204.657333	4707180.37362893	-19808845.6902983	29355502.1497016	78648.5068154229	80153.4109555501	78453.0062271488	-330147.428171637	489258.369161693	32666224.3859935	32648977.9204634	32521144.1976392	9439460.81456694	50754916.1275902
sip18	NA	NA	NA	NA	NA	NA	NA	NA	-70977.0954029869	-64673.3628504414	-67073.9530924819	-453059.882553453	203603.919463993	-1182.95159004978	-1077.88938084069	-1117.89921820803	-7550.99804255755	3393.39865773322	NA	T0.18	t48_18O	t72_18O	-3874000.48602873	-3763248.26879837	-3874000.48602873	-35362237.6765827	27625124.0424953	-64566.6747671455	-62720.8044799729	-64566.6747671455	-589370.627943045	460418.734041589	41918942.0814168	41783043.2570269	41918942.0814168	17662146.8179121	55112961.3305776	38044941.5953881	38019794.9882285	38044941.5953881	13665189.6573542	57049573.9483869	none	-3803023.39062574	-3698574.90594793	-3766714.99851187	-35131599.7055671	27947828.7444567	-63383.7231770957	-61642.9150991322	-62778.5833085311	-585526.661759452	465797.145740944	38541781.263209	38472508.5281816	38445962.3619327	15599953.5520202	60175782.3856817
sip19	NA	NA	NA	NA	NA	NA	NA	NA	26380.6442291428	26034.5182498586	27033.4010846955	-145791.637355056	136324.361618931	439.677403819047	433.908637497643	450.556684744926	-2429.86062258426	2272.07269364885	NA	T0.18	t48_18O	t72_18O	2552136.60598556	2574249.05556221	2552136.60598556	-8498930.80343579	13649651.3964325	42535.6100997593	42904.1509260369	42535.6100997593	-141648.84672393	227494.189940542	14348330.1640032	14317417.0988062	14348330.1640032	8316555.49529529	18333515.5615921	16900466.7699887	16891666.1543684	16900466.7699887	6899171.58910814	24612547.4906445	none	2525755.96175641	2548214.53731236	2519632.52891156	-8422994.4883632	13748866.6558315	42095.9326959402	42470.2422885392	41993.8754818593	-140383.24147272	229147.777597192	16715802.2603847	16709424.5266194	16650475.1194846	7368480.13118732	25678300.4174374
sip20	NA	NA	NA	NA	NA	NA	NA	NA	-117187.759466844	-112927.977768146	-109685.892364309	-364591.90507129	78544.4594939612	-1953.12932444741	-1882.13296280243	-1828.09820607182	-6076.53175118817	1309.07432489935	NA	T0.18	t48_18O	t72_18O	-1325845.31043462	-1299705.14439714	-1325845.31043462	-12522688.0432975	9870997.42242829	-22097.421840577	-21661.752406619	-22097.421840577	-208711.467388292	164516.623707138	19732344.436802	19700989.1046679	19732344.436802	11748976.9825937	29103966.2485043	18406499.1263674	18401283.9602708	18406499.1263674	11314340.0879473	23818345.4372601	none	-1208657.55096777	-1186777.166629	-1209469.45960644	-12294907.892667	10034398.4139777	-20144.2925161295	-19779.6194438166	-20157.824326774	-204915.13154445	167239.973566296	19226813.4426353	19191779.8046478	19076967.3716144	12382823.1645655	26586813.7466073
sip22	NA	NA	NA	NA	NA	NA	NA	NA	-69399.7962102797	-72460.7484707857	-64983.4233753898	-224109.127122561	21355.9230627589	-1156.66327017133	-1207.67914117976	-1083.0570562565	-3735.15211870934	355.932051045982	NA	T0.18	t48_18O	t72_18O	2701755.11045682	2711205.76020859	2701755.11045682	-1831575.00445332	7235085.22536697	45029.251840947	45186.7626701431	45029.251840947	-30526.2500742221	120584.753756116	11839936.925311	11855873.1759647	11839936.925311	7708645.50370256	14518173.5769378	14541692.0357678	14567078.9361733	14541692.0357678	11470517.3910615	18260979.6625567	none	2771154.9066671	2783666.50867937	2747361.0082401	-1697779.70411324	7402770.17903969	46185.9151111183	46394.4418113229	45789.3501373351	-28296.3284018873	123379.502983995	15027490.6092398	15074304.1754688	15023210.343601	12180016.0024368	18373534.0511673
sip23	NA	NA	NA	NA	NA	NA	NA	NA	-24815.756379489	-24886.902751885	-24566.9684821045	-40924.3198582003	-11053.143728234	-413.59593965815	-414.781712531417	-409.449474701741	-682.071997636671	-184.219062137233	NA	T0.18	t48_18O	t72_18O	-851056.715902383	-833372.05915509	-757924.568605834	-3172049.28198036	989330.234970059	-14184.278598373	-13889.5343192515	-12632.0761434306	-52867.488033006	16488.837249501	2557333.48805231	2545354.11945467	2557333.48805231	1042629.03956183	4878326.05413028	1706276.77214992	1711982.06029958	1706276.77214992	489502.066154127	2454362.34609265	none	-826240.959522894	-808485.156403205	-740190.736224779	-3152482.53067947	1011321.29714367	-13770.6826587149	-13474.7526067201	-12336.512270413	-52541.3755113244	16855.3549523945	1879987.06680635	1886190.37956277	1885026.04547323	713548.848151647	2628911.39268349
sip25	NA	NA	NA	NA	NA	NA	NA	NA	-201177.907523567	-219221.304993572	-202029.346864187	-727271.671779396	150191.63152926	-3352.96512539279	-3653.68841655953	-3367.15578106979	-12121.1945296566	2503.193858821	NA	T0.18	t48_18O	t72_18O	-7186501.64194961	-7088329.15332863	-7129554.73056814	-23205681.6646773	2794673.23307973	-119775.027365827	-118138.819222144	-118825.912176136	-386761.361077955	46577.8872179955	20829074.2224911	20749666.7272045	20829074.2224911	11129979.9378261	36848254.2452187	13642572.5805415	13661337.5738759	13642572.5805415	12120261.9852134	16516353.0370532	none	-6985323.73442604	-6869107.84833506	-6829333.55915546	-22935171.6591734	2967346.60413632	-116422.062240434	-114485.130805584	-113822.225985924	-382252.860986224	49455.7767356053	15050817.9332064	15195886.7088309	15093025.6746083	11582703.7631264	19318678.6405332
sip26	NA	NA	NA	NA	NA	NA	NA	NA	-230275.930352449	-226489.497686538	-216257.78469477	-461610.515773429	-79113.2512189552	-3837.93217254081	-3774.8249614423	-3604.29641157949	-7693.50859622381	-1318.55418698259	NA	T0.18	t48_18O	t72_18O	-5741964.22446595	-5651769.23153875	-5741964.22446595	-14539252.5988054	3354076.86480356	-95699.4037410992	-94196.1538589791	-95699.4037410992	-242320.876646756	55901.2810800594	21593339.7270979	21543220.9883144	21593339.7270979	12670957.1304968	26502660.0977936	15851375.502632	15891451.7567756	15851375.502632	7718921.97074615	21175342.2712579	none	-5511688.2941135	-5425279.73385221	-5542457.86271844	-14399636.1957615	3445932.8202119	-91861.4715685584	-90421.3288975369	-92374.297711974	-239993.936596024	57432.2136701982	17463307.0150991	17476878.2405814	17465336.3616475	10104324.6469056	22895271.8268846
sip29	NA	NA	NA	NA	NA	NA	NA	NA	143509.428241118	135771.719221455	148439.096216821	-590856.775126732	617971.571811358	2391.82380401863	2262.86198702425	2473.98493694702	-9847.61291877887	10299.526196856	NA	T0.18	t48_18O	t72_18O	-6120106.10428102	-6034966.52863524	-5532907.45547994	-23369371.779613	8083395.94327546	-102001.768404684	-100582.775477254	-92215.124257999	-389489.529660216	134723.265721258	25730987.8120034	25702702.4797225	25730987.8120034	15100252.4455312	43982232.1672872	19610881.7077223	19667735.9510873	19610881.7077223	10985533.8137556	27649030.952888	none	-6263615.53252214	-6170738.2478567	-5617185.59868121	-23647734.1121909	8467424.06293032	-104393.592208702	-102845.637464278	-93619.7599780202	-394128.901869848	141123.734382172	18606315.7100345	18717333.9165371	18629130.9079378	10125044.3359719	27093882.7364587
sip30	NA	NA	NA	NA	NA	NA	NA	NA	47611.7921758257	44435.4722544826	50128.0662612258	-230483.642077177	278794.304952713	793.529869597095	740.591204241377	835.46777102043	-3841.39403461962	4646.57174921189	NA	T0.18	t48_18O	t72_18O	-3787924.7200652	-3678556.40111552	-3787924.7200652	-27344474.6109809	17988870.7565529	-63132.0786677534	-61309.2733519253	-63132.0786677534	-455741.243516349	299814.512609215	26821377.2893525	26777396.5851669	26821377.2893525	11979479.1996982	50377927.1802682	23033452.5692873	23098840.1840514	23033452.5692873	5573510.61083867	32010765.3857153	none	-3835536.51224103	-3722991.87337	-3712511.30104382	-27284830.9721082	18021600.6912318	-63925.6085373505	-62049.8645561666	-61875.1883507305	-454747.18286847	300360.011520531	22700170.0240565	22787791.87827	22768339.7724656	6152983.54670912	33004225.9475959
sip36	NA	NA	NA	NA	NA	NA	NA	NA	159906.630867317	143008.23514768	162327.107567587	-427194.672320852	662546.024746595	2665.11051445529	2383.47058579466	2705.45179279312	-7119.91120534754	11042.4337457766	NA	T0.18	t48_18O	t72_18O	-8969992.92799399	-8898226.89589257	-8969992.92799399	-26557082.5083492	7286054.58179023	-149499.882133233	-148303.78159821	-149499.882133233	-442618.041805821	121434.243029837	24434388.9168302	24427429.100237	24434388.9168302	12901001.1385026	43784173.943444	15464395.9888362	15529202.2043445	15464395.9888362	6963675.42119794	24848645.1456092	none	-9129899.55886131	-9041235.13104025	-8987381.46417025	-26757479.6683038	7086254.58432328	-152164.992647688	-150687.252184004	-149789.691069504	-445957.99447173	118104.243072054	14345049.572765	14528144.5583107	14381609.9861952	6085794.53129478	23509237.5868877
sip38	NA	NA	NA	NA	NA	NA	NA	NA	-221035.589330172	-227527.466594589	-224456.86595291	-391330.444046308	-9497.75171859174	-3683.92648883621	-3792.12444324316	-3740.94776588183	-6522.17406743847	-158.295861976529	NA	T0.18	t48_18O	t72_18O	-5108856.62976299	-4956618.27087529	-5108856.62976299	-19902883.8973568	10533572.6949934	-85147.6104960498	-82610.3045145881	-85147.6104960498	-331714.731622613	175559.544916556	28416133.7480982	28344848.8747633	28416133.7480982	14909948.5185151	36454574.4033572	23307277.1183352	23388230.603888	23307277.1183352	9038779.72157333	34421441.8110004	none	-4887821.04043282	-4729090.8042807	-4908129.7435288	-19812306.1947591	10744609.4673872	-81463.6840072136	-78818.1800713449	-81802.1623921466	-330205.103245985	179076.824456452	24854526.2436465	24980922.8700501	24935452.8967298	11585941.3109654	35378318.0668347
sip41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.18	t48_18O	t72_18O	1360249.71625834	1359281.25036339	1360249.71625834	411811.87561567	2447606.29415578	22670.8286043056	22654.6875060566	22670.8286043056	6863.53126026117	40793.4382359298	1087416.07450306	1091518.25073865	1087416.07450306	59.4966056083926	2083317.31210585	2447665.79076139	2450799.50110204	2447665.79076139	2193647.22195214	2927614.4194014	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.18	t48_18O	t72_18O	2140914.6642536	2169450.78964082	2140914.6642536	-1529295.6180398	6150452.56214871	35681.9110708933	36157.5131606804	35681.9110708933	-25488.2603006633	102507.542702478	1467786.03346361	1467592.1459398	1467786.03346361	48.1222545361999	3770587.63312626	3608700.69771721	3637042.93558062	3608700.69771721	589038.667189001	7829130.00319748	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip46	NA	NA	NA	NA	NA	NA	NA	NA	-68803.2328154969	-62457.7418747092	-67851.3314414679	-196920.986807834	97343.6538555976	-1146.72054692495	-1040.96236457849	-1130.85552402446	-3282.01644679723	1622.39423092663	NA	T0.18	t48_18O	t72_18O	-769220.666449346	-745804.211998029	-769220.666449346	-10306393.7438749	8832122.78573229	-12820.3444408224	-12430.0701999671	-12820.3444408224	-171773.229064581	147202.046428872	12013485.757924	11980541.1164553	12013485.757924	5179879.97660111	17418941.6465357	11244265.0914746	11234736.9044572	11244265.0914746	4333577.59133264	16764660.8980998	none	-700417.433633849	-683346.47012332	-708413.765531023	-10251721.4396236	8974723.07558086	-11673.6238938975	-11389.1078353887	-11806.8960921837	-170862.023993725	149578.717926347	11725887.7211831	11671941.0975802	11689162.6414827	5041911.41093554	18151361.2156295
sip47	NA	NA	NA	NA	NA	NA	NA	NA	13344.1430108718	18168.4227234021	15028.7723762865	-263369.510104309	239939.017552782	222.402383514529	302.807045390035	250.479539604775	-4389.49183507181	3998.9836258797	NA	T0.18	t48_18O	t72_18O	-56806.042933695	-31275.9900159182	-56806.042933695	-13869342.1472318	13762675.6909597	-946.76738222825	-521.266500265293	-946.76738222825	-231155.702453864	229377.928182662	12673079.6478075	12631156.6458033	12673079.6478075	3448986.44248015	21060630.8040863	12616273.6048738	12599880.6557873	12616273.6048738	2880670.94169616	20558261.5886365	none	-70150.1859445668	-49444.4127393209	-103888.798547673	-13716634.1034593	13917138.3383674	-1169.16976574278	-824.073545655331	-1731.47997579455	-228610.568390988	231952.305639456	12522864.6037977	12472701.6967235	12397892.0875279	3120167.01626255	22503302.8715733
sip48	NA	NA	NA	NA	NA	NA	NA	NA	-77974.9415929174	-68340.3021815819	-72267.8741211633	-361266.295572918	226167.724864977	-1299.58235988196	-1139.0050363597	-1204.46456868605	-6021.1049262153	3769.46208108295	NA	T0.18	t48_18O	t72_18O	2937618.17221685	3005408.84780794	2937618.17221685	-15714073.3615735	21589309.7060072	48960.3028702808	50090.1474634657	48960.3028702808	-261901.222692892	359821.828433453	22763357.6623095	22712950.0558327	22763357.6623095	12263088.2283215	31160867.5551017	25700975.8345263	25718358.9036407	25700975.8345263	7260449.62207247	38053407.5927232	none	3015593.11380976	3073749.14998952	2992134.77404564	-15616851.0228838	21745122.2027103	50259.8852301627	51229.1524998254	49868.9129007606	-260280.850381398	362418.703378504	26246800.4256767	26196741.0189117	26196857.3992311	8824304.06333692	40592125.752354
sip49	NA	NA	NA	NA	NA	NA	NA	NA	-253725.973199307	-259890.173615888	-259558.079956667	-471848.697332595	-19154.2530088775	-4228.76621998844	-4331.50289359813	-4325.96799927778	-7864.14495554326	-319.237550147958	NA	T0.18	t48_18O	t72_18O	-2582554.86470587	-2527643.09191808	-2582554.86470587	-8715593.08707113	2443880.52221645	-43042.5810784312	-42127.3848653013	-43042.5810784312	-145259.884784519	40731.3420369409	11278961.3896655	11257074.0033158	11278961.3896655	8003638.40318339	14576527.1360709	8696406.52495961	8729430.9113977	8696406.52495961	2230030.29377747	13122741.5594445	none	-2328828.89150656	-2267752.91830219	-2225276.08186686	-8400828.03798218	2795111.0437673	-38813.8148584427	-37795.8819717032	-37087.934697781	-140013.800633036	46585.1840627885	10472488.3373548	10548662.1267089	10544280.354213	4929418.39241458	15174454.7751472
sip51	NA	NA	NA	NA	NA	NA	NA	NA	85398.4509631446	83846.930066594	88111.9687740378	-105629.104432464	229305.448324892	1423.30751605241	1397.44883444323	1468.53281290063	-1760.4850738744	3821.75747208153	NA	T0.18	t48_18O	t72_18O	-3179064.35095965	-3145002.74117626	-3179064.35095965	-15376595.6974854	9018466.99556613	-52984.4058493275	-52416.7123529376	-52984.4058493275	-256276.59495809	150307.783259435	15183436.5525676	15128263.9771569	15183436.5525676	4481974.50384049	22113652.9443458	12004372.201608	11983261.2359807	12004372.201608	4877100.81952124	18324677.4012987	none	-3264462.8019228	-3228849.67124285	-3312058.14555794	-15354995.1969397	9002433.73535353	-54407.7133653799	-53814.1611873809	-55200.9690926324	-255916.586615662	150040.562255892	11406583.044866	11396332.7255145	11329350.6090121	4369662.40297486	19077827.8004617
sip55	NA	NA	NA	NA	NA	NA	NA	NA	-233946.902216621	-240036.163181104	-239533.302541811	-415457.37288656	-35199.3408925297	-3899.11503694369	-4000.60271968507	-3992.22170903018	-6924.28954810933	-586.655681542162	NA	T0.18	t48_18O	t72_18O	-4851375.21763324	-4759401.53246878	-4851375.21763324	-15431122.4332774	5728371.99801093	-80856.2536272206	-79323.3588744796	-80856.2536272206	-257185.373887957	95472.8666335155	16851788.4677955	16800563.2052364	16851788.4677955	6794653.61423454	23632775.5240728	12000413.2501622	12041161.6727676	12000413.2501622	2268754.08672256	17169873.8238168	none	-4617428.31541661	-4519365.36928768	-4655562.99736635	-15182523.688135	5897727.6175865	-76957.1385902769	-75322.7561547946	-77592.7166227724	-253042.061468917	98295.4602931083	13638041.5656786	13721414.8150353	13780219.3720092	4801307.63935983	19539739.5996647
