taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip16	T0.18	t48_18O	t72_18O	-131727429.148538	-130122651.222975	-131727429.148538	-351611349.667059	82062474.3068607	-2195457.15247563	-2168710.85371625	-2195457.15247563	-5860189.16111765	1367707.90511434	353787624.328794	353120589.731941	353787624.328794	180525972.988073	562948943.793999	222060195.180256	222997938.508966	222060195.180256	76934312.022787	354163102.772425	none
sip17	T0.18	t48_18O	t72_18O	4657364.19199213	4751996.82397825	4657364.19199213	-19894955.4854161	29209683.8694003	77622.7365332021	79199.9470663042	77622.7365332021	-331582.591423601	486828.064490005	27578036.6754687	27496526.2630019	27578036.6754687	12323180.3887703	36230306.4373907	32235400.8674608	32248523.0869801	32235400.8674608	8264537.98892908	48818678.5286622	none
sip18	T0.18	t48_18O	t72_18O	-3874000.48602873	-3763248.26879837	-3874000.48602873	-35362237.6765827	27625124.0424953	-64566.6747671455	-62720.8044799729	-64566.6747671455	-589370.627943045	460418.734041589	41918942.0814168	41783043.2570269	41918942.0814168	17662146.8179121	55112961.3305776	38044941.5953881	38019794.9882285	38044941.5953881	13665189.6573542	57049573.9483869	none
sip19	T0.18	t48_18O	t72_18O	2552136.60598556	2574249.05556221	2552136.60598556	-8498930.80343579	13649651.3964325	42535.6100997593	42904.1509260369	42535.6100997593	-141648.84672393	227494.189940542	14348330.1640032	14317417.0988062	14348330.1640032	8316555.49529529	18333515.5615921	16900466.7699887	16891666.1543684	16900466.7699887	6899171.58910814	24612547.4906445	none
sip20	T0.18	t48_18O	t72_18O	-1325845.31043462	-1299705.14439714	-1325845.31043462	-12522688.0432975	9870997.42242829	-22097.421840577	-21661.752406619	-22097.421840577	-208711.467388292	164516.623707138	19732344.436802	19700989.1046679	19732344.436802	11748976.9825937	29103966.2485043	18406499.1263674	18401283.9602708	18406499.1263674	11314340.0879473	23818345.4372601	none
sip22	T0.18	t48_18O	t72_18O	2701755.11045682	2711205.76020859	2701755.11045682	-1831575.00445332	7235085.22536697	45029.251840947	45186.7626701431	45029.251840947	-30526.2500742221	120584.753756116	11839936.925311	11855873.1759647	11839936.925311	7708645.50370256	14518173.5769378	14541692.0357678	14567078.9361733	14541692.0357678	11470517.3910615	18260979.6625567	none
sip23	T0.18	t48_18O	t72_18O	-851056.715902383	-833372.05915509	-757924.568605834	-3172049.28198036	989330.234970059	-14184.278598373	-13889.5343192515	-12632.0761434306	-52867.488033006	16488.837249501	2557333.48805231	2545354.11945467	2557333.48805231	1042629.03956183	4878326.05413028	1706276.77214992	1711982.06029958	1706276.77214992	489502.066154127	2454362.34609265	none
sip25	T0.18	t48_18O	t72_18O	-7186501.64194961	-7088329.15332863	-7129554.73056814	-23205681.6646773	2794673.23307973	-119775.027365827	-118138.819222144	-118825.912176136	-386761.361077955	46577.8872179955	20829074.2224911	20749666.7272045	20829074.2224911	11129979.9378261	36848254.2452187	13642572.5805415	13661337.5738759	13642572.5805415	12120261.9852134	16516353.0370532	none
sip26	T0.18	t48_18O	t72_18O	-5741964.22446595	-5651769.23153875	-5741964.22446595	-14539252.5988054	3354076.86480356	-95699.4037410992	-94196.1538589791	-95699.4037410992	-242320.876646756	55901.2810800594	21593339.7270979	21543220.9883144	21593339.7270979	12670957.1304968	26502660.0977936	15851375.502632	15891451.7567756	15851375.502632	7718921.97074615	21175342.2712579	none
sip29	T0.18	t48_18O	t72_18O	-6120106.10428102	-6034966.52863524	-5532907.45547994	-23369371.779613	8083395.94327546	-102001.768404684	-100582.775477254	-92215.124257999	-389489.529660216	134723.265721258	25730987.8120034	25702702.4797225	25730987.8120034	15100252.4455312	43982232.1672872	19610881.7077223	19667735.9510873	19610881.7077223	10985533.8137556	27649030.952888	none
sip30	T0.18	t48_18O	t72_18O	-3787924.7200652	-3678556.40111552	-3787924.7200652	-27344474.6109809	17988870.7565529	-63132.0786677534	-61309.2733519253	-63132.0786677534	-455741.243516349	299814.512609215	26821377.2893525	26777396.5851669	26821377.2893525	11979479.1996982	50377927.1802682	23033452.5692873	23098840.1840514	23033452.5692873	5573510.61083867	32010765.3857153	none
sip36	T0.18	t48_18O	t72_18O	-8969992.92799399	-8898226.89589257	-8969992.92799399	-26557082.5083492	7286054.58179023	-149499.882133233	-148303.78159821	-149499.882133233	-442618.041805821	121434.243029837	24434388.9168302	24427429.100237	24434388.9168302	12901001.1385026	43784173.943444	15464395.9888362	15529202.2043445	15464395.9888362	6963675.42119794	24848645.1456092	none
sip38	T0.18	t48_18O	t72_18O	-5108856.62976299	-4956618.27087529	-5108856.62976299	-19902883.8973568	10533572.6949934	-85147.6104960498	-82610.3045145881	-85147.6104960498	-331714.731622613	175559.544916556	28416133.7480982	28344848.8747633	28416133.7480982	14909948.5185151	36454574.4033572	23307277.1183352	23388230.603888	23307277.1183352	9038779.72157333	34421441.8110004	none
sip41	T0.18	t48_18O	t72_18O	1360249.71625834	1359281.25036339	1360249.71625834	411811.87561567	2447606.29415578	22670.8286043056	22654.6875060566	22670.8286043056	6863.53126026117	40793.4382359298	1087416.07450306	1091518.25073865	1087416.07450306	59.4966056083926	2083317.31210585	2447665.79076139	2450799.50110204	2447665.79076139	2193647.22195214	2927614.4194014	none
sip43	T0.18	t48_18O	t72_18O	2140914.6642536	2169450.78964082	2140914.6642536	-1529295.6180398	6150452.56214871	35681.9110708933	36157.5131606804	35681.9110708933	-25488.2603006633	102507.542702478	1467786.03346361	1467592.1459398	1467786.03346361	48.1222545361999	3770587.63312626	3608700.69771721	3637042.93558062	3608700.69771721	589038.667189001	7829130.00319748	none
sip46	T0.18	t48_18O	t72_18O	-769220.666449346	-745804.211998029	-769220.666449346	-10306393.7438749	8832122.78573229	-12820.3444408224	-12430.0701999671	-12820.3444408224	-171773.229064581	147202.046428872	12013485.757924	11980541.1164553	12013485.757924	5179879.97660111	17418941.6465357	11244265.0914746	11234736.9044572	11244265.0914746	4333577.59133264	16764660.8980998	none
sip47	T0.18	t48_18O	t72_18O	-56806.042933695	-31275.9900159182	-56806.042933695	-13869342.1472318	13762675.6909597	-946.76738222825	-521.266500265293	-946.76738222825	-231155.702453864	229377.928182662	12673079.6478075	12631156.6458033	12673079.6478075	3448986.44248015	21060630.8040863	12616273.6048738	12599880.6557873	12616273.6048738	2880670.94169616	20558261.5886365	none
sip48	T0.18	t48_18O	t72_18O	2937618.17221685	3005408.84780794	2937618.17221685	-15714073.3615735	21589309.7060072	48960.3028702808	50090.1474634657	48960.3028702808	-261901.222692892	359821.828433453	22763357.6623095	22712950.0558327	22763357.6623095	12263088.2283215	31160867.5551017	25700975.8345263	25718358.9036407	25700975.8345263	7260449.62207247	38053407.5927232	none
sip49	T0.18	t48_18O	t72_18O	-2582554.86470587	-2527643.09191808	-2582554.86470587	-8715593.08707113	2443880.52221645	-43042.5810784312	-42127.3848653013	-43042.5810784312	-145259.884784519	40731.3420369409	11278961.3896655	11257074.0033158	11278961.3896655	8003638.40318339	14576527.1360709	8696406.52495961	8729430.9113977	8696406.52495961	2230030.29377747	13122741.5594445	none
sip51	T0.18	t48_18O	t72_18O	-3179064.35095965	-3145002.74117626	-3179064.35095965	-15376595.6974854	9018466.99556613	-52984.4058493275	-52416.7123529376	-52984.4058493275	-256276.59495809	150307.783259435	15183436.5525676	15128263.9771569	15183436.5525676	4481974.50384049	22113652.9443458	12004372.201608	11983261.2359807	12004372.201608	4877100.81952124	18324677.4012987	none
sip55	T0.18	t48_18O	t72_18O	-4851375.21763324	-4759401.53246878	-4851375.21763324	-15431122.4332774	5728371.99801093	-80856.2536272206	-79323.3588744796	-80856.2536272206	-257185.373887957	95472.8666335155	16851788.4677955	16800563.2052364	16851788.4677955	6794653.61423454	23632775.5240728	12000413.2501622	12041161.6727676	12000413.2501622	2268754.08672256	17169873.8238168	none
sip56	T0.18	t48_18O	t72_18O	4181789.647177	4187869.40854772	4181789.647177	-4129658.25909778	13819532.1390661	69696.4941196166	69797.8234757954	69696.4941196166	-68827.6376516297	230325.535651102	6788361.99740454	6773438.16323428	6788361.99740454	3968475.9619225	8449250.31152557	10970151.6445815	10961307.571782	10970151.6445815	2210355.9972134	17788008.1009886	none
sip57	T0.18	t48_18O	t72_18O	-12648720.1919863	-12496777.8461889	-12648720.1919863	-31609526.6672713	5392166.18533001	-210812.003199771	-208279.630769816	-210812.003199771	-526825.444454521	89869.4364221669	43544326.6351663	43489080.4589754	43544326.6351663	30484142.947047	57182204.5193635	30895606.4431801	30992302.6127864	30895606.4431801	14013610.9401995	44197968.793738	none
sip59	T0.18	t48_18O	t72_18O	1007571.2403094	1000886.29656993	1007571.2403094	-729976.06101323	2745114.75018167	16792.8540051566	16681.4382761655	16792.8540051566	-12166.2676835538	45751.9125030278	956453.702189504	966974.114279934	956453.702189504	48.1222545361999	2869253.48770837	1964024.9424989	1967860.41084987	1964024.9424989	587402.820802941	2745170.45533692	none
sip61	T0.18	t48_18O	t72_18O	4113132.31284581	4120824.62884724	4113132.31284581	-6569541.6581468	14802101.5256539	68552.2052140968	68680.4104807873	68552.2052140968	-109492.360969113	246701.692094232	4951092.07493009	4923168.15203893	4951092.07493009	1532311.66457349	10569323.980481	9064224.3877759	9043992.78088617	9064224.3877759	35.8729534933877	16734560.9201327	none
sip62	T0.18	t48_18O	t72_18O	-18040967.4842301	-17978788.6344991	-18040967.4842301	-52151109.7739428	3764692.60553479	-300682.791403834	-299646.477241652	-300682.791403834	-869185.162899047	62744.8767589131	23291534.3514314	23261960.6104073	23291534.3514314	3666033.90354166	60309321.4306862	5250566.86720137	5283171.97590813	5250566.86720137	2326002.61981803	10422917.0483148	none
sip63	T0.18	t48_18O	t72_18O	141333.640955456	163211.947771936	141333.640955456	-2341560.63122232	2136081.14874157	2355.56068259093	2720.19912953227	2355.56068259093	-39026.0105203721	35601.3524790262	6745659.04080267	6735224.40397732	6745659.04080267	5320997.31246902	8571845.89904713	6886992.68175813	6898436.35174926	6886992.68175813	4745143.94238796	8437296.22371823	none
sip64	T0.18	t48_18O	t72_18O	-3902383.17209114	-3898214.05142455	-3902383.17209114	-17615716.0649294	8383432.8830907	-65039.7195348523	-64970.2341904091	-65039.7195348523	-293595.267748823	139723.881384845	12322341.028465	12337407.0570126	12322341.028465	36524.9732831804	27746820.6792924	8419957.85637388	8439193.00558809	8419957.85637388	6699007.32431421	11469707.9576733	none
sip65	T0.18	t48_18O	t72_18O	-1039.90684073325	-992.072808135072	-1039.90684073325	-1175873.6209512	1021411.278705	-17.3317806788875	-16.5345468022471	-17.3317806788875	-19597.8936825199	17023.5213117501	744536.000038107	744408.306462185	744536.000038107	48.1222545361999	1919369.71414857	743496.093197374	743416.23365405	743496.093197374	141312.924228301	1182842.80097078	none
sip66	T0.18	t48_18O	t72_18O	11562955.944708	11506003.7921576	11562955.944708	-6107220.9817363	29233132.8711523	192715.9324118	191766.729869294	192715.9324118	-101787.016362272	487218.881185872	6843910.97592939	6837168.20196341	6843910.97592939	120532.55553948	18743594.8456023	18406866.9206374	18343171.994121	18406866.9206374	6146567.54493347	29869356.4170607	none
sip67	T0.18	t48_18O	t72_18O	-2282569.22339142	-2212738.22229142	-2161484.75663454	-15645655.0050226	7235211.59769635	-38042.820389857	-36878.9703715237	-36024.7459439091	-260760.916750377	120586.859961606	9396755.8509365	9348387.62992773	9396755.8509365	59.4966056083926	22759841.6325677	7114186.62754508	7135649.40763631	7114186.62754508	4454470.25302901	10248030.5803302	none
sip71	T0.18	t48_18O	t72_18O	-883801.698374959	-869686.830047787	-883801.698374959	-2038961.1977967	585520.688353603	-14730.0283062493	-14494.7805007965	-14730.0283062493	-33982.6866299449	9758.67813922672	3680743.28792952	3677791.96023778	3680743.28792952	3109604.3763584	4047714.02452997	2796941.58955456	2808105.13018999	2796941.58955456	1910766.9153854	4524699.67179706	none
sip75	T0.18	t48_18O	t72_18O	1370938.30451043	1378449.28773213	1370938.30451043	-6678470.22663682	9420346.83565767	22848.9717418404	22974.1547955355	22848.9717418404	-111307.837110614	157005.780594294	8408697.12029554	8397201.73013373	8408697.12029554	4654751.39421363	14207660.5540417	9779635.42480597	9775651.01786587	9779635.42480597	3349828.37391493	14644740.9026772	none
sip84	T0.18	t48_18O	t72_18O	1450851.33359692	1449634.48381354	1450851.33359692	847961.046341848	2053741.620852	24180.8555599487	24160.5747302256	24180.8555599487	14132.6841056975	34229.0270142	125565.188681533	126945.827123376	125565.188681533	48.1222545361999	376587.947184456	1576416.52227846	1576580.31093691	1576416.52227846	902833.839242348	2053793.53455689	none
sip86	T0.18	t48_18O	t72_18O	-8149006.31071422	-8093123.16459228	-8149006.31071422	-13102660.3649394	-2618972.94408982	-135816.771845237	-134885.386076538	-135816.771845237	-218377.672748989	-43649.5490681636	12189566.722977	12153165.4112835	12189566.722977	6035848.01821874	16361794.1399317	4040560.41226282	4060042.24669125	4040560.41226282	1468506.19846238	6858857.1146999	none
sip88	T0.18	t48_18O	t72_18O	-4470595.49669567	-4417215.85424263	-4470595.49669567	-9581045.38762389	639854.394232552	-74509.9249449278	-73620.2642373771	-74509.9249449278	-159684.089793732	10664.2399038759	8913254.18814419	8877559.08313523	8913254.18814419	3193165.17316422	13588133.8784485	4442658.69144852	4460343.2288926	4442658.69144852	2055909.01926532	6992289.98676568	none
sip89	T0.18	t48_18O	t72_18O	-1233996.29196328	-1093756.80118911	-1233996.29196328	-25173285.443374	22705292.8594475	-20566.6048660546	-18229.2800198184	-20566.6048660546	-419554.757389567	378421.547657458	31375692.2545248	31275491.2061201	31375692.2545248	11321244.2538717	45730808.6543726	30141695.9625615	30181734.404931	30141695.9625615	9796445.14011159	42611130.3138053	none
sip93	T0.18	t48_18O	t72_18O	-1263528.56325509	-1251081.04503394	-1263528.56325509	-2889849.98156311	564591.884566155	-21058.8093875849	-20851.3507505656	-21058.8093875849	-48164.1663593851	9409.86474276925	4035129.09151693	4024224.33236754	4035129.09151693	1962183.48471648	5284362.61835329	2771600.52826184	2773143.28733361	2771600.52826184	1934410.54368536	3290528.90202424	none
sip97	T0.18	t48_18O	t72_18O	-611675.315097108	-618279.310471477	-611675.315097108	-2907567.43351976	2031189.7087417	-10194.5885849518	-10304.6551745246	-10194.5885849518	-48459.4572253294	33853.1618123618	2706783.82506505	2720473.9087369	2706783.82506505	63918.8012262368	4442952.73650259	2095108.50996794	2102194.59826543	2095108.50996794	501955.265474934	3010597.68546655	none
sip98	T0.18	t48_18O	t72_18O	700628.419390987	721989.496012534	771618.195504875	-1475668.13930756	2627662.45049114	11677.1403231831	12033.1582668756	12860.3032584146	-24594.4689884593	43794.3741748523	3460507.431006	3449142.3787926	3460507.431006	2003852.99694065	5626028.71634153	4161135.85039698	4171131.87480513	4161135.85039698	2672283.98399267	5578997.94068741	none
sip103	T0.18	t48_18O	t72_18O	-1588941.9545699	-1560854.06589196	-1588941.9545699	-3952812.21764868	1130989.89208021	-26482.3659094984	-26014.2344315326	-26482.3659094984	-65880.203627478	18849.8315346702	5729534.92576065	5716798.09185656	5729534.92576065	3285331.46470133	7254330.28417699	4140592.97119075	4155944.0259646	4140592.97119075	2181847.86139194	6372644.58186662	none
sip105	T0.18	t48_18O	t72_18O	1520334.59878448	1508191.98607231	1520334.59878448	-4634688.2301463	7676027.3206388	25338.9099797413	25136.5331012051	25338.9099797413	-77244.8038357717	127933.788677313	4817693.68667114	4812824.52653786	4817693.68667114	2476898.62932985	9418896.65052832	6338028.28545561	6321016.51261017	6338028.28545561	2328285.98175416	10179051.7739869	none
sip106	T0.18	t48_18O	t72_18O	2139173.98536046	2140696.00938166	2139173.98536046	229322.893122067	3570201.6398797	35652.8997560076	35678.2668230277	35652.8997560076	3822.04821870112	59503.3606646617	132932.835987625	134017.414336109	132932.835987625	59.4966056083926	342125.257044023	2272106.82134808	2274713.42371777	2272106.82134808	248705.09444445	3588641.27024029	none
sip107	T0.18	t48_18O	t72_18O	1015413.76087018	1009815.01329239	1015413.76087018	-849892.432569763	2880719.95431012	16923.5626811696	16830.2502215398	16923.5626811696	-14164.8738761627	48011.999238502	1319922.11843861	1330696.53660376	1319922.11843861	48.1222545361999	3095624.92783569	2335335.87930878	2340511.54989614	2335335.87930878	783203.476555598	3168783.13755501	none
sip109	T0.18	t48_18O	t72_18O	3369273.30212072	3381321.7867045	3369273.30212072	-1437584.60931714	7749984.46205317	56154.5550353454	56355.3631117417	56154.5550353454	-23959.743488619	129166.407700886	3290737.16956066	3283736.48658371	3290737.16956066	2042402.00177104	5152257.47516607	6660010.47168138	6665058.27328821	6660010.47168138	1641435.88358558	10004103.1404822	none
sip111	T0.18	t48_18O	t72_18O	-3992699.50445398	-3926334.98677003	-3992699.50445398	-12278776.9452301	4120189.92088721	-66544.9917408997	-65438.9164461672	-66544.9917408997	-204646.282420502	68669.8320147868	15552170.1890973	15503234.5968282	15552170.1890973	8393414.35152669	23229734.6060991	11559470.6846434	11576899.6100582	11559470.6846434	5833085.02745027	14726920.0251271	none
sip118	T0.18	t48_18O	t72_18O	1788687.81297862	1789912.72502902	1788687.81297862	803026.943796869	2767512.98940605	29811.4635496436	29831.8787504837	29811.4635496436	13383.7823966145	46125.2164901008	317500.827530896	320992.758000081	317500.827530896	48.1222545361999	952394.863732544	2106188.64050951	2110905.4830291	2106188.64050951	827597.602623047	2767568.6945613	none
sip119	T0.18	t48_18O	t72_18O	914152.273748619	892555.410709019	914152.273748619	-2145728.09073022	3974032.63822746	15235.8712291436	14875.923511817	15235.8712291436	-35762.1348455037	66233.8773037909	1562169.59550695	1578817.50241143	1562169.59550695	59.4966056083926	4606094.16579499	2476321.86925557	2471372.91312045	2476321.86925557	746115.529996567	4000857.34400461	none
sip120	T0.18	t48_18O	t72_18O	572155.645654819	570320.545473541	572155.645654819	-1423944.06251231	3086501.72169567	9535.92742758031	9505.34242455902	9535.92742758031	-23732.4010418719	51441.6953615945	2514394.19829539	2522019.55900288	2514394.19829539	48.1222545361999	4622920.30586085	3086549.84395021	3092340.10447642	3086549.84395021	2631407.53031851	3981010.77733856	none
sip122	T0.18	t48_18O	t72_18O	981.993266792968	27014.5347402894	981.993266792968	-7869891.61633715	7871855.60287074	16.3665544465495	450.242245671489	16.3665544465495	-131164.860272286	131197.593381179	10571824.250012	10540082.1214571	10571824.250012	5694547.28871766	15117793.5597247	10572806.2432788	10567096.6561973	10572806.2432788	4463063.14594131	15302597.7625471	none
sip124	T0.18	t48_18O	t72_18O	-2733197.57185355	-2683385.8780058	-2733197.57185355	-7740236.22963289	1713102.56014927	-45553.2928642259	-44723.0979667634	-45553.2928642259	-129003.937160548	28551.7093358212	8981407.8811228	8958848.43881918	8981407.8811228	5351800.24666322	11909040.404394	6248210.30926925	6275462.56081338	6248210.30926925	1272705.54270972	9961001.43886387	none
sip127	T0.18	t48_18O	t72_18O	-7592181.40674226	-7525841.6095456	-7592181.40674226	-14180965.1114653	865080.439958531	-126536.356779038	-125430.693492427	-126536.356779038	-236349.418524422	14418.0073326422	15215201.0573809	15162075.7818705	15215201.0573809	5326986.97128	20699266.0846367	7623019.65063865	7636234.1723249	7623019.65063865	4578484.75132133	9318017.44846091	none
sip129	T0.18	t48_18O	t72_18O	154681.197370646	158273.824712771	154681.197370646	-1349677.57690676	1659039.97164805	2578.01995617744	2637.89707854618	2578.01995617744	-22494.6262817794	27650.6661941342	1111196.22951984	1117291.86285604	1111196.22951984	48.1222545361999	1919570.32626964	1265877.42689049	1275565.68756881	1265877.42689049	91264.6199751197	2684818.73879224	none
sip130	T0.18	t48_18O	t72_18O	-753002.75999119	-749380.293585385	-753002.75999119	-2600223.98241144	718966.51294117	-12550.0459998532	-12489.6715597564	-12550.0459998532	-43337.066373524	11982.7752156862	1733391.28809206	1728590.33382767	1733391.28809206	59.4966056083926	3580200.09221734	980388.528100875	979210.040242286	980388.528100875	685302.721906784	1258977.60249599	none
sip143	T0.18	t48_18O	t72_18O	583337.414467029	587452.647976279	583337.414467029	-190458.185038595	1357133.01397265	9722.29024111715	9790.87746627131	9722.29024111715	-3174.30308397658	22618.8835662109	422390.569350945	422429.035757014	422390.569350945	27393.8279430564	1021201.00088552	1005727.98381797	1009881.68373329	1005727.98381797	243372.416192469	1570952.04176688	none
sip144	T0.18	t48_18O	t72_18O	-1794772.22035223	-1777475.0270202	-1794772.22035223	-3675708.94766355	-140099.357474784	-29912.8703392038	-29624.58378367	-29912.8703392038	-61261.8157943925	-2334.98929124639	2977904.44416969	2966345.3427335	2977904.44416969	1323231.58129225	4858841.17148101	1183132.22381746	1188870.3157133	1183132.22381746	451416.419526543	2017528.23907419	none
sip149	T0.18	t48_18O	t72_18O	-7134980.1995726	-7051011.13601591	-7134980.1995726	-19231021.0518129	4581765.63048012	-118916.336659543	-117516.852266932	-118916.336659543	-320517.017530215	76362.760508002	20232768.0658719	20204581.9017445	20232768.0658719	11713602.9033124	32493455.3328473	13097787.8662993	13153570.7657286	13097787.8662993	6335816.8045227	21267942.5942087	none
sip154	T0.18	t48_18O	t72_18O	-1039434.41956981	-1023953.70693942	-1039434.41956981	-5360791.35320938	3281922.51406975	-17323.9069928302	-17065.8951156571	-17323.9069928302	-89346.5225534896	54698.7085678292	5817408.76590811	5822304.76906612	5817408.76590811	2477778.4276756	9825454.71133959	4777974.3463383	4798351.0621267	4777974.3463383	2113644.08331312	7730038.60056781	none
sip155	T0.18	t48_18O	t72_18O	3685640.33996884	3680823.47816265	3685640.33996884	-5340026.1684958	13229992.8376832	61427.3389994806	61347.0579693775	61427.3389994806	-89000.4361415967	220499.880628053	5815535.63204047	5797848.9773488	5815535.63204047	3446929.34132747	8996690.24571726	9501175.97200931	9478672.45551145	9501175.97200931	1296567.10830387	16676922.1790107	none
sip161	T0.18	t48_18O	t72_18O	-689771.847232555	-650412.400265688	-459727.683009937	-7876964.20267138	4892532.12164979	-11496.1974538759	-10840.2066710948	-7662.12805016562	-131282.73671119	81542.2020274965	5892733.68604016	5866017.48998082	5892733.68604016	1508076.20397388	12750190.4582836	5202961.8388076	5215605.08971513	5202961.8388076	1125854.83750899	7445136.28932712	none
sip164	T0.18	t48_18O	t72_18O	-1754886.23626326	-1731629.82780962	-1754886.23626326	-4410606.65437661	1139529.46964682	-29248.103937721	-28860.4971301603	-29248.103937721	-73510.1109062769	18992.157827447	4646849.1455948	4631846.9555597	4646849.1455948	1567112.99962041	7016585.26190552	2891962.90933154	2900217.12775008	2891962.90933154	1095012.72695714	3968174.2820254	none
sip165	T0.18	t48_18O	t72_18O	-4049336.31686717	-3991475.56025977	-4049336.31686717	-9337049.05121075	2281580.56668753	-67488.9386144528	-66524.5926709961	-67488.9386144528	-155617.484186846	38026.3427781255	7158732.91794225	7122030.60581051	7158732.91794225	437153.758448516	10633682.4600353	3109396.60107509	3130555.04555075	3109396.60107509	35.8729534933877	6117577.22566499	none
sip166	T0.18	t48_18O	t72_18O	2563932.09843579	2562856.911576	2563932.09843579	61513.4094725761	5065269.43282266	42732.2016405966	42714.2818596	42732.2016405966	1025.2234912096	84421.157213711	1176574.3477047	1189065.93264841	1176574.3477047	59.4966056083926	3462092.28714621	3740506.4461405	3751922.84422442	3740506.4461405	1173411.0077807	5215390.2204007	none
