taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip1	NA	NA	NA	NA	NA	NA	NA	NA	565593.400686917	1144538.08580956	1139475.63784316	793955.827500509	1554116.29534411	9426.55667811529	19075.6347634927	18991.2606307193	13232.5971250085	25901.9382557352	NA	T0.17	t24_18O	t48_18O	14458004.0429731	14593260.519387	14458004.0429731	-3970139.515209	31182869.7816103	240966.734049552	243221.00865645	240966.734049552	-66168.9919201501	519714.496360172	19066096.1976842	18969340.0134726	19066096.1976842	4036242.30310764	32620446.4841602	33524100.2406573	33562600.5328596	33524100.2406573	20597742.5167009	40720897.9189437	none	13892410.6422862	13448722.4335774	13412983.0478285	-4734811.30382909	29837403.2418838	231540.177371436	224145.373892957	223549.717463808	-78913.5217304849	497290.054031397	NA	NA	NA	NA	NA
sip3	NA	NA	NA	NA	NA	NA	NA	NA	419188.560256688	696503.604064477	692264.442194865	421466.782375541	987156.179341175	6986.47600427813	11608.3934010746	11537.7407032478	7024.44637292568	16452.6029890196	NA	T0.17	t24_18O	t48_18O	6577670.87696728	6647306.66077427	6577670.87696728	-12898052.5269684	26053394.280903	109627.847949455	110788.444346238	109627.847949455	-214967.54211614	434223.23801505	24269305.8198196	24164805.1001991	24269305.8198196	7584986.15264076	38070163.4181541	30846976.6967869	30812111.7609734	30846976.6967869	20632590.3995404	40160974.3455515	none	6158482.31671059	5950803.0567098	5931566.83474524	-13516315.7316331	25294692.5362601	102641.371945176	99180.0509451633	98859.4472457543	-225271.928860551	421578.208937669	NA	NA	NA	NA	NA
sip4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.17	t24_18O	t48_18O	10079415.5281984	10053164.9565028	10079415.5281984	5577293.45553619	13334889.0990575	167990.258803306	167552.749275046	167990.258803306	92954.8909256032	222248.151650958	39.9560537977802	39.8951961587261	39.9560537977802	28.5817027449049	46.372354354236	10079455.4842522	10053204.8516989	10079455.4842522	5577328.0914074	13334917.6807602	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip5	NA	NA	NA	NA	NA	NA	NA	NA	141451.525458024	181344.910462379	181528.559372704	15592.1728946615	467009.442019262	2357.5254243004	3022.41517437298	3025.47598954507	259.869548244358	7783.49070032104	NA	T0.17	t24_18O	t48_18O	3332943.63590844	3343541.73380598	3332943.63590844	1688207.4628724	4562351.14026576	55549.0605984741	55725.695563433	55549.0605984741	28136.7910478733	76039.185671096	1658644.04137647	1656020.07517263	1658644.04137647	1166408.71603046	1940473.74071868	4991587.67728491	4999561.80897861	4991587.67728491	3089425.02996395	6003582.51834768	none	3191492.11045042	3162196.8233436	3167970.07607308	1470564.71848749	4481882.04781997	53191.5351741737	52703.2803890601	52799.5012678847	24509.4119747916	74698.034130333	NA	NA	NA	NA	NA
sip7	NA	NA	NA	NA	NA	NA	NA	NA	256886.484039135	505768.804983682	494853.632342756	330393.126076869	736722.337926014	4281.44140065224	8429.48008306137	8247.56053904594	5506.55210128115	12278.7056321002	NA	T0.17	t24_18O	t48_18O	7056649.50755178	7178899.93632381	7056649.50755178	-5016588.51870044	19467711.8369481	117610.825125863	119648.332272064	117610.825125863	-83609.8086450074	324461.863949136	15733641.9646769	15665242.2142309	15733641.9646769	3512302.80376935	22351047.9998469	22790291.4722287	22844142.1505548	22790291.4722287	11487096.9869016	29881538.7790131	none	6799763.02351265	6673131.13134013	6558470.68708281	-5598672.3060462	18985772.8009185	113329.383725211	111218.852189002	109307.844784713	-93311.2051007701	316429.546681976	NA	NA	NA	NA	NA
sip8	NA	NA	NA	NA	NA	NA	NA	NA	329811.553789827	741962.903190094	733850.622767972	-299963.684243896	1783789.20055326	5496.85922983046	12366.0483865016	12230.8437127995	-4999.39473739827	29729.820009221	NA	T0.17	t24_18O	t48_18O	24527760.2565157	24911798.2403097	24527760.2565157	-14385072.3203829	65679220.6116167	408796.004275261	415196.637338495	408796.004275261	-239751.205339716	1094653.67686028	57646993.836678	57513597.3136096	57646993.836678	28340294.5467837	84210481.9213534	82174754.0931936	82425395.5539193	82174754.0931936	51202013.8094472	118786207.500181	none	24197948.7027258	24169835.3371196	23736954.8234643	-15339143.2704021	65043924.8090563	403299.14504543	402830.588951994	395615.913724406	-255652.387840035	1084065.41348427	NA	NA	NA	NA	NA
sip9	NA	NA	NA	NA	NA	NA	NA	NA	149553.635298157	358892.555079513	353725.0349141	284722.250873778	460163.682440377	2492.56058830261	5981.54258465855	5895.41724856832	4745.37084789629	7669.39470733962	NA	T0.17	t24_18O	t48_18O	7804861.06794789	7898726.91091067	7804861.06794789	-4305059.9087013	17647062.9525399	130081.017799132	131645.448515178	130081.017799132	-71750.998478355	294117.715875665	12137560.4245107	12082270.9667347	12137560.4245107	3602763.91362841	19982705.9511574	19942421.4924586	19980997.8776454	19942421.4924586	10907316.3475154	24865968.1660981	none	7655307.43264973	7539834.35583115	7470663.17497167	-4593908.65381465	17297780.7336599	127588.457210829	125663.905930519	124511.052916195	-76565.1442302442	288296.345560998	NA	NA	NA	NA	NA
sip11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip13	NA	NA	NA	NA	NA	NA	NA	NA	-485861.742436886	3746187.13275105	3691855.49441499	2401729.06054502	5502162.38946402	-8097.69570728143	62436.4522125175	61530.9249069165	40028.8176757503	91702.7064910671	NA	T0.17	t24_18O	t48_18O	103643103.08635	105565905.017875	103643103.08635	-137919840.165821	345112119.694678	1727385.05143916	1759431.75029791	1727385.05143916	-2298664.00276368	5751868.66157797	224937301.227088	224321775.2601	224937301.227088	59028736.8574355	435164927.859891	328580404.313437	329887680.277975	328580404.313437	171772430.716076	520325069.470132	none	104128964.828786	101819717.885124	100402313.651794	-141063731.757012	339895108.31386	1735482.74714644	1696995.2980854	1673371.89419657	-2351062.1959502	5664918.47189766	NA	NA	NA	NA	NA
sip15	NA	NA	NA	NA	NA	NA	NA	NA	256134.545766579	334433.267847006	319950.821434745	77541.9368939901	708898.258594594	4268.90909610965	5573.8877974501	5332.51369057908	1292.36561489984	11814.9709765766	NA	T0.17	t24_18O	t48_18O	2483064.20442866	2560350.34391223	2639708.96462377	-5178872.18756224	9707001.2490044	41384.4034071444	42672.5057318704	43995.1494103961	-86314.5364593706	161783.354150073	7693904.72931025	7652342.82483693	7693904.72931025	1915044.2882927	14773980.1131321	10176968.9337389	10212693.1687492	10176968.9337389	6801344.48336115	15908357.4789102	none	2226929.65866208	2225917.07606522	2351594.77673948	-5469161.90806884	9512117.02264224	37115.4943110347	37098.6179344203	39193.2462789914	-91152.698467814	158535.283710703	NA	NA	NA	NA	NA
