taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip16	NA	NA	NA	NA	NA	NA	NA	NA	2469783.82908125	2596561.18936621	2599287.71121139	-102096.257882125	4990309.90079111	41163.0638180208	43276.0198227701	43321.4618535232	-1701.60429803542	83171.8316798518	NA	T0.16	t3_18O	t24_18O	224196332.350548	223261995.739097	218828166.761169	29086452.8755609	476765942.495321	3736605.53917579	3721033.26231829	3647136.11268616	484774.214592681	7946099.04158868	47814372.413112	47970066.5969888	47814372.413112	29334157.650837	70683367.2655442	243986163.219841	243324312.868699	243986163.219841	64179093.6983646	474070497.077381	none	221726548.521466	220665434.549731	216612916.291005	26887993.7182767	474268236.821718	3695442.47535777	3677757.24249552	3610215.27151675	448133.228637944	7904470.61369529	NA	NA	NA	NA	NA
sip17	NA	NA	NA	NA	NA	NA	NA	NA	-56751.4067427372	-45363.1016796557	-53831.5458541585	-190180.09054672	121605.907151252	-945.85677904562	-756.051694660928	-897.192430902642	-3169.66817577866	2026.76511918753	NA	T0.16	t3_18O	t24_18O	12210332.5654268	12109163.6798521	12210332.5654268	-4568654.38501918	26519892.0590807	203505.542757114	201819.394664201	203505.542757114	-76144.2397503197	441998.200984679	8860096.95725641	8851083.18436511	8860096.95725641	5591945.22469288	11721193.9247359	19544137.9520049	19446601.4042357	19544137.9520049	3558524.50857193	31657947.743868	none	12267083.9721696	12154526.7815317	12285504.199923	-4689157.12650813	26511222.7574869	204451.399536159	202575.446358862	204758.403332051	-78152.6187751355	441853.712624783	NA	NA	NA	NA	NA
sip18	NA	NA	NA	NA	NA	NA	NA	NA	-311634.069555385	-299738.394165483	-301269.828952042	-446295.996924208	-135567.542191577	-5193.90115925641	-4995.63990275805	-5021.16381586737	-7438.26661540346	-2259.45903652628	NA	T0.16	t3_18O	t24_18O	9283134.5601511	9121772.7990018	9283134.5601511	-9796842.17037166	26220429.9797318	154718.909335852	152029.54665003	154718.909335852	-163280.702839528	437007.166328863	18357717.6409294	18385996.8488537	18357717.6409294	11818807.200043	21981100.5548254	26480460.3810617	26367548.0479803	26480460.3810617	6706889.6074033	38149114.5505691	none	9594768.62970648	9421511.19316728	9548992.42727682	-9564745.58381278	26361746.0493407	159912.810495108	157025.186552788	159149.873787947	-159412.42639688	439362.434155678	NA	NA	NA	NA	NA
sip19	NA	NA	NA	NA	NA	NA	NA	NA	-151973.964492766	-149670.747811655	-151951.206732515	-236910.927325128	-22821.1736078328	-2532.89940821276	-2494.51246352759	-2532.52011220858	-3948.5154554188	-380.35289346388	NA	T0.16	t3_18O	t24_18O	3976931.32852489	3947972.15398962	4135294.94502413	-2252680.73497357	8802285.18694021	66282.1888087482	65799.5358998269	68921.5824170688	-37544.6789162261	146704.75311567	5013608.23306111	5005511.11946942	5013608.23306111	3600542.00805653	6082746.96917503	8493423.1455204	8459986.75421033	8493423.1455204	2325899.52995825	11785037.1999567	none	4128905.29301766	4097642.90180127	4233899.05821651	-2117209.37216626	8943182.18038035	68815.088216961	68294.0483633545	70564.9843036084	-35286.8228694375	149053.036339672	NA	NA	NA	NA	NA
sip20	NA	NA	NA	NA	NA	NA	NA	NA	-208981.73899324	-211330.585348539	-210094.245432238	-370931.317348984	-63557.7747931656	-3483.02898322066	-3522.17642247565	-3501.57075720396	-6182.18862248306	-1059.29624655276	NA	T0.16	t3_18O	t24_18O	2626622.46857171	2576608.12995371	2626622.46857171	-5417242.52837451	7535979.83826974	43777.0411428618	42943.4688325619	43777.0411428618	-90287.3754729085	125599.663971162	8862006.3469264	8866756.76229445	8862006.3469264	8052479.57295629	9518821.11260655	11160301.0069266	11121288.876004	11160301.0069266	3804990.67405259	15455988.7054124	none	2835604.20756495	2787938.71530225	2864164.75139759	-5325473.14066256	7781094.57485417	47260.0701260824	46465.6452550375	47736.0791899598	-88757.8856777094	129684.909580903	NA	NA	NA	NA	NA
sip22	NA	NA	NA	NA	NA	NA	NA	NA	105930.011271276	109212.470972822	101172.247207712	-319647.730321836	610694.800674652	1765.5001878546	1820.20784954704	1686.20412012853	-5327.4621720306	10178.2466779109	NA	T0.16	t3_18O	t24_18O	2474410.24506844	2502578.18309915	2474410.24506844	-5234792.98393496	12040339.279479	41240.1707511407	41709.6363849858	41240.1707511407	-87246.5497322494	200672.32132465	8111752.32364768	8082720.01302381	8111752.32364768	3597256.85069543	10472970.0435653	10276861.2880826	10272475.9232356	10276861.2880826	5494043.87681088	18647049.1931918	none	2368480.23379716	2393365.71212633	2401345.49011136	-5299715.78844737	11581375.0380566	39474.6705632861	39889.4285354388	40022.4248351893	-88328.5964741228	193022.917300943	NA	NA	NA	NA	NA
sip23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip25	NA	NA	NA	NA	NA	NA	NA	NA	-127011.59845955	-131348.550829672	-129422.019184502	-459616.305740298	287955.791413176	-2116.85997432583	-2189.14251382787	-2157.03365307503	-7660.27176233831	4799.26319021959	NA	T0.16	t3_18O	t24_18O	11826091.3135072	11730183.4028595	11826091.3135072	-4140369.6787698	25975635.1320762	197101.521891787	195503.056714325	197101.521891787	-69006.16131283	432927.25220127	11515251.8631562	11502396.4725542	11515251.8631562	9144332.47656139	13552573.3600894	21863081.762475	21766306.9500563	21863081.762475	6197044.73420249	34243932.6037228	none	11953102.9119668	11861531.9536891	12095680.1400721	-4091867.57085151	26171264.6781332	199218.381866113	197692.199228152	201594.669001202	-68197.7928475253	436187.744635553	NA	NA	NA	NA	NA
sip26	NA	NA	NA	NA	NA	NA	NA	NA	-370878.173605091	-365355.203728804	-353492.685630198	-692754.26048621	-152685.080476676	-6181.30289341818	-6089.25339548007	-5891.54476050329	-11545.9043414368	-2544.75134127793	NA	T0.16	t3_18O	t24_18O	2740540.48569284	2699752.92893397	2694944.58927989	-4525101.53923169	10618320.7570457	45675.6747615474	44995.8821488996	44915.7431546648	-75418.3589871948	176972.012617428	8631591.24611003	8625092.74631558	8631591.24611003	6289027.16619366	10684470.8479634	11029564.1710913	10987376.5591328	11029564.1710913	5001708.28670664	17915379.7965734	none	3111418.65929793	3065108.13266278	2955657.24705216	-4072022.44031807	11161326.1995853	51856.9776549656	51085.1355443796	49260.954117536	-67867.0406719679	186022.103326422	NA	NA	NA	NA	NA
sip29	NA	NA	NA	NA	NA	NA	NA	NA	202189.020086828	219867.04057289	202591.810393713	-161019.491421177	731419.438386922	3369.81700144714	3664.45067621483	3376.53017322855	-2683.65819035295	12190.3239731154	NA	T0.16	t3_18O	t24_18O	13196497.7366261	13130207.582513	13196497.7366261	2123279.56131399	19375920.5784902	219941.628943768	218836.793041883	219941.628943768	35387.9926885664	322932.009641504	4513716.09661511	4517053.7411648	4513716.09661511	3791569.15244614	4949632.36420173	16060651.6161629	16005985.3758637	16060651.6161629	6042615.60609563	21255222.9452377	none	12994308.7165393	12910340.5419401	13001986.2678649	1986005.67887126	19281408.9196401	216571.811942321	215172.342365668	216699.771131082	33100.0946478544	321356.815327335	NA	NA	NA	NA	NA
sip30	NA	NA	NA	NA	NA	NA	NA	NA	337090.317937895	337045.541940165	321073.863202146	191045.153231931	558316.305290281	5618.17196563159	5617.42569900274	5351.2310533691	3184.08588719885	9305.27175483802	NA	T0.16	t3_18O	t24_18O	10200956.928681	10140422.9041011	10200956.928681	-91618.9918701753	19043895.9266884	170015.948811349	169007.048401686	170015.948811349	-1526.98319783625	317398.265444807	4431727.20518962	4437404.13491685	4431727.20518962	2191049.19315575	5734609.673479	13357564.5177855	13310274.1760054	13357564.5177855	3428082.7590387	21460223.0655869	none	9863866.61074307	9803377.36216098	9904323.36372281	-473212.223365033	18818084.5779824	164397.776845718	163389.622702683	165072.056062046	-7886.87038941722	313634.742966374	NA	NA	NA	NA	NA
sip36	NA	NA	NA	NA	NA	NA	NA	NA	93813.6458061522	85506.4185251717	95479.5495417426	-969928.936196017	1180015.74099833	1563.56076343587	1425.10697541953	1591.32582569571	-16165.4822699336	19666.9290166388	NA	T0.16	t3_18O	t24_18O	12801426.464831	12765105.9787118	12801426.464831	4148741.00565556	19180117.3613699	213357.107747183	212751.766311863	213357.107747183	69145.6834275927	319668.622689499	2148394.19936872	2138499.83302484	2148394.19936872	509812.957772911	3219822.06233104	13349642.3560958	13307967.5643977	13349642.3560958	5211389.20068385	18741169.2152116	none	12707612.8190248	12679599.5601866	12763432.416237	4051770.5583449	19409890.1330293	211793.546983747	211326.659336444	212723.87360395	67529.5093057484	323498.168883821	NA	NA	NA	NA	NA
sip38	NA	NA	NA	NA	NA	NA	NA	NA	-16520.4617382448	-11381.977102022	-14898.409736411	-115115.848213539	92066.7449713765	-275.341028970746	-189.699618367033	-248.306828940183	-1918.59747022566	1534.44574952294	NA	T0.16	t3_18O	t24_18O	9604454.82735446	9519348.15573858	9604454.82735446	-6872423.24394745	23700042.3498091	160074.247122574	158655.802595643	160074.247122574	-114540.387399124	395000.705830152	13828535.5151908	13818782.8521799	13828535.5151908	8452414.55138673	18253104.1563204	22232433.4891259	22148212.4884512	22232433.4891259	7803679.6953033	31530891.018358	none	9620975.2890927	9530730.1328406	9650614.83473866	-6822390.27018038	23681464.7234454	160349.588151545	158845.50221401	160843.580578977	-113706.504503006	394691.07872409	NA	NA	NA	NA	NA
sip41	NA	NA	NA	NA	NA	NA	NA	NA	-202086.218254883	-194061.739024247	-194418.08909186	-484855.507759972	33149.8924586334	-3368.10363758139	-3234.36231707079	-3240.30148486433	-8080.92512933287	552.49820764389	NA	T0.16	t3_18O	t24_18O	-671212.921711014	-663405.308930421	-671212.921711014	-2359889.80795882	1062612.59940362	-11186.8820285169	-11056.7551488403	-11186.8820285169	-39331.4967993137	17710.2099900604	1687034.89470948	1677907.72171949	1687034.89470948	169937.56373417	2690236.7806473	1099723.58821234	1097428.07640537	1099723.58821234	445878.498793261	1869049.66738028	none	-469126.70345613	-469343.569906173	-513751.961298067	-2112209.51009587	1326812.2993767	-7818.77839093551	-7822.39283176955	-8562.53268830113	-35203.4918349311	22113.5383229448	NA	NA	NA	NA	NA
sip43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip46	NA	NA	NA	NA	NA	NA	NA	NA	-128508.989172548	-130402.898330163	-128212.970459954	-232649.017723146	-35792.5020894307	-2141.81648620913	-2173.38163883605	-2136.88284099923	-3877.48362871911	-596.541701490512	NA	T0.16	t3_18O	t24_18O	3280827.34299543	3234310.37344604	3280827.34299543	-3054872.8059036	9297951.65315019	54680.4557165904	53905.1728907674	54680.4557165904	-50914.54676506	154965.860885837	5056229.29258994	5059064.86511234	5056229.29258994	3014125.82868269	6373549.98750079	7926953.21771094	7889086.44187762	7926953.21771094	1704398.86527728	12599399.0631819	none	3409336.33216797	3364713.27177621	3409463.03906726	-2905991.40360576	9387221.22358522	56822.2722027996	56078.5545296034	56824.3839844543	-48433.190060096	156453.687059754	NA	NA	NA	NA	NA
sip47	NA	NA	NA	NA	NA	NA	NA	NA	-48964.5982330519	-49556.0251236046	-51595.724159378	-175724.41351667	114524.2300732	-816.076637217531	-825.933752060076	-859.928735989633	-2928.74022527784	1908.73716788667	NA	T0.16	t3_18O	t24_18O	4794972.38442231	4753878.14185454	4794972.38442231	-2438453.65053778	10627096.5664949	79916.2064070386	79231.3023642424	79916.2064070386	-40640.8941756297	177118.276108249	4434699.80991459	4429388.06251531	4434699.80991459	3007933.86892594	5760238.95614411	8630300.64628411	8589031.43663803	8630300.64628411	1106723.28654326	12439431.8257953	none	4843936.98265537	4803434.16697814	4871522.43952031	-2489954.42750656	10675542.7097481	80732.2830442561	80057.2361163025	81192.040658672	-41499.2404584426	177925.711829136	NA	NA	NA	NA	NA
sip48	NA	NA	NA	NA	NA	NA	NA	NA	-262830.597662697	-255431.20748026	-260447.658034278	-428868.838303208	-37224.118754183	-4380.50996104494	-4257.18679133766	-4340.79430057131	-7147.81397172013	-620.401979236383	NA	T0.16	t3_18O	t24_18O	5723156.84582747	5623497.76883453	5723156.84582747	-7599125.25296992	15811115.9916989	95385.9474304578	93724.9628139088	95385.9474304578	-126652.087549499	263518.599861648	12698387.739923	12720105.9548976	12698387.739923	10092499.0837875	15883775.459662	17706149.9800221	17640666.5026278	17706149.9800221	4794190.88246019	26533114.2326595	none	5985987.44349017	5878928.97631478	6060898.46748197	-7274203.3983803	16144254.1776631	99766.4573915028	97982.1496052465	101014.974458033	-121236.723306339	269070.902961051	NA	NA	NA	NA	NA
sip49	NA	NA	NA	NA	NA	NA	NA	NA	-148640.606769531	-140059.349784554	-137356.948718381	-235369.005677927	-69285.7644968937	-2477.34344615885	-2334.32249640923	-2289.28247863969	-3922.81676129879	-1154.76274161489	NA	T0.16	t3_18O	t24_18O	4752534.56892275	4705025.50711989	4752534.56892275	-4847927.2047914	12240295.3077276	79208.9094820458	78417.0917853314	79208.9094820458	-80798.7867465234	204004.92179546	6295608.31713779	6286362.60100796	6295608.31713779	4446587.35742384	8144425.49976757	10454076.0649452	10403259.9197379	10454076.0649452	1506410.58466817	15615330.9761416	none	4901175.17569228	4845084.85690444	4910276.79238423	-4761036.92321228	12393367.9817493	81686.2529282046	80751.4142817406	81837.9465397371	-79350.6153868713	206556.133029157	NA	NA	NA	NA	NA
sip51	NA	NA	NA	NA	NA	NA	NA	NA	221318.228461202	218973.236723935	210070.462903856	-8186.76426421795	520776.316332992	3688.63714102003	3649.55394539892	3501.17438173093	-136.446071070299	8679.60527221653	NA	T0.16	t3_18O	t24_18O	6698747.82200022	6672679.36391811	6698747.82200022	1018841.14009328	11038165.8222466	111645.797033337	111211.322731968	111645.797033337	16980.6856682213	183969.430370777	2601543.71564861	2595823.58289561	2601543.71564861	1392489.8118784	3792534.4657602	8462948.0598988	8434418.02632396	8462948.0598988	3318931.27284154	11136931.2731536	none	6477429.59353901	6453706.12719417	6554135.86192787	771601.001084708	10849670.0122903	107957.159892317	107561.76878657	109235.597698798	12860.0166847452	180827.833538171	NA	NA	NA	NA	NA
sip55	NA	NA	NA	NA	NA	NA	NA	NA	-37819.5629913449	-43703.6017516245	-38770.9796812702	-167138.969969885	67172.857578407	-630.326049855748	-728.393362527075	-646.182994687837	-2785.64949949809	1119.54762630678	NA	T0.16	t3_18O	t24_18O	3305189.91560676	3246294.74169533	3305189.91560676	-6769097.86525947	13720097.0776256	55086.498593446	54104.9123615888	55086.498593446	-112818.297754324	228668.284627093	7542596.05190158	7539318.14152667	7542596.05190158	3147182.11446972	10899167.8053197	10434637.2280575	10379826.0405101	10434637.2280575	2133548.64629085	18508838.8108103	none	3343009.4785981	3289998.34344695	3306352.51133585	-6734382.04823279	13795832.5631314	55716.8246433017	54833.3057241159	55105.8751889309	-112239.700803879	229930.542718856	NA	NA	NA	NA	NA
sip56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.16	t3_18O	t24_18O	2232093.08275561	2221218.92732692	2232093.08275561	359951.255057281	3415560.29338508	37201.5513792602	37020.3154554487	37201.5513792602	5999.18758428801	56926.0048897513	39.1394337329715	39.2040050493014	39.1394337329715	19.7155419112642	49.58050469699	1953120.58684489	1943605.76541611	1953120.58684489	314987.692902265	2988654.39614568	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip57	NA	NA	NA	NA	NA	NA	NA	NA	73654.1127012803	75636.8300208062	75580.1168104558	-42992.0300054184	187367.839081955	1227.56854502134	1260.6138336801	1259.6686135076	-716.53383342364	3122.79731803259	NA	T0.16	t3_18O	t24_18O	11908578.0168775	11835884.3249286	11908578.0168775	-5362797.75099441	28577008.1516388	198476.300281292	197264.73874881	198476.300281292	-89379.9625165736	476283.46919398	18869050.6920681	18863424.4285518	18869050.6920681	12316397.3499133	23914092.7456401	29289056.4568359	29219823.2128644	29289056.4568359	14176602.659948	42796105.6029804	none	11834923.9041762	11760247.4949078	11860897.0447881	-5400570.69705295	28456652.3296168	197248.731736271	196004.12491513	197681.617413135	-90009.5116175493	474277.538826946	NA	NA	NA	NA	NA
sip59	NA	NA	NA	NA	NA	NA	NA	NA	22549.2417200405	19233.002697101	21332.951328721	-71006.1030304385	119495.554448377	375.820695334008	320.550044951683	355.549188812017	-1183.43505050731	1991.59257413962	NA	T0.16	t3_18O	t24_18O	1018740.81629182	1015590.11142585	1018740.81629182	-424281.656041288	2341532.28881705	16979.0136048636	16926.5018570975	16979.0136048636	-7071.36093402147	39025.5381469509	871639.113780217	867461.674813123	871639.113780217	328446.86801448	1789924.606279	1763037.32803556	1756103.02231074	1763037.32803556	445760.490058465	2554840.1259082	none	996191.574571775	996357.108728752	1024945.68841129	-460788.418071703	2338983.59781735	16603.1929095296	16605.9518121459	17082.4281401882	-7679.80696786173	38983.0599636224	NA	NA	NA	NA	NA
sip61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.16	t3_18O	t24_18O	2270117.95742652	2250091.69518118	2270117.95742652	-836971.97368815	5605556.31459013	37835.299290442	37501.5282530197	37835.299290442	-13949.5328948025	93425.9385765022	1019880.75109847	1018342.38548952	1019880.75109847	19.7155419112642	1841911.81060877	3006233.96384667	2987172.61877305	3006233.96384667	113915.632789639	5803933.52343474	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.16	t3_18O	t24_18O	5126556.61085041	5107345.94143539	5126556.61085041	1210898.72661827	8081058.2754565	85442.6101808402	85122.4323572565	85442.6101808402	20181.6454436378	134684.304590942	39.1394337329715	39.2040050493014	39.1394337329715	19.7155419112642	49.58050469699	4485776.17392785	4468966.90276102	4485776.17392785	1059566.73051813	7070972.65502892	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
