taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip51	T0.17	t24_18O	t48_18O	6720488.49266884	6801301.28664308	6720488.49266884	-1830720.86742103	15135731.4264572	112008.141544481	113355.021444051	112008.141544481	-30512.0144570171	252262.190440953	8462948.0598988	8434418.02632396	8462948.0598988	3318931.27284154	11136931.2731536	15183436.5525676	15235719.312967	15183436.5525676	4481974.50384049	22113652.9443458	none
sip55	T0.17	t24_18O	t48_18O	6417151.23973799	6522705.48447663	6417151.23973799	-6101477.89329629	16320008.8448593	106952.5206623	108711.758074611	106952.5206623	-101691.298221605	272000.147414322	10434637.2280575	10379826.0405101	10434637.2280575	2133548.64629085	18508838.8108103	16851788.4677955	16902531.5249867	16851788.4677955	6794653.61423454	23632775.5240728	none
sip56	T0.17	t24_18O	t48_18O	4835241.41055965	4857541.44790864	4835241.41055965	2306116.15139118	7075743.5199555	80587.3568426608	80959.0241318107	80587.3568426608	38435.2691898529	117929.058665925	1953120.58684489	1943605.76541611	1953120.58684489	314987.692902265	2988654.39614568	6788361.99740454	6801147.21332475	6788361.99740454	3968475.9619225	8449250.31152557	none
sip57	T0.17	t24_18O	t48_18O	14255270.1783304	14419390.8732953	14255270.1783304	-3412608.79849453	32694458.3501134	237587.836305507	240323.181221588	237587.836305507	-56876.8133082422	544907.639168556	29289056.4568359	29219823.2128644	29289056.4568359	14176602.659948	42796105.6029804	43544326.6351663	43639214.0861597	43544326.6351663	30484142.947047	57182204.5193635	none
sip59	T0.17	t24_18O	t48_18O	-806583.625846051	-807300.485140262	-806583.625846051	-2466011.95961391	856959.587900842	-13443.0604307675	-13455.008085671	-13443.0604307675	-41100.1993268985	14282.6597983474	1763037.32803556	1756103.02231074	1763037.32803556	445760.490058465	2554840.1259082	956453.702189504	948802.537170482	956453.702189504	51.9137048935975	2869253.48770837	none
sip61	T0.17	t24_18O	t48_18O	1944858.11108342	1954141.52759623	1944858.11108342	-2964151.95776745	6853868.17993429	32414.3018513904	32569.0254599372	32414.3018513904	-49402.5326294574	114231.136332238	3006233.96384667	2987172.61877305	3006233.96384667	113915.632789639	5803933.52343474	4951092.07493009	4941314.14636928	4951092.07493009	1532311.66457349	7963429.51356592	none
sip62	T0.17	t24_18O	t48_18O	18805758.1775036	19062066.4577773	18805758.1775036	-1667139.59038922	54401137.7881856	313429.302958393	317701.107629622	313429.302958393	-27785.6598398203	906685.629803093	4485776.17392785	4468966.90276102	4485776.17392785	1059566.73051813	7070972.65502892	23291534.3514314	23531033.3605383	23291534.3514314	4410438.50904993	60309321.4306862	none
sip63	T0.17	t24_18O	t48_18O	585695.377464789	611304.726817154	585695.377464789	-3420763.17880722	4408005.54052157	9761.58962441315	10188.4121136192	9761.58962441315	-57012.719646787	73466.7590086928	6159963.66333788	6133369.82493438	6159963.66333788	1996607.96747349	9825376.68680228	6745659.04080267	6744674.55175154	6745659.04080267	5320997.31246902	7829275.23632871	none
sip64	T0.17	t24_18O	t48_18O	5668618.29655849	5770047.65545838	5668618.29655849	-7052601.4806236	20956976.6491184	94476.9716093082	96167.4609243064	94476.9716093082	-117543.358010393	349282.944151973	6653722.73190652	6647978.91450724	6653722.73190652	2897025.59352583	13758753.1138654	12322341.028465	12418026.5699656	12322341.028465	3085575.7931286	27746820.6792924	none
sip66	T0.17	t24_18O	t48_18O	-5214175.40382104	-5070354.85212594	-5214175.40382104	-17954632.1416493	7526281.33400721	-86902.9233970172	-84505.9142020989	-86902.9233970172	-299243.869027488	125438.022233454	12058086.3797504	11990840.2367226	12058086.3797504	1299707.44318631	20898015.3666082	6843910.97592939	6920485.38459671	6843910.97592939	636223.545908438	18743594.8456023	none
sip71	T0.17	t24_18O	t48_18O	632999.633412234	643617.932259757	632999.633412234	-705880.378703432	2044070.10615553	10549.9938902039	10726.9655376626	10549.9938902039	-11764.6729783905	34067.8351025922	3047743.65451729	3039898.31900094	3047743.65451729	1383341.69063432	4440891.18717621	3680743.28792952	3683516.25126069	3680743.28792952	3109604.3763584	4047714.02452997	none
sip75	T0.17	t24_18O	t48_18O	2908567.69852044	2967287.83018685	2908567.69852044	-1968378.97954612	8453351.83206116	48476.128308674	49454.7971697808	48476.128308674	-32806.3163257687	140889.197201019	5500129.4217751	5479957.01643725	5500129.4217751	2385305.8660266	8360773.67731814	8408697.12029554	8447244.8466241	8408697.12029554	4654751.39421363	14207660.5540417	none
sip86	T0.17	t24_18O	t48_18O	3456585.61026593	3508439.08150026	3456585.61026593	-3689826.26940612	10602997.489938	57609.7601710988	58473.9846916711	57609.7601710988	-61497.1044901019	176716.6248323	8732981.11271111	8699170.30790836	8732981.11271111	2095001.81532639	13208291.3326296	12189566.722977	12207609.3894086	12189566.722977	6035848.01821874	15631548.763548	none
sip88	T0.17	t24_18O	t48_18O	5276379.19903567	5296602.65910691	5276379.19903567	-226083.726030273	10778842.1241016	87939.6533172611	88276.7109851152	87939.6533172611	-3768.06210050456	179647.368735027	3636874.98910852	3628642.8740003	3636874.98910852	1137494.03303329	7249914.10294682	8913254.18814419	8925245.53310722	8913254.18814419	3193165.17316422	12378243.7565723	none
sip89	T0.17	t24_18O	t48_18O	5994365.63194675	6197783.12197537	5994365.63194675	-15404149.0498188	28084126.3641666	99906.0938657792	103296.385366256	99906.0938657792	-256735.817496979	468068.77273611	25381326.622578	25284094.2789492	25381326.622578	6317806.04999487	38177523.8461535	31375692.2545248	31481877.4009245	31375692.2545248	11321244.2538717	45730808.6543726	none
sip93	T0.17	t24_18O	t48_18O	1130384.77290131	1151582.95189811	1130384.77290131	-1169827.95833272	3480981.12189129	18839.7462150218	19193.0491983019	18839.7462150218	-19497.1326388786	58016.3520315215	2904744.31861562	2893114.48638664	2904744.31861562	645604.83416044	4375214.74749358	4035129.09151693	4044697.43828475	4035129.09151693	1962183.48471648	5284362.61835329	none
sip97	T0.17	t24_18O	t48_18O	2050417.77734387	2048227.13096927	2050417.77734387	-139670.38171515	4064503.1715235	34173.6296223979	34137.1188494879	34173.6296223979	-2327.8396952525	67741.7195253917	656366.047721177	662260.701858748	656366.047721177	44.9141042941996	1663267.16136684	2706783.82506505	2710487.83282802	2706783.82506505	1247105.8466396	4442952.73650259	none
sip98	T0.17	t24_18O	t48_18O	2821831.31535704	2819863.85353344	2821831.31535704	1221738.80758045	4422572.74105675	47030.5219226173	46997.7308922239	47030.5219226173	20362.3134596742	73709.5456842791	638676.115648957	637847.030799005	638676.115648957	46.372354354236	1178148.17628324	3460507.431006	3457710.88433244	3460507.431006	2003852.99694065	4667899.33747296	none
sip103	T0.17	t24_18O	t48_18O	4339125.52800188	4352896.09639461	4339125.52800188	1672156.52909703	7006094.52690673	72318.7588000314	72548.2682732435	72318.7588000314	27869.2754849506	116768.242115112	1390409.39775877	1388231.8049776	1390409.39775877	44.9141042941996	4031953.09134318	5729534.92576065	5741127.9013722	5729534.92576065	3285331.46470133	7254330.28417699	none
sip105	T0.17	t24_18O	t48_18O	2050512.36385525	2092189.63805738	2050512.36385525	-1405583.81286917	6550105.9022589	34175.2060642542	34869.8273009564	34175.2060642542	-23426.3968811529	109168.431704315	2767181.32281589	2755452.06145424	2767181.32281589	554791.407869925	4061469.06767012	4817693.68667114	4847641.69951162	4817693.68667114	2476898.62932985	9418896.65052832	none
sip109	T0.17	t24_18O	t48_18O	495185.904304575	501217.046254299	495185.904304575	-1751336.78929667	2741708.59790582	8253.09840507625	8353.61743757165	8253.09840507625	-29188.9464882779	45695.1432984304	2795551.26525609	2782643.29743744	2795551.26525609	576232.064576337	4205944.67198505	3290737.16956066	3283860.34369174	3290737.16956066	2042402.00177104	4327355.66069234	none
sip111	T0.17	t24_18O	t48_18O	5572989.40514626	5619374.87264596	5572989.40514626	-3430859.28997683	14576838.1002693	92883.1567524377	93656.2478774326	92883.1567524377	-57180.9881662804	242947.301671156	9979180.78395108	9936841.22081236	9979180.78395108	3013829.35052371	15189055.1813205	15552170.1890973	15556216.0934583	15552170.1890973	8393414.35152669	20497610.2739548	none
sip120	T0.17	t24_18O	t48_18O	-513732.201184828	-491929.829483921	-513732.201184828	-3261893.50043885	2092405.40508979	-8562.20335308047	-8198.83049139869	-8562.20335308047	-54364.8916739808	34873.4234181631	3028126.39948022	3018569.36445623	3028126.39948022	973821.805030875	4801695.94476862	2514394.19829539	2526639.53497231	2514394.19829539	973436.803759952	4622920.30586085	none
sip122	T0.17	t24_18O	t48_18O	3003264.09731494	3040906.0212879	3003264.09731494	-3102337.00121603	9108865.19584591	50054.4016219157	50681.767021465	50054.4016219157	-51705.6166869338	151814.419930765	7568560.15269705	7537783.35159488	7568560.15269705	2555976.13029371	11449533.1548796	10571824.250012	10578689.3728828	10571824.250012	5694547.28871766	13712906.3403477	none
sip124	T0.17	t24_18O	t48_18O	2548960.09107653	2585416.76919565	2548960.09107653	-2367183.3564396	7852070.8594584	42482.6681846088	43090.2794865941	42482.6681846088	-39453.05594066	130867.84765764	6432447.79004627	6403832.57022874	6432447.79004627	1129337.0216644	9320527.20648201	8981407.8811228	8989249.33942439	8981407.8811228	5351800.24666322	11167154.6003664	none
sip127	T0.17	t24_18O	t48_18O	7893348.94595638	7972346.67632117	7893348.94595638	-2308726.71566295	16279088.0974836	131555.81576594	132872.444605353	131555.81576594	-38478.7785943825	271318.13495806	7321852.11142453	7285646.98530939	7321852.11142453	1894952.41509292	12759806.7247285	15215201.0573809	15257993.6616306	15215201.0573809	5326986.97128	20699266.0846367	none
sip139	T0.17	t24_18O	t48_18O	3846.20245893963	2190.36857397029	3846.20245893963	-703945.79350483	711638.198422709	64.1033743156605	36.5061428995046	64.1033743156605	-11732.4298917472	11860.6366403785	590515.19484276	594304.225435089	590515.19484276	16290.5601139629	1155708.98975709	594361.3973017	596494.59400906	594361.3973017	266375.544552306	984005.680502717	none
sip143	T0.17	t24_18O	t48_18O	422350.613297147	426147.35043412	422350.613297147	91075.1393491027	1021155.60069787	7039.17688828579	7102.45584056867	7039.17688828579	1517.91898915171	17019.2600116312	39.9560537977802	39.8951961587261	39.9560537977802	28.5817027449049	46.372354354236	422390.569350945	426187.245630279	422390.569350945	91121.511703457	1021201.00088552	none
sip144	T0.17	t24_18O	t48_18O	2249066.88512655	2255417.11353126	2249066.88512655	367038.265962569	4130003.61243787	37484.4480854424	37590.2852255211	37484.4480854424	6117.30443270948	68833.3935406311	728837.559043147	722784.420314702	728837.559043147	46.372354354236	2110522.63965752	2977904.44416969	2978201.53384597	2977904.44416969	1323231.58129225	4156440.97423261	none
sip149	T0.17	t24_18O	t48_18O	7291137.98602477	7416848.89977164	7291137.98602477	-3301593.45773515	19551825.2530001	121518.966433746	123614.148329527	121518.966433746	-55026.5576289192	325863.754216668	12941630.0798472	12898002.4548647	12941630.0798472	4558491.35608559	18195901.4409668	20232768.0658719	20314851.3546363	20232768.0658719	11713602.9033124	32493455.3328473	none
sip154	T0.17	t24_18O	t48_18O	475614.565301325	509669.433183633	475614.565301325	-2875888.47288536	4408742.80852393	7926.90942168875	8494.49055306054	7926.90942168875	-47931.4745480893	73479.0468087323	5341794.20060678	5332456.02400426	5341794.20060678	3151566.47362913	7597512.01946305	5817408.76590811	5842125.4571879	5817408.76590811	3368183.33802011	9825454.71133959	none
sip155	T0.17	t24_18O	t48_18O	3109420.9131306	3112030.55214446	3109420.9131306	769932.989246728	5801754.90768039	51823.68188551	51867.1758690744	51823.68188551	12832.2164874455	96695.9151280064	2706114.71890987	2700998.39624894	2706114.71890987	1756859.60581271	3225562.47307454	5815535.63204047	5813028.9483934	5815535.63204047	3446929.34132747	7665455.93350373	none
sip161	T0.17	t24_18O	t48_18O	116398.80308288	125011.229865529	116398.80308288	-6815396.93081721	7048194.53698297	1939.98005138133	2083.52049775881	1939.98005138133	-113589.948846954	117469.908949716	5776334.88295728	5743887.31057241	5776334.88295728	698033.795811332	10251306.7432019	5892733.68604016	5868898.54043794	5892733.68604016	1508076.20397388	9640105.1041434	none
sip164	T0.17	t24_18O	t48_18O	1354920.02306421	1391676.53126506	1354920.02306421	-2725964.92859178	4725804.94505654	22582.0003844036	23194.6088544177	22582.0003844036	-45432.7488098631	78763.4157509423	3291929.12253059	3272470.76717358	3291929.12253059	351218.345110364	6169904.26032622	4646849.1455948	4664147.29843864	4646849.1455948	1567112.99962041	7016585.26190552	none
sip165	T0.17	t24_18O	t48_18O	2221789.44532067	2265321.34696264	2221789.44532067	-3688214.65824351	8112325.1159744	37029.8240886778	37755.3557827106	37029.8240886778	-61470.2443040585	135205.418599573	4936943.47262159	4920982.84739167	4936943.47262159	1225557.403645	8700635.71401935	7158732.91794225	7186304.19435431	7158732.91794225	437153.758448516	10633682.4600353	none
sip167	T0.17	t24_18O	t48_18O	2674113.22580872	2699534.37418421	2674113.22580872	-878600.519328673	5894765.80635936	44568.5537634787	44992.2395697369	44568.5537634787	-14643.3419888112	98246.096772656	1890449.02033722	1885822.43891006	1890449.02033722	408688.795692411	4141229.05053893	4564562.24614595	4585356.81309428	4564562.24614595	774268.361312577	7398607.7567287	none
sip168	T0.17	t24_18O	t48_18O	12466368.8765162	12590848.0203718	12466368.8765162	1878296.5794629	23638782.6893439	207772.814608603	209847.467006196	207772.814608603	31304.9429910484	393979.711489065	21604808.2553479	21533079.7072632	21604808.2553479	9855285.50217754	30525072.3214813	34071177.1318641	34123927.727635	34071177.1318641	29204350.7430298	42051805.3622092	none
sip172	T0.17	t24_18O	t48_18O	13290582.3726297	13401202.0373035	13290582.3726297	-498486.825961653	27056084.8769875	221509.706210496	223353.367288391	221509.706210496	-8308.11376602755	450934.747949792	14333163.0088275	14280940.6639435	14333163.0088275	3562834.19967962	22724526.0846875	27623745.3814573	27682142.701247	27623745.3814573	12915575.1077539	35002017.2574791	none
sip173	T0.17	t24_18O	t48_18O	1761636.66634031	1751559.58745878	1761636.66634031	-469811.15695068	3993084.48963131	29360.6111056719	29192.6597909797	29360.6111056719	-7830.185949178	66551.4081605218	458899.450640585	458447.756954445	458899.450640585	44.9141042941996	1269066.51134426	2220536.1169809	2210007.34441323	2220536.1169809	226274.311942654	4028976.7411919	none
sip176	T0.17	t24_18O	t48_18O	1652578.88699004	1668476.13364911	1652578.88699004	-1252316.70578116	4598385.0361831	27542.9814498341	27807.9355608185	27542.9814498341	-20871.9450963527	76639.7506030517	4209565.47553367	4195272.20907165	4209565.47553367	1263759.32634061	6500468.84664755	5862144.36252372	5863748.34272076	5862144.36252372	4081821.78185254	7058822.88206145	none
sip177	T0.17	t24_18O	t48_18O	-1421984.96850777	-1423484.47922536	-1421984.96850777	-4998697.77320076	1205088.0351995	-23699.7494751295	-23724.7413204227	-23699.7494751295	-83311.629553346	20084.8005866583	2202417.11593805	2197673.6340747	2202417.11593805	239044.027784696	5779133.7120814	780432.147430284	774189.154849335	780432.147430284	51.9137048935975	2341188.82343071	none
sip179	T0.17	t24_18O	t48_18O	1119080.28869396	1138176.24506091	1215298.08195949	-3806962.26897441	4442785.03813646	18651.3381448994	18969.6040843485	20254.9680326581	-63449.3711495734	74046.4173022743	3321345.67696521	3302906.57276582	3321345.67696521	46.372354354236	8246055.85487202	4440425.96565918	4441082.81782673	4440425.96565918	3463802.65533465	5109273.23602967	none
sip181	T0.17	t24_18O	t48_18O	4848497.16267335	4952458.0003898	4848497.16267335	-3955665.79259756	13500887.2128113	80808.2860445558	82540.9666731633	80808.2860445558	-65927.7632099594	225014.786880189	11843271.9267365	11791437.8046241	11843271.9267365	3190881.87659855	17989171.3103895	16691769.0894099	16743895.8050139	16691769.0894099	11607233.03968	24532132.3484543	none
sip183	T0.17	t24_18O	t48_18O	1001062.72481558	1005175.00488492	1001062.72481558	432908.177785325	1728140.23116757	16684.3787469264	16752.916748082	16684.3787469264	7215.13629642209	28802.3371861262	39.9560537977802	39.8951961587261	39.9560537977802	28.5817027449049	46.372354354236	1001102.68086938	1005214.90008108	1001102.68086938	432954.550139679	1728185.63135522	none
sip184	T0.17	t24_18O	t48_18O	3128930.27862219	3340657.43726422	3128930.27862219	-18517680.1576428	22817594.800927	52148.8379770365	55677.6239544037	52148.8379770365	-308628.00262738	380293.246682117	20493860.5810056	20377421.8808068	20493860.5810056	2612878.43370232	37188622.3926573	23622790.8596278	23718079.318071	23622790.8596278	8331914.58434781	36955721.2209476	none
sip189	T0.17	t24_18O	t48_18O	4043705.24658279	4128218.77638605	4043705.24658279	-6509221.79288315	13582806.8361288	67395.0874430465	68803.6462731009	67395.0874430465	-108487.029881386	226380.113935481	8314205.18792345	8269085.86687652	8314205.18792345	871635.553127684	13829142.0291277	12357910.4345062	12397304.6432626	12357910.4345062	2099987.47203189	17577843.1987189	none
