taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip22	T0.1	t0_16O	t3_16O	-7910092.02203193	-8405565.44241143	-7910092.02203193	-75156765.1995004	41337054.3526623	-131834.867033866	-140092.757373524	-131834.867033866	-1252612.75332501	688950.905877705	6853152.19093981	6900961.47654783	6853152.19093981	1324306.55107454	15959641.0060959	5864390.68818582	5850265.7962464	5864390.68818582	3836033.69526919	7819140.6701014	none
sip23	T0.1	t0_16O	t3_16O	-2694096.66477208	-2698037.71555288	-2694096.66477208	-6085664.67875586	837808.084919284	-44901.6110795347	-44967.2952592146	-44901.6110795347	-101427.744645931	13963.4680819881	669816.722064808	671401.855663228	669816.722064808	228328.628353388	1062107.59462681	333054.638968298	334147.141219119	333054.638968298	187034.959311467	524374.800192187	none
sip25	T0.1	t0_16O	t3_16O	-7864214.53606797	-8087623.24878678	-7864214.53606797	-34795589.075522	16723152.811488	-131070.2422678	-134793.720813113	-131070.2422678	-579926.484592034	278719.2135248	8581914.79327035	8602478.08494963	8581914.79327035	6096471.10143001	12536313.8373063	7598887.97626186	7591525.17885128	7598887.97626186	6330462.86080357	8527089.14729307	none
sip26	T0.1	t0_16O	t3_16O	2571107.6753829	2412305.42149261	2571107.6753829	-18666360.0221023	24456099.8464745	42851.7945897151	40205.0903582101	42851.7945897151	-311106.000368371	407601.664107909	6753789.19165106	6766673.38474268	6753789.19165106	4690776.33896107	9408472.65383671	7075177.65107392	7068211.56242926	7075177.65107392	5768269.60183095	8238236.2341685	none
sip29	T0.1	t0_16O	t3_16O	28752669.6818353	28887118.9005765	28752669.6818353	-423923.93410375	57929263.2977744	479211.161363922	481451.981676275	479211.161363922	-7065.39890172916	965487.721629573	2937187.58754992	2919857.99401028	2937187.58754992	280882.799054469	5431018.78305092	6531271.29777934	6530747.85658234	6531271.29777934	3898726.7950961	8461633.50510624	none
sip30	T0.1	t0_16O	t3_16O	5726357.77807944	5796908.76702773	5726357.77807944	-3666060.31679693	14118193.8150773	95439.296301324	96615.1461171288	95439.296301324	-61101.0052799489	235303.230251288	3046485.09396438	3044264.67425523	3046485.09396438	2565565.26532506	3468933.30044154	3762279.81622431	3768878.27013369	3762279.81622431	2378920.03298207	4631462.17058188	none
sip38	T0.1	t0_16O	t3_16O	12334333.3546378	12132259.0707029	12240651.873911	-13029665.7124293	42299305.6106026	205572.222577296	202204.317845048	204010.864565184	-217161.095207155	704988.426843377	7869068.33588653	7878954.0657007	7869068.33588653	5431693.794712	10205008.8974233	9410860.00521625	9395486.44953856	9410860.00521625	6681221.85884553	11565376.5029747	none
sip46	T0.1	t0_16O	t3_16O	3811702.42168728	3682282.57013011	3811702.42168728	-16096496.207206	23536062.3472409	63528.373694788	61371.3761688351	63528.373694788	-268274.936786767	392267.705787348	4829145.41675706	4843403.05865756	4829145.41675706	3153866.59320246	7554139.29007667	5305608.21946797	5303688.37992383	5305608.21946797	4070351.74969056	6304395.64453743	none
sip47	T0.1	t0_16O	t3_16O	6952244.43724125	6915901.2751879	6952244.43724125	272445.47279902	13686951.5767386	115870.740620688	115265.021253132	115870.740620688	4540.75787998366	228115.85961231	1988181.95863468	1990883.15989069	1988181.95863468	1398083.19341974	2293790.60567582	2857212.51328984	2855370.81928918	2857212.51328984	2246662.3140839	3400481.76830831	none
sip48	T0.1	t0_16O	t3_16O	-12824837.6327346	-13273357.6660529	-12824837.6327346	-90186725.041386	64608487.7446085	-213747.293878911	-221222.627767548	-213747.293878911	-1503112.0840231	1076808.12907681	15439946.2533976	15475713.5097832	15439946.2533976	6977644.12621443	23766840.4557564	13836841.5493058	13816543.8015266	13836841.5493058	9745144.9075654	17919608.4449597	none
sip49	T0.1	t0_16O	t3_16O	-10522750.9994692	-10673167.3001229	-11299385.435158	-45355446.7883005	28405752.3665634	-175379.183324486	-177886.121668715	-188323.090585967	-755924.113138342	473429.206109389	9613550.4809682	9618817.82593513	9613550.4809682	7212402.56810872	11244053.9955083	8298206.60603456	8284671.91341977	8298206.60603456	4908922.63967227	11497950.1714511	none
sip51	T0.1	t0_16O	t3_16O	-732076.218401169	-594157.66917716	-732076.218401169	-18884136.746638	17419984.3098357	-12201.2703066862	-9902.62781961934	-12201.2703066862	-314735.612443967	290333.071830594	2074404.27917943	2062371.92655862	2074404.27917943	0	3378661.74104933	1982894.75187929	1988102.21791148	1982894.75187929	0	3125681.73755911	Warning: no occurrences in rep rA_t0_16O (t0_16O) and rep rA_t3_16O (t3_16O)
sip55	T0.1	t0_16O	t3_16O	2868964.48400988	3053890.89585428	2868964.48400988	-23741454.8475076	27894709.1948596	47816.074733498	50898.1815975714	47816.074733498	-395690.914125127	464911.819914327	6493340.01992622	6482465.05824943	6493340.01992622	4809817.80845913	8027496.63154061	6851960.58042745	6864201.42023121	6851960.58042745	3064061.1600672	8907619.06158984	none
sip57	T0.1	t0_16O	t3_16O	5028233.78827718	4520354.91767161	5028233.78827718	-55303074.3111458	63499343.2142464	83803.8964712863	75339.2486278601	83803.8964712863	-921717.905185763	1058322.38690411	11261202.7638797	11284408.5597872	11261202.7638797	4034951.06383046	17271260.245022	11889731.9874144	11849452.9244962	11889731.9874144	5571990.77448453	15310687.5824953	none
sip63	T0.1	t0_16O	t3_16O	866508.312240843	988007.785026757	866508.312240843	-24415796.7145033	26148813.3389849	14441.805204014	16466.7964171126	14441.805204014	-406929.945241721	435813.555649749	2811973.57511496	2796677.60212658	2811973.57511496	651906.183520579	5355836.8428907	2920287.11414507	2920178.57525492	2920287.11414507	723897.616929117	4512598.35603137	none
sip75	T0.1	t0_16O	t3_16O	9803824.33151203	9896523.80763866	9803824.33151203	-14949144.5792897	34556793.2423137	163397.072191867	164942.063460644	163397.072191867	-249152.409654828	575946.554038562	2684389.25275145	2673311.97439579	2684389.25275145	886677.795912093	4093187.27104721	3909867.29419045	3910377.45035062	3909867.29419045	1066384.26660106	5935151.91632896	none
sip89	T0.1	t0_16O	t3_16O	-12562169.6852944	-12597626.4030417	-12562169.6852944	-76043777.4405785	50919438.0699898	-209369.494754906	-209960.440050694	-209369.494754906	-1267396.29067631	848657.301166496	13401317.119649	13386466.7197097	13401317.119649	8911439.42669991	18547297.6109502	11831045.9089872	11811763.4193295	11831045.9089872	6774432.16389111	16554294.1503143	none
sip111	T0.1	t0_16O	t3_16O	6976864.72171922	6932961.58458375	6976864.72171922	-14871078.1912686	28824807.634707	116281.07869532	115549.359743062	116281.07869532	-247851.303187809	480413.46057845	4391854.44910959	4401221.90557661	4391854.44910959	2743219.15858207	6373995.27084774	5263962.53932449	5267842.10364958	5263962.53932449	2859902.60042315	6784696.6993594	none
sip122	T0.1	t0_16O	t3_16O	-2536836.6433771	-2631249.73112222	-2536836.6433771	-16312793.9663612	11239120.679607	-42280.6107229516	-43854.1621853703	-42280.6107229516	-271879.899439354	187318.67799345	4214723.26044965	4223988.64701568	4214723.26044965	2702528.47290965	6133799.42099388	3897618.68002751	3895082.4306254	3897618.68002751	3292077.99648108	4475856.36270578	none
sip124	T0.1	t0_16O	t3_16O	9328633.25179273	9366955.46879219	9328633.25179273	28035.6858602539	20380363.3694353	155477.220863212	156115.92447987	155477.220863212	467.261431004231	339672.722823921	2760742.98882977	2752910.58367389	2760742.98882977	1379276.72412445	3551907.84975368	3926822.14530386	3923780.01727291	3926822.14530386	3382169.5212362	4365186.46583568	none
sip127	T0.1	t0_16O	t3_16O	6490649.9458845	6576907.40889698	6634743.35376845	-10184536.1597415	19993777.8685003	108177.499098075	109615.123481616	110579.055896141	-169742.269329025	333229.631141672	1377703.00687084	1369523.56105102	1377703.00687084	454866.612235635	3169340.76818477	2189034.2501064	2191636.98716315	2189034.2501064	879638.856670211	2990112.19776916	none
sip149	T0.1	t0_16O	t3_16O	3934797.84023161	3749274.88319114	3934797.84023161	-18378310.5724298	29442659.4276459	65579.9640038602	62487.9147198523	65579.9640038602	-306305.176207163	490710.990460764	3050784.70140556	3057950.23078387	3050784.70140556	1419413.94021276	4696593.87457102	3542634.43143451	3526609.59118277	3542634.43143451	753495.87985183	5638723.81840854	none
sip161	T0.1	t0_16O	t3_16O	-1692800.4349202	-1590953.4977957	-1692800.4349202	-18526864.3887005	15141263.5188601	-28213.3405820034	-26515.8916299284	-28213.3405820034	-308781.073145008	252354.391981001	2806598.67255631	2796547.90830677	2806598.67255631	1049895.2918843	3851619.92968344	2594998.61819129	2597678.72108231	2594998.61819129	768352.544327336	3765348.3998141	none
sip164	T0.1	t0_16O	t3_16O	-422178.218152318	-393980.030004096	-422178.218152318	-14149893.726587	13305537.2902823	-7036.30363587197	-6566.3338334016	-7036.30363587197	-235831.562109783	221758.954838039	2477882.72712245	2472770.53520657	2477882.72712245	1793391.82787436	3397624.73532331	2425110.44985341	2423523.03145606	2425110.44985341	911683.984319948	3606330.58592476	none
sip165	T0.1	t0_16O	t3_16O	-1366600.60623182	-1352757.63283376	-1366600.60623182	-23569921.4552294	20836720.2427658	-22776.6767705303	-22545.9605472293	-22776.6767705303	-392832.024253824	347278.670712763	4332762.13379828	4330245.58234416	4332762.13379828	3097268.07726003	5513315.98866532	4161937.0580193	4161150.87823994	4161937.0580193	1494629.00706115	6132002.86034224	none
sip168	T0.1	t0_16O	t3_16O	17651367.0498661	17480163.2401944	17476518.1792207	-11204432.5003022	48185648.6561179	294189.450831102	291336.05400324	291275.302987012	-186740.541671704	803094.144268632	2472273.10223242	2476843.47790476	2472273.10223242	0	4023125.03886426	4678693.98346569	4661863.88292906	4678693.98346569	1646527.59595166	7154437.50462574	Warning: no occurrences in rep rC_t0_16O (t0_16O)
sip172	T0.1	t0_16O	t3_16O	-7573553.24018589	-7844612.6515984	-7573553.24018589	-66772717.2856155	53611667.5303792	-126225.887336431	-130743.544193307	-126225.887336431	-1112878.62142693	893527.792172986	15235912.2861387	15249367.2665952	15235912.2861387	10248254.6332318	18999839.5331252	14289218.1311155	14268790.6851454	14289218.1311155	9310003.41078404	19020175.760805	none
sip176	T0.1	t0_16O	t3_16O	-8285000.21834734	-8329173.24698776	-8285000.21834734	-22269518.5658746	5482524.86827981	-138083.336972456	-138819.554116463	-138083.336972456	-371158.642764577	91375.4144713301	3232606.89849584	3230812.32671142	3232606.89849584	1852042.1317621	4399159.76453538	2196981.87120242	2189665.67083795	2196981.87120242	937217.52419134	3117620.00840864	none
sip177	T0.1	t0_16O	t3_16O	-3903367.96215502	-3959462.71910882	-3903367.96215502	-18046424.9885182	9995233.09901581	-65056.1327025837	-65991.0453184803	-65056.1327025837	-300773.749808637	166587.21831693	1508397.87772526	1520043.80227298	1508397.87772526	0	3383704.68534716	1020476.88245588	1025110.96238438	1020476.88245588	411053.311591916	1828270.7125919	Warning: no occurrences in rep rB_t0_16O (t0_16O) and rep rB_t3_16O (t3_16O)
sip179	T0.1	t0_16O	t3_16O	8629933.20250927	8661052.41495607	8629933.20250927	-4038791.5092201	21298657.9142386	143832.220041821	144350.873582601	143832.220041821	-67313.1918203351	354977.631903977	671295.788946046	666639.321069805	671295.788946046	0	1420232.69929246	1750037.4392597	1749270.87293931	1750037.4392597	271832.201933103	2860217.12846172	Warning: no occurrences in rep rA_t0_16O (t0_16O)
sip180	T0.1	t0_16O	t3_16O	5449338.83671935	5324785.28697536	5449338.83671935	-7887149.0988121	17897552.6837758	90822.3139453226	88746.4214495893	90822.3139453226	-131452.484980202	298292.544729597	1119871.11271759	1130269.00092043	1119871.11271759	0	2916376.25267907	1801038.46730751	1795867.16179235	1801038.46730751	1106104.29993645	2802738.97823974	Warning: no occurrences in rep rB_t0_16O (t0_16O)
sip184	T0.1	t0_16O	t3_16O	-19557682.4964786	-19659187.8963237	-19557682.4964786	-45651701.267193	6536336.27423583	-325961.374941309	-327653.131605395	-325961.374941309	-760861.687786549	108938.93790393	8069558.27232336	8085620.20110071	8069558.27232336	6407228.98670159	11060662.8388938	5624847.96026354	5628221.71406025	5624847.96026354	2996794.6589048	7335455.68920544	none
sip189	T0.1	t0_16O	t3_16O	-6104283.56139218	-5987165.35881066	-6104283.56139218	-27892604.0016721	15684036.8788877	-101738.059356536	-99786.089313511	-101738.059356536	-464876.733361201	261400.614648128	2562327.01136237	2547495.72651651	2562327.01136237	93627.581460008	4333864.43262802	1799291.56618835	1799100.05666518	1799291.56618835	0	3109419.33750066	Warning: no occurrences in rep rA_t3_16O (t3_16O)
sip208	T0.1	t0_16O	t3_16O	-3967644.89287283	-3960083.75034708	-3967644.89287283	-16215612.5984614	8280322.8127158	-66127.4148812138	-66001.395839118	-66127.4148812138	-270260.209974357	138005.38021193	2683362.18347052	2680267.51900389	2683362.18347052	2206624.18861053	3457441.55012331	2187406.57186141	2185257.05021051	2187406.57186141	810214.147431398	3301463.41455573	none
sip215	T0.1	t0_16O	t3_16O	-2200658.25669917	-2138044.40801499	-2200658.25669917	-15372096.5004932	9269281.27486359	-36677.6376116528	-35634.0734669165	-36677.6376116528	-256201.608341553	154488.021247727	1049763.10563178	1041579.28381812	1049763.10563178	0	2607555.25817304	774680.823544388	774323.732816244	774680.823544388	0	1354010.90322336	Warning: no occurrences in rep rA_t0_16O (t0_16O) and rep rA_t3_16O (t3_16O)
sip219	T0.1	t0_16O	t3_16O	16024221.5838572	16020681.9909626	16024221.5838572	-964597.545812242	32394708.3141111	267070.359730954	267011.366516043	267070.359730954	-16076.6257635374	539911.805235186	1175421.19488651	1166725.34275998	1175421.19488651	85486.0645231476	2878049.72129347	3178448.89286866	3169310.5916303	3178448.89286866	1603372.96407851	4332550.95685709	none
sip225	T0.1	t0_16O	t3_16O	5960555.31803186	6078330.83920967	5960555.31803186	-20212857.4053449	31036076.473409	99342.5886338644	101305.513986828	99342.5886338644	-336880.956755748	517267.941223483	2871407.09546462	2861800.04931822	2871407.09546462	1742943.92414782	4892995.26862159	3616476.51021861	3621591.40421943	3616476.51021861	266353.863304297	5751848.75516669	none
sip239	T0.1	t0_16O	t3_16O	6741382.81640413	6587501.27886623	6741382.81640413	-12348118.5604402	23920880.6885099	112356.380273402	109791.687981104	112356.380273402	-205801.976007337	398681.344808499	3225824.79060149	3232634.15501243	3225824.79060149	1078387.55658826	4998832.48414745	4068497.642652	4056071.81487071	4068497.642652	2059033.59044436	5285125.85477383	none
sip245	T0.1	t0_16O	t3_16O	965947.60891351	948482.565297865	965947.60891351	-5369238.3321323	7156305.77647618	16099.1268152252	15808.0427549644	16099.1268152252	-89487.3055355383	119271.76294127	493788.805615862	492409.765141439	493788.805615862	0	1021607.60042949	614532.25673005	610970.085803673	614532.25673005	0	1065894.63255095	Warning: no occurrences in rep rC_t0_16O (t0_16O) and rep rC_t3_16O (t3_16O)
sip249	T0.1	t0_16O	t3_16O	-355263.482518091	-305763.723831803	-334903.864737505	-6995363.20386187	4977412.06349141	-5921.05804196818	-5096.06206386338	-5581.73107895842	-116589.386731031	82956.8677248568	716814.386929173	711771.495500422	716814.386929173	0	1546826.85209715	672406.451614412	673551.030021446	672406.451614412	380535.707355052	819614.299855379	Warning: no occurrences in rep rA_t0_16O (t0_16O)
sip281	T0.1	t0_16O	t3_16O	-1215160.74123221	-1001099.60260429	-1215160.74123221	-46833460.0187617	36395529.013752	-20252.6790205368	-16684.9933767383	-20252.6790205368	-780557.666979362	606592.1502292	6742749.25767859	6733066.81470957	6742749.25767859	5016167.4992817	7685858.69309259	6590854.16502456	6607929.36438403	6590854.16502456	0	10402293.319794	Warning: no occurrences in rep rA_t3_16O (t3_16O)
sip289	T0.1	t0_16O	t3_16O	-1754476.1468413	-1746282.58824716	-1754476.1468413	-14134530.3091209	10647843.5569129	-29241.2691140216	-29104.7098041193	-29241.2691140216	-235575.505152015	177464.059281881	3552157.40814345	3549445.4276527	3552157.40814345	2877065.98877844	4318712.68171972	3332847.88978829	3331160.1041218	3332847.88978829	1985351.27125031	4399805.76242615	none
sip293	T0.1	t0_16O	t3_16O	-126997.678740388	-41961.4108739572	265073.908243068	-19606777.0784005	16256255.0165272	-2116.62797900646	-699.356847899291	4417.8984707178	-326779.617973342	270937.583608787	1620223.63217117	1608960.57382972	1620223.63217117	328399.193851522	4048146.1073408	1604348.92232862	1603715.39747047	1604348.92232862	462451.181244721	2464248.67189719	none
sip295	T0.1	t0_16O	t3_16O	-7560442.54853144	-7731964.85103704	-7560442.54853144	-61195423.4378341	36205587.7409035	-126007.375808857	-128866.080850617	-126007.375808857	-1019923.7239639	603426.462348392	4393205.24311207	4430878.4353542	4393205.24311207	0	11581805.9145204	3448149.92454564	3464382.82897457	3448149.92454564	71776.0132843646	5590905.01082346	Warning: no occurrences in rep rC_t0_16O (t0_16O)
sip296	T0.1	t0_16O	t3_16O	6197236.37516855	6199853.07067182	6197236.37516855	2575397.9216536	9924411.59775126	103287.272919476	103330.884511197	103287.272919476	42923.2986942267	165406.859962521	2042213.19823224	2039963.86196461	2042213.19823224	1576316.2954094	2409345.94874379	2816867.7451283	2814945.49579859	2816867.7451283	2510941.60807187	2991921.00070621	none
sip297	T0.1	t0_16O	t3_16O	2279117.81918798	2393624.26203676	2279117.81918798	-10129010.4626018	14624280.1231214	37985.2969864663	39893.7377006126	37985.2969864663	-168816.841043363	243738.002052023	2764919.0786792	2758680.68865123	2764919.0786792	1633170.67498692	3336696.34094937	3049808.80607769	3057883.72140583	3049808.80607769	1139532.28907174	4077248.60793238	none
sip299	T0.1	t0_16O	t3_16O	-3539829.07676216	-3483908.18409778	-3539829.07676216	-16152292.1197936	9072633.96626931	-58997.1512793694	-58065.1364016297	-58997.1512793694	-269204.868663227	151210.566104489	1414227.20046894	1405654.72725451	1414227.20046894	65132.2448437738	2582682.23192142	971748.565873672	970166.204242288	971748.565873672	72488.5433374441	1709123.11722672	none
sip312	T0.1	t0_16O	t3_16O	482570.651326984	577096.139235353	1163374.25243279	-15288486.7001777	13851305.8395519	8042.84418878307	9618.26898725589	19389.5708738798	-254808.111669628	230855.097325865	4792671.16678895	4791136.1875962	4792671.16678895	3896048.68932198	5605722.65605536	4852992.49820482	4863273.20500062	4852992.49820482	2638450.16224479	6197353.24151043	none
sip320	T0.1	t0_16O	t3_16O	3394539.53336001	3437734.63320001	3485859.7346192	-2688370.84763756	7596874.84043099	56575.6588893335	57295.5772200001	58097.6622436533	-44806.1807939593	126614.58067385	969437.850029787	965703.464757531	969437.850029787	517083.293614783	1729801.64765448	1393755.29169979	1395420.29390753	1393755.29169979	1249872.77934768	1647275.2409318	none
sip330	T0.1	t0_16O	t3_16O	2794766.32000544	2799180.28787813	2794766.32000544	-5358776.82911123	10948309.4691221	46579.4386667574	46653.0047979689	46579.4386667574	-89312.9471518539	182471.824485369	562820.892679029	558559.897581312	562820.892679029	0	1343722.84815398	912166.68267971	908457.433566079	912166.68267971	234278.564380221	1483451.96026797	Warning: no occurrences in rep rA_t0_16O (t0_16O)
sip340	T0.1	t0_16O	t3_16O	7563048.50147733	7697251.3311392	7563048.50147733	-12734582.6700638	27860679.6730185	126050.808357956	128287.522185653	126050.808357956	-212243.044501064	464344.661216975	1719688.36091699	1709010.47995401	1719688.36091699	0	3102216.10334733	2665069.42360166	2671166.89634641	2665069.42360166	114773.557398673	4168201.28559519	Warning: no occurrences in rep rA_t0_16O (t0_16O)
sip349	T0.1	t0_16O	t3_16O	5086265.29978976	5229809.93264434	5086265.29978976	-12604072.8739347	22758655.2297569	84771.0883298293	87163.4988774057	84771.0883298293	-210067.881232244	379310.920495949	1770141.24726363	1761011.76576387	1770141.24726363	0	2915052.73954881	2405924.40973735	2414738.00734442	2405924.40973735	14681.4472606349	3643288.90446698	Warning: no occurrences in rep rA_t0_16O (t0_16O)
sip357	T0.1	t0_16O	t3_16O	2948023.80483399	2929879.87443356	2948023.80483399	-2798931.41479733	8589048.85549493	49133.7300805666	48831.3312405593	49133.7300805666	-46648.8569132888	143150.814258249	349866.426849666	347950.006957837	349866.426849666	36636.9082275397	589477.274478434	718369.402453915	714184.991262031	718369.402453915	0	1239217.4117029	Warning: no occurrences in rep rC_t3_16O (t3_16O)
sip364	T0.1	t0_16O	t3_16O	-1973755.72418933	-1752677.79333853	-1973755.72418933	-40480061.319155	35390053.6170709	-32895.9287364888	-29211.2965556421	-32895.9287364888	-674667.688652584	589834.226951181	4856006.7609154	4834463.09796253	4856006.7609154	1691989.5313417	8212973.17150876	4609287.29539173	4615378.37379521	4609287.29539173	584744.536489289	7177508.26551683	none
sip376	T0.1	t0_16O	t3_16O	4044722.26858924	4013187.24270634	4044722.26858924	-7469519.28881845	13380151.6527485	67412.0378098206	66886.4540451057	67412.0378098206	-124491.988146974	223002.527545808	762383.129599554	761228.802953289	762383.129599554	0	2201663.32427552	1267973.41317321	1262877.20829158	1267973.41317321	468557.466121791	1701014.31143461	Warning: no occurrences in rep rB_t0_16O (t0_16O)
sip387	T0.1	t0_16O	t3_16O	11927646.3316103	11878171.6571377	11647191.8431987	3515074.59799633	21789237.7029267	198794.105526839	197969.527618962	194119.864053311	58584.5766332721	363153.961715445	2628358.16412725	2630512.79104506	2628358.16412725	1395659.2427127	3382996.82429478	4119313.95557854	4115284.24818727	4119313.95557854	3567881.92766105	4840429.17933861	none
sip448	T0.1	t0_16O	t3_16O	-220313.466849044	-159962.968251568	-220313.466849044	-78890883.0347941	78450256.101096	-3671.89111415073	-2666.04947085948	-3671.89111415073	-1314848.0505799	1307504.2683516	11871050.1072439	11842329.795078	11871050.1072439	8019249.52629039	18682767.3097497	11843510.9238878	11822334.4240465	11843510.9238878	4778035.92497252	18122826.1920611	none
sip464	T0.1	t0_16O	t3_16O	6199428.80086406	6196656.62379585	6199428.80086406	2924062.13604944	9474795.46567869	103323.813347734	103277.610396597	103323.813347734	48734.3689341573	157913.257761311	101479.433680556	101276.474813195	101479.433680556	0	304438.301041668	876408.033788564	875858.552787676	876408.033788564	492295.40388896	1184349.43320984	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O (t0_16O)
sip478	T0.1	t0_16O	t3_16O	-873565.643208757	-1051008.23535645	-873565.643208757	-21770890.5957822	19119566.1802084	-14559.4273868126	-17516.8039226075	-14559.4273868126	-362848.176596369	318659.436336806	5234225.64319775	5239401.20405411	5234225.64319775	3929517.2329496	6467207.71523826	5125029.93779666	5108025.17463455	5125029.93779666	2338757.84636368	6886834.4609167	none
