taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip25	T0.19	t72_18O	t168_18O	-2813282.56298667	-2828388.98788195	-2813282.56298667	-5962583.74731499	486719.812668929	-46888.0427164444	-47139.8164646991	-46888.0427164444	-99376.3957885832	8111.99687781549	26760930.6774028	26830209.1830288	26760930.6774028	15864144.4001507	39507038.7346136	15507800.4254562	15516653.231501	15507800.4254562	12721222.3721735	17811023.6508264	none
sip26	T0.19	t72_18O	t168_18O	-639348.989510217	-648753.648210119	-661391.993586646	-1833130.19705328	828211.962642713	-10655.8164918369	-10812.560803502	-11023.1998931108	-30552.1699508879	13803.5327107119	20857834.0629826	20882490.5360409	20857834.0629826	14256766.0528666	24255468.011497	18300438.1049418	18287475.9432004	18300438.1049418	16640575.3200655	20773047.9650391	none
sip28	T0.19	t72_18O	t168_18O	-417701.656737271	-429638.661919739	-417701.656737271	-2267417.23283528	1231138.94676233	-6961.69427895452	-7160.64436532898	-6961.69427895452	-37790.2872139214	20518.9824460388	5306110.5848847	5353604.19411378	5306110.5848847	1407014.18286483	12704972.8892767	3635303.95793562	3635049.54643482	3635303.95793562	0.0351767461661686	9286789.57005543	none
sip29	T0.19	t72_18O	t168_18O	-3087734.38492176	-3092822.13266714	-3087734.38492176	-4617140.61792792	-1548370.87671967	-51462.239748696	-51547.0355444523	-51462.239748696	-76952.3436321321	-25806.1812786612	33666077.9458803	33669229.7833342	33666077.9458803	30045687.1845704	38436477.6573925	21315140.4061932	21297941.2526656	21315140.4061932	17430851.9141823	25042041.7286778	none
sip30	T0.19	t72_18O	t168_18O	-3412455.50906033	-3435853.33333155	-3412455.50906033	-7097263.3302678	-324974.25108495	-56874.2584843389	-57264.2222221925	-56874.2584843389	-118287.72217113	-5416.2375180825	29607290.3195279	29705643.3948489	29607290.3195279	20252415.2386312	45409502.8899924	15957468.2832866	15962230.0615227	15957468.2832866	10573112.0793534	23142221.3117604	none
sip36	T0.19	t72_18O	t168_18O	-2146858.6102847	-2167007.51702116	-2146858.6102847	-4535443.33424912	284587.780094991	-35780.9768380784	-36116.7919503526	-35780.9768380784	-75590.7222374854	4743.12966824984	28420853.8382084	28471951.4704282	28420853.8382084	18489863.7124064	35281960.8538702	19833419.3970696	19803921.4023435	19833419.3970696	13348963.6113521	25718438.1879613	none
sip38	T0.19	t72_18O	t168_18O	63480.6487740874	56814.1346936867	63480.6487740874	-1420194.24513108	1668126.32462101	1058.01081290146	946.902244894778	1058.01081290146	-23669.904085518	27802.1054103502	31084832.5006925	31102195.320947	31084832.5006925	24034142.6335914	35212396.2794612	31338755.0957889	31329451.8597217	31338755.0957889	28899512.1352235	34320919.5257795	none
sip42	T0.19	t72_18O	t168_18O	-1054562.0393066	-1051778.19420216	-1054562.0393066	-1365417.44033358	-642397.087619564	-17576.0339884433	-17529.6365700359	-17576.0339884433	-22756.957338893	-10706.6181269927	4218248.18589394	4207112.80541336	4218248.18589394	2569588.37411846	5461669.79581768	0.028667544825406	0.0286047377974758	0.028667544825406	0.0176785698711522	0.0351767461661686	none
sip46	T0.19	t72_18O	t168_18O	-2138473.89510727	-2147242.89501089	-2138473.89510727	-3774812.74779467	-975726.633446668	-35641.2315851212	-35787.3815835148	-35641.2315851212	-62913.5457965778	-16262.1105574445	14348364.482084	14392437.2429628	14348364.482084	10801129.4663988	21187672.7228233	5794468.90165487	5803465.66291927	5794468.90165487	3370590.08846838	7447337.55323282	none
sip47	T0.19	t72_18O	t168_18O	-79328.4055269021	-89334.825424917	-79328.4055269021	-1985489.96707325	1688570.23527814	-1322.14009211503	-1488.91375708195	-1322.14009211503	-33091.4994512209	28142.8372546357	8061598.50608209	8121365.48150441	8061598.50608209	3183199.08789934	17361870.2156911	7744284.88397448	7764026.17980474	7744284.88397448	5063995.20947607	11643580.6445883	none
sip48	T0.19	t72_18O	t168_18O	-3512437.59332222	-3515279.50290765	-3512437.59332222	-4726303.73315446	-2290379.64291637	-58540.6265553703	-58587.9917151276	-58540.6265553703	-78771.7288859077	-38172.9940486062	30506895.0564607	30510943.0827625	30506895.0564607	25239801.8014431	34086016.5016498	16457144.6831718	16449825.0711319	16457144.6831718	14801940.1156377	18630969.4580575	none
sip49	T0.19	t72_18O	t168_18O	-2889884.36131964	-2891919.0584867	-2889884.36131964	-4524894.56424081	-1254874.15839847	-48164.7393553273	-48198.6509747783	-48164.7393553273	-75414.9094040136	-20914.5693066411	20286797.0899709	20272340.9472191	20286797.0899709	16118884.059813	24100075.5424083	8727259.64469233	8704664.71327228	8727259.64469233	5823594.57515604	14003881.6528979	none
sip51	T0.19	t72_18O	t168_18O	-2579912.00576968	-2589924.35390074	-2579912.00576968	-3843200.79608637	-1360775.82737748	-42998.5334294947	-43165.4058983457	-42998.5334294947	-64053.3466014395	-22679.597122958	14834829.9165383	14855181.3575639	14834829.9165383	11482226.3096958	17667969.4863319	4515181.89345955	4495483.94196091	4515181.89345955	0.0176785698711522	8973722.32484266	none
sip55	T0.19	t72_18O	t168_18O	-1525876.55136112	-1543776.50235229	-1525876.55136112	-3424958.76118516	834244.589502808	-25431.2758560187	-25729.6083725382	-25431.2758560187	-57082.6460197526	13904.0764917135	15930692.2847776	15989503.5217208	15930692.2847776	5171183.71188329	23939313.6798265	9827186.07933307	9814397.51231157	9827186.07933307	8085562.20024788	12073556.170245	none
sip56	T0.19	t72_18O	t168_18O	-97849.0216074903	-126767.613835607	-97849.0216074903	-3310080.33535272	3201982.25087233	-1630.8170267915	-2112.79356392678	-1630.8170267915	-55168.0055892121	53366.3708478722	13885473.1894433	13963807.9831464	13885473.1894433	2300513.77955105	25010445.5716411	13494077.1030133	13456737.5278039	13494077.1030133	4678620.79118549	22678420.0470704	none
sip57	T0.19	t72_18O	t168_18O	-1867990.66345439	-1840847.26709821	-1867990.66345439	-4746270.63729468	1010289.31038591	-31133.1777242398	-30680.7877849702	-31133.1777242398	-79104.510621578	16838.1551730985	33039982.5052716	32972211.876377	33039982.5052716	23668196.5128473	44579895.4453284	25568019.851454	25608822.8079841	25568019.851454	20007118.1669446	33634778.9205471	none
sip59	T0.19	t72_18O	t168_18O	114923.030385585	115302.500443154	114923.030385585	-102355.255199171	332001.918907873	1915.38383975974	1921.70834071923	1915.38383975974	-1705.92091998617	5533.36531513121	1986100.64935018	1984294.32096012	1986100.64935018	1365418.44350352	2534722.7085762	2445792.77089252	2445504.32273274	2445792.77089252	2094195.74603466	3053276.23062405	none
sip61	T0.19	t72_18O	t168_18O	-41009.6481825411	-45574.6738325715	-41009.6481825411	-1539407.75482924	1457388.45846415	-683.494136375686	-759.577897209527	-683.494136375686	-25656.7959138206	24289.8076410692	5369003.2624116	5364096.71008839	5369003.2624116	1785545.81828277	8229642.10112747	5204964.66968144	5181798.01475811	5204964.66968144	194150.220967084	9593010.98457981	none
sip63	T0.19	t72_18O	t168_18O	-117136.809892862	-122464.997844087	-117136.809892862	-1616324.15054657	1289765.6495289	-1952.28016488103	-2041.08329740144	-1952.28016488103	-26938.7358424429	21496.094158815	11528208.0683052	11526880.5074033	11528208.0683052	7053678.62240519	14833566.0515595	11059660.8287337	11037020.516027	11059660.8287337	6450766.12181137	14524940.2598929	none
sip64	T0.19	t72_18O	t168_18O	-731587.355039186	-740332.004145189	-731587.355039186	-2497735.9309859	1360065.6007102	-12193.1225839864	-12338.8667357532	-12193.1225839864	-41628.9321830983	22667.7600118367	13078358.8776956	13099542.8992788	13078358.8776956	3436875.35745956	18864762.4432477	10152009.4575389	10138214.882698	10152009.4575389	7728389.62092115	11562961.8356256	none
sip66	T0.19	t72_18O	t168_18O	-600034.720528626	-623917.327752256	-600034.720528626	-2836362.40715056	1841186.607974	-10000.5786754771	-10398.6221292043	-10000.5786754771	-47272.7067858427	30686.4434662333	11771000.7053259	11830070.454669	11771000.7053259	2739446.56091427	20110699.9051146	9370861.82321135	9334401.14365998	9370861.82321135	4749306.51892594	16413978.9229855	none
sip71	T0.19	t72_18O	t168_18O	-1334570.94037734	-1329912.74650708	-1334570.94037734	-2489629.47719334	-179512.403561345	-22242.849006289	-22165.2124417847	-22242.849006289	-41493.8246198889	-2991.87339268908	7259863.87162961	7256368.3663295	7259863.87162961	4099662.82673547	11904411.8799533	1921580.11012025	1936717.38030117	1921580.11012025	0.0351767461661686	4380099.34228626	none
sip75	T0.19	t72_18O	t168_18O	-1798603.09279096	-1811657.76664901	-1798603.09279096	-3242677.87183806	-101707.672373697	-29976.7182131827	-30194.2961108169	-29976.7182131827	-54044.6311973009	-1695.12787289495	13514100.1310321	13558747.5032671	13514100.1310321	5834670.50941888	19675423.8999444	6319687.75986821	6312116.4366711	6319687.75986821	4779780.29661751	7474570.57039492	none
sip78	T0.19	t72_18O	t168_18O	577912.63682277	574456.011615037	577912.63682277	-1638356.52705549	2794181.80070103	9631.8772803795	9574.26686025061	9631.8772803795	-27305.9421175915	46569.6966783505	5078699.90862589	5051940.99095856	5078699.90862589	0.0532161031549385	9702260.30060655	7390350.45591697	7349765.0374187	7390350.45591697	1942948.12914547	14667496.9197426	none
sip89	T0.19	t72_18O	t168_18O	-5247939.60834634	-5267731.87578193	-5247939.60834634	-8996423.76653218	-1401959.03114287	-87465.6601391057	-87795.5312630322	-87465.6601391057	-149940.39610887	-23365.9838523811	45084554.726348	45117513.7959463	45084554.726348	27703227.9296038	55806675.7685325	24092796.2929626	24046586.2928186	24092796.2929626	15939150.7879156	28754597.559592	none
sip98	T0.19	t72_18O	t168_18O	-497904.962327904	-498984.661286406	-497904.962327904	-1225052.10781835	334339.516499473	-8298.4160387984	-8316.4110214401	-8298.4160387984	-20417.5351303058	5572.32527499122	7475013.3251223	7468075.22062126	7475013.3251223	6565836.92111413	8958059.40211258	5483393.47581069	5472136.57547564	5483393.47581069	2590597.03657534	8924140.30146222	none
sip103	T0.19	t72_18O	t168_18O	-1405641.1449253	-1426932.4908707	-1405641.1449253	-3523990.98162409	712708.691773491	-23427.3524154217	-23782.2081811783	-23427.3524154217	-58733.1830270682	11878.4781962249	11658818.4952158	11715341.6373028	11658818.4952158	1995610.5002215	19468807.5105462	6036253.91551463	6007611.67382002	6036253.91551463	793449.015727093	8740450.0457879	none
sip105	T0.19	t72_18O	t168_18O	-413843.673666878	-422895.830044427	-413843.673666878	-2002917.43755175	1204622.03118771	-6897.39456111463	-7048.26383407378	-6897.39456111463	-33381.9572925291	20077.0338531285	7384084.02753257	7417024.89770442	7384084.02753257	3412828.09479905	12990913.7737884	5728709.33286506	5725441.57752671	5728709.33286506	3009820.67511187	10665712.3459506	none
sip106	T0.19	t72_18O	t168_18O	434946.392865897	432847.520970317	434946.392865897	-30873.6898831713	999217.638925769	7249.10654776494	7214.12534950529	7249.10654776494	-514.561498052856	16653.6273154295	1662344.76831804	1668497.7993112	1662344.76831804	1177760.67069774	2607085.9175744	3402130.33978163	3399887.88319247	3402130.33978163	1966998.97820643	6127514.72431859	none
sip109	T0.19	t72_18O	t168_18O	-485476.517337055	-497355.489588665	-485476.517337055	-1880387.12943545	839753.908743521	-8091.27528895092	-8289.25815981109	-8091.27528895092	-31339.7854905909	13995.8984790587	7279703.30868933	7311767.13550012	7279703.30868933	3683261.01187884	12024267.394352	5337797.23934111	5322345.17714546	5337797.23934111	1443662.67171452	9841583.63442213	none
sip111	T0.19	t72_18O	t168_18O	-2117654.96158502	-2126450.20050869	-2117654.96158502	-3944245.46990019	-197212.852397221	-35294.2493597503	-35440.8366751448	-35294.2493597503	-65737.4244983364	-3286.88087328701	19735668.1303143	19771073.5084393	19735668.1303143	16294167.5182883	25451903.1254455	11265048.2839743	11265272.7064046	11265048.2839743	6233420.63381875	18954224.1079943	none
sip120	T0.19	t72_18O	t168_18O	-191217.800495803	-190400.116729922	-191217.800495803	-603914.766877164	221479.165885559	-3186.96334159671	-3173.33527883203	-3186.96334159671	-10065.2461146194	3691.31943142598	2097159.93042969	2102509.77740095	2097159.93042969	1314461.2511602	3059402.80656371	1332288.72844648	1340909.31048127	1332288.72844648	0.0351767461661686	2604267.59394462	none
sip122	T0.19	t72_18O	t168_18O	-1672395.3790751	-1672901.72042522	-1672395.3790751	-1972690.45107524	-1372100.30707496	-27873.2563179184	-27881.6953404204	-27873.2563179184	-32878.1741845874	-22868.3384512494	13923219.1799706	13923388.0467533	13923219.1799706	13380053.4462788	14306124.0552676	7233637.66367022	7231781.16505239	7233637.66367022	5914636.78764874	8369463.02575966	none
sip124	T0.19	t72_18O	t168_18O	-847221.400142467	-848728.113722128	-847221.400142467	-1256294.82818448	-413556.857548133	-14120.3566690411	-14145.4685620355	-14120.3566690411	-20938.2471364081	-6892.61429246888	9844217.74570114	9850229.58142667	9844217.74570114	9079096.24115621	10882617.7755961	6455332.14513127	6455317.12653816	6455332.14513127	5310881.41215809	8219491.40965532	none
sip127	T0.19	t72_18O	t168_18O	-1553343.4699872	-1568468.57815036	-1553343.4699872	-3173131.1867874	109893.160678663	-25889.05783312	-26141.1429691727	-25889.05783312	-52885.51977979	1831.55267797771	19822322.0073612	19864504.4580846	19822322.0073612	11433034.055023	25454515.8025403	13608948.1274124	13590630.1454831	13608948.1274124	10169476.2101406	15585447.0642256	none
sip143	T0.19	t72_18O	t168_18O	-72343.2619578665	-72852.5330648255	-72343.2619578665	-1265478.44991569	1155973.73120616	-1205.72103263111	-1214.20888441376	-1205.72103263111	-21091.3074985949	19266.2288534361	4335946.1912786	4335014.97003615	4335946.1912786	758744.211771261	6971215.46772587	4046573.14344714	4043604.83777685	4046573.14344714	1624238.83613592	8458234.92476247	none
sip144	T0.19	t72_18O	t168_18O	-12767.8907448378	-19891.5864455578	-12767.8907448378	-1055302.17184742	911353.193440382	-212.79817908063	-331.526440759296	-212.79817908063	-17588.3695307904	15189.219890673	3220386.04533985	3248377.47759603	3220386.04533985	841295.754207374	7611473.93653646	3169314.4823605	3168811.13181379	3169314.4823605	1378267.64908263	6040928.96741204	none
sip150	T0.19	t72_18O	t168_18O	-245953.572638404	-265062.97681293	-245953.572638404	-2582592.95521086	2090685.80993405	-4099.22621064006	-4417.71628021551	-4099.22621064006	-43043.215920181	34844.7634989008	7215740.2932221	7273688.61235092	7215740.2932221	398009.208253715	15737504.967197	6231926.00266849	6213436.7050992	6231926.00266849	884921.168174205	13585098.0001003	none
sip155	T0.19	t72_18O	t168_18O	-1343647.59702463	-1365564.17349289	-1343647.59702463	-3690413.13378662	1003117.93973736	-22394.1266170771	-22759.4028915481	-22394.1266170771	-61506.8855631103	16718.6323289561	11132541.5365225	11198628.2060649	11132541.5365225	1470448.79537469	20536637.6700679	5757951.14842397	5736371.51209334	5757951.14842397	1002251.44631193	10097249.0127626	none
sip156	T0.19	t72_18O	t168_18O	-367578.136665028	-376928.053003952	-367578.136665028	-1236212.80537815	474224.092604215	-6126.30227775046	-6282.13421673253	-6126.30227775046	-20603.5467563026	7903.73487673691	3364456.89974132	3392369.52753248	3364456.89974132	0.0277355114256846	7455818.71960162	1894144.35308121	1884657.31551668	1894144.35308121	70600.1300284728	3038397.46271989	none
sip161	T0.19	t72_18O	t168_18O	-1427175.76915233	-1438035.19203737	-1427175.76915233	-2720792.19320165	-22103.2475991219	-23786.2628192056	-23967.2532006228	-23786.2628192056	-45346.5365533608	-368.387459985365	11368135.0817711	11398883.4264619	11368135.0817711	6570108.80773206	15693188.1512187	5659432.00516179	5646742.65831238	5659432.00516179	2243410.63648362	9981201.55163558	none
sip164	T0.19	t72_18O	t168_18O	-799907.196817533	-805525.05957984	-799907.196817533	-1549463.56229052	-50350.8313445491	-13331.7866136255	-13425.417659664	-13331.7866136255	-25824.3927048419	-839.180522409151	6841607.47805824	6851190.4265222	6841607.47805824	4446259.72570313	8039540.92999203	3641978.69078811	3629090.18820284	3641978.69078811	809561.134287337	6210956.31567424	none
sip165	T0.19	t72_18O	t168_18O	-1538748.59898976	-1546489.43639759	-1538748.59898976	-2632518.68983204	64093.5827145498	-25645.8099831627	-25774.8239399599	-25645.8099831627	-43875.3114972007	1068.22637857583	8832824.39896064	8857254.37879905	8832824.39896064	1785545.81828277	12565304.4939827	2677830.00300158	2671296.63320868	2677830.00300158	1660246.04576378	3588046.85080481	none
sip168	T0.19	t72_18O	t168_18O	-2128920.58036365	-2101472.31807683	-2128920.58036365	-4969615.39575996	1059739.94166075	-35482.0096727276	-35024.5386346138	-35482.0096727276	-82826.9232626661	17662.3323610125	25375888.177033	25297764.7216196	25375888.177033	13035695.9226996	32241915.7174559	16860205.8555784	16891875.4493123	16860205.8555784	7293239.49784539	24959083.1408695	none
sip172	T0.19	t72_18O	t168_18O	-3292588.96708548	-3302100.86728993	-3292588.96708548	-5312088.6181342	-1273089.31603677	-54876.4827847581	-55035.0144548321	-54876.4827847581	-88534.8103022367	-21218.1552672794	28377048.1733572	28385952.7632896	28377048.1733572	20380334.4840448	33657753.0638396	15206692.3050153	15177549.2941299	15206692.3050153	10425714.86031	18817596.0014475	none
sip173	T0.19	t72_18O	t168_18O	138192.134405978	136292.76524983	138192.134405978	-428946.120411253	669151.50370807	2303.20224009964	2271.54608749717	2303.20224009964	-7149.10200685421	11152.5250618012	1585831.40325492	1600485.81332173	1585831.40325492	421160.040807759	3854384.42252385	2138599.94087884	2145656.87432105	2138599.94087884	791223.401655853	3668721.74593947	none
sip175	T0.19	t72_18O	t168_18O	1105398.48709959	1094905.2492321	1067503.22750176	-347564.413679976	2795141.0210062	18423.3081183265	18248.420820535	17791.7204583627	-5792.7402279996	46585.6836834367	3714265.06185738	3733369.19030844	3714265.06185738	868383.019514678	6423972.7966423	8135859.01025575	8112990.18723685	8135859.01025575	3014864.113655	14894829.1458822	none
sip176	T0.19	t72_18O	t168_18O	-572235.403391334	-563613.856845792	-572235.403391334	-1866213.21746206	935590.237133343	-9537.2567231889	-9393.5642807632	-9537.2567231889	-31103.5536243677	15593.1706188891	6461182.98505272	6421813.92210274	6461182.98505272	0.0532161031549385	10567983.1532888	4172241.37148739	4167358.49471957	4172241.37148739	2674409.79786784	5878263.40951275	none
sip179	T0.19	t72_18O	t168_18O	-170132.343517336	-179250.665486636	-175450.720039872	-1702288.31884115	1823580.8251396	-2835.53905862227	-2987.51109144393	-2924.17866733119	-28371.4719806858	30393.0137523267	13219416.2877918	13245348.6820758	13219416.2877918	4201283.69328353	18291823.4791586	12538886.9137224	12528346.0201292	12538886.9137224	10965198.6018748	14133848.7316602	none
sip180	T0.19	t72_18O	t168_18O	-426069.147779751	-431966.022225693	-426069.147779751	-1040970.89425911	190866.552392189	-7101.15246299586	-7199.43370376154	-7101.15246299586	-17349.5149043185	3181.10920653649	5053030.38844101	5066825.56862682	5053030.38844101	3671514.91757601	7295496.21324274	3348753.797322	3338961.47972405	3348753.797322	2254390.65272889	5513072.64219719	none
sip181	T0.19	t72_18O	t168_18O	-2435756.01113985	-2452971.97934224	-2555189.50515371	-4428068.79145834	131526.284865952	-40595.9335189975	-40882.8663223706	-42586.4917525618	-73801.1465243057	2192.10474776587	20372410.5351615	20425807.3551405	20372410.5351615	8940768.40841004	27366606.8438668	10629386.4906021	10613919.4377715	10629386.4906021	7849194.00708346	14756569.529473	none
sip183	T0.19	t72_18O	t168_18O	-960250.73620679	-948441.275801896	-960250.73620679	-1973329.85624673	322443.975627094	-16004.1789367798	-15807.3545966983	-16004.1789367798	-32888.8309374455	5374.06626045157	5751218.67363535	5714329.83347484	5751218.67363535	0.0532161031549385	8791521.60791721	1910215.72880819	1920564.73026725	1910215.72880819	506628.410136067	3542669.0477698	none
sip184	T0.19	t72_18O	t168_18O	-1041548.49081453	-1045586.87265698	-1041548.49081453	-3648677.80905998	1565580.82743091	-17359.1415135755	-17426.4478776163	-17359.1415135755	-60811.2968176663	26093.0137905152	20406967.3838176	20360727.0805018	20406967.3838176	12943622.7683325	24895785.2531627	16240773.4205595	16178379.5898738	16240773.4205595	5832805.99047181	23651904.2013818	none
sip189	T0.19	t72_18O	t168_18O	-2175358.9468431	-2193468.37749269	-2202920.81781664	-4227394.92109501	458797.165485528	-36255.982447385	-36557.8062915449	-36715.3469636107	-70456.5820182502	7646.6194247588	14771286.1435203	14821006.3723693	14771286.1435203	2958231.1940185	21089148.460104	6069850.35614788	6047132.8623985	6069850.35614788	3246651.60816411	10562835.7167672	none
sip200	T0.19	t72_18O	t168_18O	2106369.37057501	2109641.06984002	2106369.37057501	-638691.504365556	4851430.24551559	35106.1561762502	35160.6844973336	35106.1561762502	-10644.8584060926	80857.1707585931	8379547.15522414	8343237.33872097	8379547.15522414	0.0277355114256846	16448654.3308086	16805024.6375242	16781801.618081	16805024.6375242	13623233.0883977	22356642.0609311	none
