taxon	tube	Replicate	Hour	Isotope	unique.tube	unique.tmt	copies.ul	t.copies.ul	code
sip1	1	rB	t3	16O	rB_t3_16O	t3_16O	354420000	526742.0796	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rC	t3	16O	rC_t3_16O	t3_16O	222230000	434009.8368	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rA	t48	16O	rA_t48_16O	t48_16O	396650000	3004054.9537	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rB	t48	16O	rB_t48_16O	t48_16O	268970000	1832263.7468	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rC	t48	16O	rC_t48_16O	t48_16O	320730000	2645456.8881	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rA	t72	16O	rA_t72_16O	t72_16O	68926000	643913.7033	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rB	t72	16O	rB_t72_16O	t72_16O	447750000	3683983.90025	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rC	t72	16O	rC_t72_16O	t72_16O	326747000	3800215.84096	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rA	t168	18O	rA_t168_18O	t168_18O	1.525e+09	22774864.806	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rB	t168	18O	rB_t168_18O	t168_18O	1038200000	7284785.2349	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rC	t168	18O	rC_t168_18O	t168_18O	1223400000	15591318.59	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rA	t24	18O	rA_t24_18O	t24_18O	1258590000	7863535.7838	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rB	t24	18O	rB_t24_18O	t24_18O	897500000	4670884.7318	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rC	t24	18O	rC_t24_18O	t24_18O	1450430000	12558851.606	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rA	t3	18O	rA_t3_18O	t3_18O	984521000	2649450.212	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rB	t3	18O	rB_t3_18O	t3_18O	409400000	294713.3498	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rC	t3	18O	rC_t3_18O	t3_18O	795521000	2016996.2472	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rA	t48	18O	rA_t48_18O	t48_18O	911800000	7536220.0221	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rB	t48	18O	rB_t48_18O	t48_18O	1158700000	8595525.1822	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rC	t48	18O	rC_t48_18O	t48_18O	578700000	3399558.2897	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rA	t72	18O	rA_t72_18O	t72_18O	1377300000	17632480.4344	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rB	t72	18O	rB_t72_18O	t72_18O	1284500000	9062375.8394	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip1	1	rC	t72	18O	rC_t72_18O	t72_18O	1.034e+09	10079063.9755	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip3	1	rA	t0	16O	rA_t0_16O	t0_16O	280700000	2214406.0002	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t0	16O	rB_t0_16O	t0_16O	268033000	1837057.809659	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t0	16O	rC_t0_16O	t0_16O	168282200	1058821.0627858	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rA	t168	16O	rA_t168_16O	t168_16O	233308000	1652368.164998	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t168	16O	rB_t168_16O	t168_16O	237971000	1122635.079534	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t168	16O	rC_t168_16O	t168_16O	239460000	1719621.4429	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rA	t24	16O	rA_t24_16O	t24_16O	255420000	1382163.914	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t24	16O	rB_t24_16O	t24_16O	324410175	2116948.79525247	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t24	16O	rC_t24_16O	t24_16O	359100000	2568940.4233	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rA	t3	16O	rA_t3_16O	t3_16O	285420000	2338049.38127	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t3	16O	rB_t3_16O	t3_16O	354420000	1604449.6241	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t3	16O	rC_t3_16O	t3_16O	222230000	1569686.42773	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rA	t48	16O	rA_t48_16O	t48_16O	396650000	2115055.41225	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t48	16O	rB_t48_16O	t48_16O	268970000	1508328.57107	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t48	16O	rC_t48_16O	t48_16O	320730000	2354374.5541	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rA	t72	16O	rA_t72_16O	t72_16O	68926000	374755.93562	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t72	16O	rB_t72_16O	t72_16O	447750000	2180976.2289	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t72	16O	rC_t72_16O	t72_16O	326747000	2780405.816662	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rA	t168	18O	rA_t168_18O	t168_18O	1.525e+09	10612435.243	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t168	18O	rB_t168_18O	t168_18O	1038200000	3401187.199	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t168	18O	rC_t168_18O	t168_18O	1223400000	8483968.4608	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rA	t24	18O	rA_t24_18O	t24_18O	1258590000	8635799.83611	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t24	18O	rB_t24_18O	t24_18O	897500000	5927288.3768	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t24	18O	rC_t24_18O	t24_18O	1450430000	9404373.20371	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rA	t3	18O	rA_t3_18O	t3_18O	984521000	6526015.99139	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t3	18O	rB_t3_18O	t3_18O	409400000	1609437.3668	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t3	18O	rC_t3_18O	t3_18O	795521000	5416369.255615	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rA	t48	18O	rA_t48_18O	t48_18O	911800000	4666876.296	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t48	18O	rB_t48_18O	t48_18O	1158700000	5993292.5218	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t48	18O	rC_t48_18O	t48_18O	578700000	3492057.6234	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rA	t72	18O	rA_t72_18O	t72_18O	1377300000	9288891.329	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rB	t72	18O	rB_t72_18O	t72_18O	1284500000	6456545.1369	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip3	1	rC	t72	18O	rC_t72_18O	t72_18O	1.034e+09	7966865.97	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium
sip4	1	rA	t0	16O	rA_t0_16O	t0_16O	280700000	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t0	16O	rB_t0_16O	t0_16O	268033000	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t0	16O	rC_t0_16O	t0_16O	168282200	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rA	t168	16O	rA_t168_16O	t168_16O	233308000	1444836.2468	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t168	16O	rB_t168_16O	t168_16O	237971000	534.78576	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t168	16O	rC_t168_16O	t168_16O	239460000	446926.76424	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rA	t24	16O	rA_t24_16O	t24_16O	255420000	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t24	16O	rB_t24_16O	t24_16O	324410175	84634.7712	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t24	16O	rC_t24_16O	t24_16O	359100000	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rA	t3	16O	rA_t3_16O	t3_16O	285420000	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t3	16O	rB_t3_16O	t3_16O	354420000	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t3	16O	rC_t3_16O	t3_16O	222230000	29453.2402	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rA	t48	16O	rA_t48_16O	t48_16O	396650000	1253707.2013	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t48	16O	rB_t48_16O	t48_16O	268970000	709981.749	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t48	16O	rC_t48_16O	t48_16O	320730000	302830.44	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rA	t72	16O	rA_t72_16O	t72_16O	68926000	226888.9809	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t72	16O	rB_t72_16O	t72_16O	447750000	784757.9136	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t72	16O	rC_t72_16O	t72_16O	326747000	1068694.047	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rA	t168	18O	rA_t168_18O	t168_18O	1.525e+09	6917699.441	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t168	18O	rB_t168_18O	t168_18O	1038200000	416443.045	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t168	18O	rC_t168_18O	t168_18O	1223400000	3678322.155	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rA	t24	18O	rA_t24_18O	t24_18O	1258590000	2573781.15	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t24	18O	rB_t24_18O	t24_18O	897500000	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t24	18O	rC_t24_18O	t24_18O	1450430000	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rA	t3	18O	rA_t3_18O	t3_18O	984521000	320707.308	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t3	18O	rB_t3_18O	t3_18O	409400000	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t3	18O	rC_t3_18O	t3_18O	795521000	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rA	t48	18O	rA_t48_18O	t48_18O	911800000	3178646.529	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t48	18O	rB_t48_18O	t48_18O	1158700000	3923063.869	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t48	18O	rC_t48_18O	t48_18O	578700000	781752.4052	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rA	t72	18O	rA_t72_18O	t72_18O	1377300000	6042989.928	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rB	t72	18O	rB_t72_18O	t72_18O	1284500000	925309.0796	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip4	1	rC	t72	18O	rC_t72_18O	t72_18O	1.034e+09	1647282.012	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_unclassified_Sphingomonadaceae
sip5	1	rA	t0	16O	rA_t0_16O	t0_16O	280700000	1242782.3037	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rB	t0	16O	rB_t0_16O	t0_16O	268033000	265765.675	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rC	t0	16O	rC_t0_16O	t0_16O	168282200	156043.9349	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rA	t168	16O	rA_t168_16O	t168_16O	233308000	568902.1485	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rB	t168	16O	rB_t168_16O	t168_16O	237971000	0	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rC	t168	16O	rC_t168_16O	t168_16O	239460000	77126.928	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rA	t24	16O	rA_t24_16O	t24_16O	255420000	459173.9215	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rB	t24	16O	rB_t24_16O	t24_16O	324410175	129719.360382475	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rC	t24	16O	rC_t24_16O	t24_16O	359100000	148988.272	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rA	t3	16O	rA_t3_16O	t3_16O	285420000	532962.0893	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rB	t3	16O	rB_t3_16O	t3_16O	354420000	697646.165	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rC	t3	16O	rC_t3_16O	t3_16O	222230000	151249.176	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rA	t48	16O	rA_t48_16O	t48_16O	396650000	1074714.2801	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rB	t48	16O	rB_t48_16O	t48_16O	268970000	548605.57008	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rC	t48	16O	rC_t48_16O	t48_16O	320730000	48796.6218	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rA	t72	16O	rA_t72_16O	t72_16O	68926000	74393.9416	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rB	t72	16O	rB_t72_16O	t72_16O	447750000	612684.0716	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rC	t72	16O	rC_t72_16O	t72_16O	326747000	417171.63926	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rA	t168	18O	rA_t168_18O	t168_18O	1.525e+09	2279723.291	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rB	t168	18O	rB_t168_18O	t168_18O	1038200000	569986.095	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rC	t168	18O	rC_t168_18O	t168_18O	1223400000	760649.25	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rA	t24	18O	rA_t24_18O	t24_18O	1258590000	1504157.775	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rB	t24	18O	rB_t24_18O	t24_18O	897500000	54289.5534	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rC	t24	18O	rC_t24_18O	t24_18O	1450430000	0	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rA	t3	18O	rA_t3_18O	t3_18O	984521000	2052867.3	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rB	t3	18O	rB_t3_18O	t3_18O	409400000	332868.1038	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
sip5	1	rC	t3	18O	rC_t3_18O	t3_18O	795521000	934571.28	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_Rubrobacter
