taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip16	NA	NA	NA	NA	NA	NA	NA	NA	-2766848.90700466	-1750218.65868888	-1822040.31224043	-3025352.49177735	-237953.344949546	-46114.1484500776	-29170.310978148	-30367.3385373405	-50422.5415296225	-3965.88908249243	NA	T0.17	t24_18O	t48_18O	-98286999.8336108	-99053243.557532	-98286999.8336108	-166385934.879406	-24936053.6693837	-1638116.66389351	-1650887.39262553	-1638116.66389351	-2773098.91465676	-415600.894489729	201261279.463564	201711572.380348	201261279.463564	127910333.299337	265678366.171439	102974279.629953	102658328.822816	102974279.629953	55164332.2046394	132065402.215298	none	-95520150.9266062	-97303024.8988432	-97614863.215717	-164426230.712631	-22386655.4392062	-1592002.51544344	-1621717.08164739	-1626914.38692862	-2740437.17854385	-373110.923986771	NA	NA	NA	NA	NA
sip17	NA	NA	NA	NA	NA	NA	NA	NA	-190543.1217952	-127032.587243718	-131670.465061283	-532732.20679789	206548.256859362	-3175.71869658666	-2117.2097873953	-2194.50775102138	-8878.87011329817	3442.47094765604	NA	T0.17	t24_18O	t48_18O	-15073220.4243496	-14985811.6533994	-15073220.4243496	-47214136.0343913	17067695.185692	-251220.340405827	-249763.527556657	-251220.340405827	-786902.267239855	284461.586428201	41529381.4543055	41414104.7186035	41529381.4543055	14932991.5412582	68114751.61928	26456161.0299559	26428293.065204	26456161.0299559	8642472.12528051	40869823.280657	none	-14882677.3025544	-14858779.0661557	-14943145.9317289	-46915148.2382749	17390755.8603599	-248044.62170924	-247646.317769262	-249052.432195482	-781919.137304582	289845.931006	NA	NA	NA	NA	NA
sip18	NA	NA	NA	NA	NA	NA	NA	NA	-159997.659381519	-126453.722259043	-125890.690023152	-412650.704803589	77082.7273961511	-2666.62765635866	-2107.56203765071	-2098.17816705253	-6877.51174672648	1284.71212326918	NA	T0.17	t24_18O	t48_18O	-11846084.4633658	-11826432.8725491	-11846084.4633658	-36043701.7037049	12351532.7769734	-197434.741056096	-197107.214542485	-197434.741056096	-600728.361728415	205858.879616223	42100305.0156735	42047609.0743785	42100305.0156735	27363811.5645523	61620597.1781671	30254220.5523078	30221176.2018294	30254220.5523078	15102524.693376	43032909.2547753	none	-11686086.8039842	-11699979.15029	-11589436.1461057	-35805879.6686752	12616348.988811	-194768.113399737	-194999.652504834	-193157.269101761	-596764.661144587	210272.483146849	NA	NA	NA	NA	NA
sip19	NA	NA	NA	NA	NA	NA	NA	NA	-43374.1772211149	-12000.7988392885	-16278.8741491778	-162059.852209447	138151.076966135	-722.902953685248	-200.013313988141	-271.314569152963	-2700.99753682411	2302.51794943559	NA	T0.17	t24_18O	t48_18O	-1148991.90401269	-1142280.9920881	-1148991.90401269	-12903052.2619813	11660763.8954839	-19149.8650668782	-19038.0165348016	-19149.8650668782	-215050.871033022	194346.064924731	15667498.3118167	15638761.8139171	15667498.3118167	9173323.95990654	21906640.2174514	14518506.407804	14496480.8218291	14518506.407804	5814844.64448298	22028128.0132578	none	-1105617.72679157	-1130280.19324881	-1132626.02899387	-12793497.646483	11663167.2317815	-18426.9621131929	-18838.0032208135	-18877.1004832311	-213224.960774717	194386.120529692	NA	NA	NA	NA	NA
sip20	NA	NA	NA	NA	NA	NA	NA	NA	-119897.464935866	-144020.962909419	-148323.025205032	-272801.168465183	-23997.3671221554	-1998.29108226443	-2400.34938182365	-2472.05042008386	-4546.68614108639	-399.95611870259	NA	T0.17	t24_18O	t48_18O	-3309388.42335697	-3379580.67045886	-3759613.8939988	-9664468.69829792	4703411.69538153	-55156.4737226161	-56326.3445076477	-62660.2315666467	-161074.478304965	78390.1949230255	11145075.8562	11188914.505138	11145075.8562	3132275.7374615	16947102.4702666	7835687.43284303	7809333.83467915	7835687.43284303	3885185.90085606	10486276.4047993	none	-3189490.9584211	-3235559.70754944	-3520117.32066493	-9479166.10907657	4861642.55954653	-53158.1826403517	-53925.995125824	-58668.6220110822	-157986.101817942	81027.3759924421	NA	NA	NA	NA	NA
sip22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.17	t24_18O	t48_18O	-8525150.20825912	-8611224.22863332	-8525150.20825912	-20771883.1572702	3588668.83226207	-142085.836804319	-143520.403810555	-142085.836804319	-346198.05262117	59811.1472043679	16426446.1721491	16495986.0372111	16426446.1721491	9367579.47947244	28673179.1211602	7901295.96388999	7884761.80857775	7901295.96388999	2222676.80393139	17035857.517082	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.17	t24_18O	t48_18O	-569606.31060201	-569809.952587795	-569606.31060201	-2401222.36836822	827256.643080391	-9493.4385100335	-9496.83254312992	-9493.4385100335	-40020.372806137	13787.6107180065	1396862.98840816	1397974.67564735	1396862.98840816	0.0347257622112375	3289339.70810789	827256.677806153	828164.723059551	827256.677806153	737181.853806984	963585.082706013	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip25	NA	NA	NA	NA	NA	NA	NA	NA	-94340.6286760483	-134637.472077018	-139907.529748123	-545578.938080012	212337.112350167	-1572.34381126747	-2243.9578679503	-2331.79216246872	-9092.98230133354	3538.95187250279	NA	T0.17	t24_18O	t48_18O	-5644963.94702766	-5695793.78899338	-5644963.94702766	-15498562.130741	4208634.23668574	-94082.732450461	-94929.8964832229	-94082.732450461	-258309.368845684	70143.9039447623	20944423.8924649	20973042.459333	20944423.8924649	11374916.9123908	29062457.6614825	15299459.9454372	15277248.6703396	15299459.9454372	11038893.832977	19257211.2127867	none	-5550623.31835161	-5561156.31691635	-5604991.74550111	-15334399.9180974	4361769.41947056	-92510.3886391935	-92685.9386152726	-93416.5290916852	-255573.331968291	72696.1569911759	NA	NA	NA	NA	NA
sip26	NA	NA	NA	NA	NA	NA	NA	NA	-38087.730557165	2028.99621381588	-1907.54436654584	-157896.748997583	144929.94325571	-634.795509286083	33.8166035635979	-31.7924061090974	-2631.61248329305	2415.49905426184	NA	T0.17	t24_18O	t48_18O	-4115586.0950695	-4145734.5908516	-4115586.0950695	-10074509.6058868	1843337.41574776	-68593.1015844917	-69095.5765141933	-68593.1015844917	-167908.493431446	30722.2902624626	16559887.4951451	16562079.5807948	16559887.4951451	13646246.2544432	20536546.5616662	12444301.4000756	12416344.9899432	12444301.4000756	7576441.35537937	16106458.1418185	none	-4077498.36451234	-4147763.58706542	-4173319.35886579	-10071255.8327334	1915550.50552766	-67958.3060752056	-69129.3931177569	-69555.3226477631	-167854.263878889	31925.8417587943	NA	NA	NA	NA	NA
sip28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.17	t24_18O	t48_18O	-1914888.25574257	-1895148.15245126	-1914888.25574257	-8322397.21346255	3726605.21849735	-31914.8042623762	-31585.8025408543	-31914.8042623762	-138706.620224376	62110.0869749558	4823864.60099342	4822439.21454728	4823864.60099342	0.0347257622112375	12574130.0366674	2908976.34525085	2927291.06209603	2908976.34525085	1351499.20935281	5701849.63013091	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip29	NA	NA	NA	NA	NA	NA	NA	NA	-339797.200489868	-11971.2012315286	-9754.84792797374	-97598.4584677802	58772.3307448654	-5663.28667483113	-199.520020525476	-162.580798799562	-1626.640974463	979.538845747757	NA	T0.17	t24_18O	t48_18O	-7049004.49127344	-7024060.68047477	-7049004.49127344	-14485210.6366354	387201.654088501	-117483.408187891	-117067.678007913	-117483.408187891	-241420.177277256	6453.36090147501	25351004.6173634	25334086.9723172	25351004.6173634	20301838.790862	32526773.3875822	18302000.12609	18310026.2918425	18302000.12609	13030594.8346513	21663228.0725452	none	-6709207.29078357	-7012089.47924324	-6988235.29450176	-14478848.2482923	386660.371769745	-111820.12151306	-116868.157987387	-116470.588241696	-241314.137471538	6444.33952949574	NA	NA	NA	NA	NA
sip30	NA	NA	NA	NA	NA	NA	NA	NA	-294904.158601464	-119434.370704397	-119251.681563295	-167794.150585417	-73142.7924347598	-4915.0693100244	-1990.57284507328	-1987.52802605492	-2796.56917642361	-1219.04654057933	NA	T0.17	t24_18O	t48_18O	-9723088.35218996	-9717706.03445168	-9723088.35218996	-23626736.9919481	1122754.52313821	-162051.472536499	-161961.767240861	-162051.472536499	-393778.949865802	18712.5753856368	22681480.9897674	22687618.3183263	22681480.9897674	11835638.1144392	37951086.5151406	12958392.6375774	12969912.2838746	12958392.6375774	10180941.0807883	14415425.0943105	none	-9428184.1935885	-9598271.66374728	-9593006.85127152	-23480854.0770078	1230178.64068246	-157136.403226475	-159971.194395788	-159883.447521192	-391347.567950131	20502.9773447076	NA	NA	NA	NA	NA
sip36	NA	NA	NA	NA	NA	NA	NA	NA	-309210.578879107	7541.21470158021	14345.2555456921	-178533.818531037	254321.045116482	-5153.50964798512	125.686911693004	239.087592428202	-2975.56364218395	4238.6840852747	NA	T0.17	t24_18O	t48_18O	-6094468.34958452	-6036167.0766348	-6094468.34958452	-25439098.5889028	13250161.8897337	-101574.472493075	-100602.78461058	-101574.472493075	-423984.976481713	220836.031495562	24952400.39103	24893642.7248548	24952400.39103	10535935.4521471	40960443.2842056	18857932.0414454	18857475.64822	18857932.0414454	6150247.11144835	28061059.6700775	none	-5785257.77070542	-6043708.29133638	-6109030.25036269	-25303277.3087669	13358803.0820998	-96420.9628450903	-100728.471522273	-101817.170839378	-421721.288479449	222646.718034998	NA	NA	NA	NA	NA
sip38	NA	NA	NA	NA	NA	NA	NA	NA	-175304.251863218	-178034.028655595	-183651.199948824	-509479.259301172	54149.8549396684	-2921.73753105363	-2967.23381092659	-3060.85333248041	-8491.32098835287	902.497582327806	NA	T0.17	t24_18O	t48_18O	-8010459.15026307	-8055849.17421925	-8010459.15026307	-14502891.029752	-1518027.27077415	-133507.652504384	-134264.152903654	-133507.652504384	-241714.850495866	-25300.4545129025	23271023.8999696	23285548.1988979	23271023.8999696	18448500.9468099	27338528.6906073	15260564.7497065	15229699.0246786	15260564.7497065	10078940.6343875	18789654.0479296	none	-7835154.89839985	-7877815.14556366	-7964261.980118	-14293309.7917779	-1338136.47221134	-130585.914973331	-131296.919092728	-132737.699668633	-238221.829862964	-22302.2745368556	NA	NA	NA	NA	NA
sip42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip46	NA	NA	NA	NA	NA	NA	NA	NA	-892.327671118613	22236.7320655109	22871.4954330435	-60148.4973555965	98472.4790166588	-14.8721278519769	370.612201091849	381.191590550725	-1002.47495592661	1641.20798361098	NA	T0.17	t24_18O	t48_18O	-1717068.56142651	-1747604.33664606	-1717068.56142651	-8788053.27438556	5353916.15153254	-28617.8093571085	-29126.7389441009	-28617.8093571085	-146467.554573093	89231.9358588756	8330538.44087631	8338656.5668164	8330538.44087631	2676449.91055783	15155722.5013455	6613469.8794498	6591052.23017034	6613469.8794498	2719553.52600674	9524697.06214628	none	-1716176.23375539	-1769841.06871157	-1762494.7927806	-8810952.46424163	5300256.49815655	-28602.9372292565	-29497.3511451928	-29374.91321301	-146849.207737361	88337.608302609	NA	NA	NA	NA	NA
sip47	NA	NA	NA	NA	NA	NA	NA	NA	-23590.3918827091	-43304.8822168574	-43161.1627821755	-217110.054471775	79786.108658515	-393.173198045152	-721.748036947624	-719.352713036258	-3618.50090786291	1329.76847764192	NA	T0.17	t24_18O	t48_18O	-6238357.09297411	-6246811.5080854	-6238357.09297411	-15703887.8588957	1459644.54808565	-103972.618216235	-104113.525134757	-103972.618216235	-261731.464314928	24327.4091347609	12171974.5183835	12172930.0646699	12171974.5183835	4851067.85914608	23214397.1588101	5933617.42540937	5926118.55658448	5933617.42540937	4260327.91399583	7558708.11836869	none	-6214766.7010914	-6203506.62586855	-6205409.89571373	-15657422.3486143	1537731.58812152	-103579.44501819	-103391.777097809	-103423.498261895	-260957.039143571	25628.8598020253	NA	NA	NA	NA	NA
sip48	NA	NA	NA	NA	NA	NA	NA	NA	-115589.61635682	-128012.303585818	-135954.372760207	-398035.492817187	127063.828237649	-1926.49360594701	-2133.53839309696	-2265.90621267012	-6633.92488028644	2117.73047062748	NA	T0.17	t24_18O	t48_18O	-2730741.41387409	-2772376.76035975	-2730741.41387409	-16419176.9530648	12233079.4017882	-45512.3568979014	-46206.2793393292	-45512.3568979014	-273652.949217746	203884.65669647	22741851.5720873	22724007.8033355	22741851.5720873	18283815.6638474	27831767.5591522	20011110.1582132	19951631.0429758	20011110.1582132	8636551.41324862	30516895.0656356	none	-2615151.79751727	-2644364.45677394	-2605640.3132851	-16239644.4352579	12380148.5890347	-43585.8632919544	-44072.7409462323	-43427.3385547515	-270660.740587631	206335.809817245	NA	NA	NA	NA	NA
sip49	NA	NA	NA	NA	NA	NA	NA	NA	-66768.8970851544	-87821.1448253337	-91290.1766561258	-172485.902078972	11980.9053030521	-1112.81495141924	-1463.68574708889	-1521.50294426876	-2874.76503464953	199.681755050869	NA	T0.17	t24_18O	t48_18O	-3929249.20976972	-3930036.95970886	-3929249.20976972	-14351343.5352148	6517649.6040248	-65487.4868294954	-65500.6159951478	-65487.4868294954	-239189.058920246	108627.493400413	15534258.9703555	15492021.7822154	15534258.9703555	7710687.99628312	19785666.8362443	11605009.7605858	11561984.8225066	11605009.7605858	3827979.48363664	18002111.1393771	none	-3862480.31268457	-3842215.81488353	-3862778.17786517	-14251146.5338911	6670490.88676656	-64374.6718780761	-64036.9302480589	-64379.6362977528	-237519.108898185	111174.848112776	NA	NA	NA	NA	NA
sip51	NA	NA	NA	NA	NA	NA	NA	NA	-116240.307373852	5868.79225277343	7393.60796160464	-51225.223493866	37227.1684809273	-1937.33845623086	97.8132042128906	123.226799360077	-853.753724897768	620.452808015455	NA	T0.17	t24_18O	t48_18O	-4566928.9774227	-4549395.02703272	-4566928.9774227	-13981154.5519843	4847296.59713894	-76115.482957045	-75823.2504505454	-76115.482957045	-233019.242533072	80788.2766189823	12499770.4790851	12470962.2023004	12499770.4790851	5393963.71223831	20455671.1909313	7932841.5016624	7921567.17526771	7932841.5016624	2716573.11125777	12326497.9166597	none	-4450688.67004885	-4555263.8192855	-4562615.93795485	-13973009.6617267	4851562.54557964	-74178.1445008142	-75921.0636547583	-76043.5989659141	-232883.494362113	80859.3757596606	NA	NA	NA	NA	NA
sip55	NA	NA	NA	NA	NA	NA	NA	NA	-30670.0895703898	-2704.98567814911	-5341.38366378045	-48740.3671526791	45568.0127489907	-511.168159506497	-45.0830946358185	-89.0230610630076	-812.339452544652	759.466879149844	NA	T0.17	t24_18O	t48_18O	-7412590.79481949	-7391248.45997255	-7412590.79481949	-20442519.6525381	5617338.06289913	-123543.179913658	-123187.474332876	-123543.179913658	-340708.660875635	93622.3010483188	20260948.7888982	20221278.5107428	20260948.7888982	10023857.4562143	32508233.3871152	12848357.9940788	12830030.0507703	12848357.9940788	6594164.10599609	18383494.8748304	none	-7381920.7052491	-7388543.47429441	-7385728.43113116	-20410735.915634	5636066.34834179	-123032.011754152	-123142.39123824	-123095.473852186	-340178.931927234	93934.4391390298	NA	NA	NA	NA	NA
sip56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.17	t24_18O	t48_18O	-520669.675728826	-486867.506671791	-520669.675728826	-12838665.0714275	11122310.5551355	-8677.82792881376	-8114.45844452985	-8677.82792881376	-213977.751190459	185371.842585591	8872390.36184798	8844607.55092927	8872390.36184798	0.0220982123256996	22315158.0816859	8351720.68611915	8357740.04425748	8351720.68611915	2066947.30639935	12556314.8971209	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip57	NA	NA	NA	NA	NA	NA	NA	NA	-334505.65179702	-275593.798275196	-282080.243285282	-599437.649285572	100390.112316172	-5575.094196617	-4593.22997125327	-4701.33738808804	-9990.62748809287	1673.16853860287	NA	T0.17	t24_18O	t48_18O	-3568138.64369129	-3707487.11473173	-3568138.64369129	-17071807.6885719	9647538.85114206	-59468.9773948549	-61791.4519121955	-59468.9773948549	-284530.128142864	160792.314185701	27792499.1611037	27864518.2627621	27792499.1611037	20904954.4511928	40703613.9307837	24224360.5174124	24157031.1480303	24224360.5174124	14900956.1720167	35613303.8270675	none	-3233632.99189427	-3431893.31645653	-3332270.80585118	-16756706.070528	9967645.7752315	-53893.8831982379	-57198.2219409422	-55537.8467641864	-279278.434508801	166127.429587192	NA	NA	NA	NA	NA
sip59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.17	t24_18O	t48_18O	-638910.877595826	-653430.048071219	-638910.877595826	-2627945.36735286	1582339.21561832	-10648.5146265971	-10890.500801187	-10648.5146265971	-43799.089455881	26372.3202603054	2221250.12793991	2228104.34450085	2221250.12793991	0.0347257622112375	4056815.68036124	1582339.25034409	1574674.29642963	1582339.25034409	385434.033082405	2219101.85822263	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip61	NA	NA	NA	NA	NA	NA	NA	NA	105272.645119266	74755.1188030764	86077.2747985993	-96435.2662702631	251511.279710576	1754.54408532111	1245.91864671794	1434.62124664332	-1607.25443783772	4191.85466184293	NA	T0.17	t24_18O	t48_18O	-650540.644474632	-634974.55553075	-650540.644474632	-5245600.08461829	3944518.79566903	-10842.3440745772	-10582.9092588458	-10842.3440745772	-87426.6680769715	65741.9799278171	4654462.31849427	4635109.83996615	4654462.31849427	177176.483377385	9152788.19248763	4003921.67401964	4000135.2844354	4003921.67401964	2075382.43681357	5607110.54445989	none	-755813.289593899	-709729.674333826	-748671.632276739	-5296466.64538589	3975291.02940416	-12596.8881598983	-11828.8279055638	-12477.8605379456	-88274.4440897649	66254.8504900694	NA	NA	NA	NA	NA
