taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip16	NA	NA	NA	NA	NA	NA	NA	NA	1759879.6341956	1725704.01662588	1759140.27743949	813807.718935387	2493664.34407269	29331.3272365934	28761.7336104314	29319.0046239914	13563.4619822564	41561.0724012116	NA	T0.18	t48_18O	t72_18O	104160469.691959	103694335.96414	104160469.691959	23950450.2664311	205789451.277139	1736007.82819931	1728238.93273567	1736007.82819931	399174.171107184	3429824.18795231	102974279.629953	103056663.903196	102974279.629953	55164332.2046394	132065402.215298	207134749.321912	206750999.867337	207134749.321912	152558419.899937	312221163.488884	none	102400590.057763	101968631.947514	102132377.217207	22234192.57794	203796140.662731	1706676.50096272	1699477.19912524	1702206.28695344	370569.876299	3396602.34437885	194815591.882542	194671071.750955	194374390.984231	136153578.260146	297972493.871575
sip17	NA	NA	NA	NA	NA	NA	NA	NA	342207.875324843	337499.792575699	332627.329062364	153614.539581989	609616.691242097	5703.46458874739	5624.99654292831	5543.78881770607	2560.24232636648	10160.2781873683	NA	T0.18	t48_18O	t72_18O	25845054.2709218	26087956.1112351	26078147.7126795	-7329254.74542443	55852430.0750514	430750.904515363	434799.268520586	434635.795211325	-122154.245757074	930873.83458419	26456161.0299559	26319638.0163916	26456161.0299559	8642472.12528051	51883458.8773837	52301215.3008776	52407594.1276268	52301215.3008776	22526932.9385057	67894928.8543062	none	25502846.3955969	25750456.3186594	25710837.8963195	-7632059.62278837	55384694.6081232	425047.439926615	429174.271977657	428513.964938659	-127200.99371314	923078.24346872	49905760.1736037	50045095.5795969	50084939.3191077	20967793.6027558	66669113.0095808
sip18	NA	NA	NA	NA	NA	NA	NA	NA	303960.492524156	308724.104954486	298420.653221739	104258.271086938	653499.745666518	5066.00820873593	5145.40174924144	4973.67755369565	1737.63785144896	10891.6624277753	NA	T0.18	t48_18O	t72_18O	31393156.2874595	31718177.3937818	31393156.2874595	1766053.81164923	61485894.0330276	523219.271457658	528636.289896364	523219.271457658	29434.2301941538	1024764.90055046	30254220.5523078	30134466.3396726	30254220.5523078	15102524.693376	53438590.8007786	61647376.8397672	61852643.7334544	61647376.8397672	36936909.6259741	91740114.5853354	none	31089195.7949353	31409453.2888273	31265046.3725791	1456264.70701985	61072408.6198529	518153.263248922	523490.888147122	521084.106209652	24271.0784503307	1017873.47699755	59519653.3920982	59691574.998773	59620208.1635344	35913083.7687122	88092542.6194928
sip19	NA	NA	NA	NA	NA	NA	NA	NA	162858.538202484	162646.842466823	159592.657806421	67381.8842339536	313366.084040656	2714.3089700414	2710.78070778039	2659.87763010702	1123.03140389923	5222.76806734427	NA	T0.18	t48_18O	t72_18O	13123169.4188703	13239415.6760639	13634575.2654291	-4010130.98527357	28825046.9410863	218719.490314505	220656.927934398	227242.921090485	-66835.5164212262	480417.449018106	14518506.407804	14448531.7330392	14518506.407804	5814844.64448298	28343709.4608441	27641675.8266744	27687947.4091031	27641675.8266744	11702415.5803978	36582720.314056	none	12960310.8806678	13076768.833597	13401747.4854846	-4162179.41084363	28669578.7625396	216005.181344464	217946.147226617	223362.458091409	-69369.6568473939	477826.312708994	26501666.059257	26549419.5118353	26664252.3552903	11074448.4366549	36134537.1919652
sip20	NA	NA	NA	NA	NA	NA	NA	NA	59437.3466984413	57518.5865815742	56725.3543549093	-46473.609150471	189948.102119114	990.622444974021	958.643109692904	945.422572581821	-774.56015250785	3165.80170198523	NA	T0.18	t48_18O	t72_18O	6127301.60314465	6110176.08838442	6127301.60314465	-3489815.65266953	16597978.0279668	102121.693385744	101836.26813974	102121.693385744	-58163.5942111588	276632.96713278	7835687.43284303	7844140.18908143	7835687.43284303	3885185.90085606	10486276.4047993	13962989.0359877	13954316.2774659	13962989.0359877	6557490.91825394	24883890.9314517	none	6067864.25644621	6052657.50180284	6088160.75487372	-3675703.64189794	16532205.4407956	101131.07094077	100877.625030047	101469.345914562	-61261.7273649658	275536.757346593	13546927.6090986	13551686.1713948	13609540.8334299	5219286.35043717	23952176.1063213
sip22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.18	t48_18O	t72_18O	7027431.10513618	6951563.05422499	7027431.10513618	-6027332.93349594	20082195.1437683	117123.85175227	115859.384237083	117123.85175227	-100455.548891599	334703.252396138	7901295.96388999	7959315.42111608	7901295.96388999	0.0372061737477092	17035857.517082	14928727.0690262	14910878.4753411	14928727.0690262	7552582.19035265	26514819.4921967	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.18	t48_18O	t72_18O	-349586.470873951	-352532.679112744	-349586.470873951	-766395.962656533	5966.83390592551	-5826.44118123252	-5875.54465187907	-5826.44118123252	-12773.2660442755	99.4472317654251	827256.677806153	826974.278590925	827256.677806153	737181.853806984	963585.082706013	477670.206932202	474441.59947818	477670.206932202	0.0532161031549385	840256.738656705	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip25	NA	NA	NA	NA	NA	NA	NA	NA	140902.16774516	140634.908348166	140400.253489575	-111940.465084067	422214.791186638	2348.36946241933	2343.91513913611	2340.00422482624	-1865.67441806779	7036.91318644397	NA	T0.18	t48_18O	t72_18O	11461470.7319656	11563038.0357015	11764285.5770763	-4835413.9914691	26316008.2765673	191024.512199427	192717.300595024	196071.426284605	-80590.2331911516	438600.137942788	15299459.9454372	15267171.1473273	15299459.9454372	11038893.832977	22912147.6350255	26760930.6774028	26830209.1830288	26760930.6774028	15864144.4001507	39507038.7346136	none	11320568.5642204	11422403.1273533	11544644.9362265	-4745414.29493737	26097705.9570622	188676.142737007	190373.385455888	192410.748937108	-79090.2382489561	434961.765951036	25774615.5031867	25845764.8245916	25885546.0236357	12911776.2851492	38176253.715356
sip26	NA	NA	NA	NA	NA	NA	NA	NA	5316.04729524521	3235.91586061097	3205.56956739631	-107949.640692486	149022.115983492	88.6007882540868	53.9319310101828	53.4261594566051	-1799.16067820809	2483.70193305819	NA	T0.18	t48_18O	t72_18O	8413532.66290707	8457885.81030852	8607732.54981973	1335067.4570795	15279123.4662517	140225.544381785	140964.763505142	143462.209163662	22251.1242846583	254652.057770862	12444301.4000756	12424604.7257324	12444301.4000756	7576441.35537937	18562911.5806081	20857834.0629826	20882490.5360409	20857834.0629826	14256766.0528666	24255468.011497	none	8408216.61561183	8454649.89444791	8606362.94540903	1235880.01156383	15280154.9555551	140136.94359353	140910.831574132	143439.382423484	20598.0001927305	254669.249259251	20820621.7319159	20859839.1250166	20924777.2667889	14737025.4643256	24745670.3436903
sip28	NA	NA	NA	NA	NA	NA	NA	NA	14214.6362605545	20187.8892667947	12931.9880660894	-68577.3361203238	171206.486975142	236.910604342574	336.464821113245	215.533134434823	-1142.9556020054	2853.4414495857	NA	T0.18	t48_18O	t72_18O	2397134.23963385	2448494.32543753	2397134.23963385	-2844718.64034004	9688636.21505389	39952.2373272309	40808.2387572922	39952.2373272309	-47411.9773390007	161477.270250898	2908976.34525085	2905109.86867625	2908976.34525085	1351499.20935281	5701849.63013091	5306110.5848847	5353604.19411378	5306110.5848847	1407014.18286483	12704972.8892767	none	2382919.6033733	2428306.43617073	2401274.8549523	-2874592.05905914	9617771.30438313	39715.3267228883	40471.7739361789	40021.2475825384	-47909.8676509857	160296.188406385	5206608.13106082	5212288.96924621	5170556.02521888	768789.993143429	12110256.5512047
sip29	NA	NA	NA	NA	NA	NA	NA	NA	193530.80754907	192031.098518123	194002.162272848	-17685.3417238516	354429.390449051	3225.51345915116	3200.51830863538	3233.36937121413	-294.755695397526	5907.15650748419	NA	T0.18	t48_18O	t72_18O	15364077.8197903	15401301.0634523	15364077.8197903	9273305.24737296	22044654.876286	256067.963663172	256688.351057538	256067.963663172	154555.087456216	367410.914604767	18302000.12609	18267928.7198819	18302000.12609	13030594.8346513	23114278.6740169	33666077.9458803	33669229.7833342	33666077.9458803	30045687.1845704	38436477.6573925	none	15170547.0122412	15209269.9649342	15161809.8330411	9013791.78475248	21760779.3717273	252842.450204021	253487.832748903	252696.830550685	150229.863079208	362679.656195456	32311362.2930368	32325012.0937073	32382674.5672529	27712337.0439682	37008913.4988828
sip30	NA	NA	NA	NA	NA	NA	NA	NA	157078.916787091	160067.0238359	155376.612412757	54309.9777768351	293345.651277778	2617.98194645152	2667.78373059833	2589.61020687929	905.166296280585	4889.09418796296	NA	T0.18	t48_18O	t72_18O	16648897.6819505	16762367.3585844	16648897.6819505	5836990.14432072	31085153.3668	277481.628032508	279372.78930974	277481.628032508	97283.169072012	518085.889446666	12958392.6375774	12943276.0362645	12958392.6375774	10180941.0807883	14415425.0943105	29607290.3195279	29705643.3948489	29607290.3195279	20252415.2386312	45409502.8899924	none	16491818.7651634	16602300.3347485	16469314.7714418	5675596.83906447	30896885.4642956	274863.646086057	276705.005579142	274488.57952403	94593.2806510745	514948.091071593	28507737.9020183	28585174.2279976	28475937.816532	18211700.3507475	43817794.3700907
sip36	NA	NA	NA	NA	NA	NA	NA	NA	313427.417622164	309005.910688396	314574.252795168	53961.4120884054	524936.716546907	5223.79029370274	5150.09851147327	5242.9042132528	899.356868140089	8748.94527578178	NA	T0.18	t48_18O	t72_18O	9562921.79676297	9703856.69224316	9664126.41020879	-5338776.15913622	23099673.8373758	159382.029946049	161730.944870719	161068.77350348	-88979.6026522703	384994.563956263	18857932.0414454	18768094.778185	18857932.0414454	6150247.11144835	33759629.9973446	28420853.8382084	28471951.4704282	28420853.8382084	18489863.7124064	35281960.8538702	none	9249494.3791408	9394850.78155476	9402822.10971008	-5777987.20447794	22798435.7759672	154158.239652347	156580.846359246	156713.701828501	-96299.786741299	379973.929599453	26226861.9148532	26308910.0956094	26303618.2110863	17299006.948687	33014511.4692088
sip38	NA	NA	NA	NA	NA	NA	NA	NA	140809.442618437	138165.633599183	138702.256157522	-29188.2567527628	388553.078004287	2346.82404364062	2302.76055998639	2311.70426929203	-486.47094587938	6475.88463340479	NA	T0.18	t48_18O	t72_18O	15824267.750986	15855214.4919364	15857344.5413861	8150811.75422697	22276483.1375415	263737.795849767	264253.574865607	264289.075689768	135846.862570449	371274.718959025	15260564.7497065	15246980.8290106	15260564.7497065	10078940.6343875	20666208.5290568	31084832.5006925	31102195.320947	31084832.5006925	24034142.6335914	35212396.2794612	none	15683458.3083676	15717048.8583372	15853457.5122189	7886053.95822345	22284588.7526066	261390.971806126	261950.814305621	264224.291870316	131434.232637058	371409.812543444	30099166.4023634	30135035.8857527	30187803.2975347	23925265.9168089	35276161.8185622
sip42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T0.18	t48_18O	t72_18O	2389065.33849026	2394392.60334108	2389065.33849026	-1269300.28213023	5182275.29233589	39817.7556415044	39906.5433890179	39817.7556415044	-21155.0047021705	86371.2548722649	1829182.84740367	1812720.20207228	1829182.84740367	0.0281864952806493	5487548.46802416	4218248.18589394	4207112.80541336	4218248.18589394	2569588.37411846	5461669.79581768	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip46	NA	NA	NA	NA	NA	NA	NA	NA	13889.2978829341	14507.8304175407	12555.1272263054	-19869.8457331675	60075.8628791301	231.488298048902	241.797173625678	209.252120438423	-331.164095552791	1001.26438131883	NA	T0.18	t48_18O	t72_18O	7734894.60263416	7794358.82727908	7734894.60263416	1276432.40425257	14574202.8433735	128914.910043903	129905.980454651	128914.910043903	21273.8734042094	242903.380722892	6613469.8794498	6598078.41568374	6613469.8794498	2719553.52600674	11453235.0740962	14348364.482084	14392437.2429628	14348364.482084	10801129.4663988	21187672.7228233	none	7721005.30475123	7779850.99686153	7731996.76255555	1275639.81461484	14529101.8555342	128683.421745854	129664.183281026	128866.61270926	21260.6635769139	242151.697592237	14251139.3969034	14290882.43004	14235401.7923137	10506275.4805679	20913397.9710829
sip47	NA	NA	NA	NA	NA	NA	NA	NA	10595.2631232152	11265.2830724657	10507.3624167178	-50726.2957610032	123196.900777873	176.587718720253	187.754717874428	175.122706945296	-845.438262683387	2053.28167963122	NA	T0.18	t48_18O	t72_18O	2127981.08067271	2202470.26996858	2127981.08067271	-4375509.03046934	9851360.91577661	35466.3513445452	36707.8378328096	35466.3513445452	-72925.1505078224	164189.348596277	5933617.42540937	5918895.21153583	5933617.42540937	4260327.91399583	9135599.99287377	8061598.50608209	8121365.48150441	8061598.50608209	3183199.08789934	17361870.2156911	none	2117385.8175495	2191204.98689611	2123294.38968414	-4396017.21765993	9799980.68403003	35289.763625825	36520.0831149352	35388.2398280689	-73266.9536276655	163333.011400501	7987431.66421958	8042508.49999715	7978262.07069303	2673250.12165119	16871722.5212738
sip48	NA	NA	NA	NA	NA	NA	NA	NA	137025.767101612	134552.252881565	132941.894931325	15878.3183806308	273033.664931256	2283.76278502687	2242.53754802608	2215.69824885541	264.638639677179	4550.5610821876	NA	T0.18	t48_18O	t72_18O	10495784.8982475	10584828.4765032	11238181.8903958	-9652090.52469342	23761493.2785726	174929.748304125	176413.807941719	187303.031506596	-160868.175411557	396024.88797621	20011110.1582132	19926114.6062594	20011110.1582132	8636551.41324862	40153906.1355158	30506895.0564607	30510943.0827625	30506895.0564607	25239801.8014431	34086016.5016498	none	10358759.1311459	10450276.2236216	11126901.860046	-9876072.65757445	23619177.3949861	172645.985519098	174171.270393693	185448.364334101	-164601.210959574	393652.9565831	29547714.6867494	29569077.3125916	29620350.4545943	24721281.281047	34027729.0879967
sip49	NA	NA	NA	NA	NA	NA	NA	NA	94774.3230316974	95550.2036026539	93582.9341696157	-12062.6371440172	213575.71373006	1579.57205052829	1592.50339337757	1559.7155694936	-201.043952400287	3559.59522883433	NA	T0.18	t48_18O	t72_18O	8681787.3293851	8709725.88116266	8771087.18326445	-2741352.39448268	18892167.1606138	144696.455489752	145162.098019378	146184.786387741	-45689.2065747113	314869.452676897	11605009.7605858	11562615.0660564	11605009.7605858	3827979.48363664	23019283.6200106	20286797.0899709	20272340.9472191	20286797.0899709	16118884.059813	24100075.5424083	none	8587013.0063534	8614175.67756001	8735588.61527531	-2915770.16985604	18677417.9549558	143116.883439223	143569.594626	145593.143587922	-48596.1694976006	311290.299249263	19623376.828749	19603489.5220005	19630030.4595953	15309158.06681	24221062.6047365
sip51	NA	NA	NA	NA	NA	NA	NA	NA	112651.351679225	117360.48610001	114628.788024973	52290.5116035557	195976.837289121	1877.52252798708	1956.00810166683	1910.47980041621	871.508526725929	3266.28062148535	NA	T0.18	t48_18O	t72_18O	6901988.41487588	6963527.98758727	7120429.24762333	-1062712.43971139	12586334.0445036	115033.140247931	116058.799793121	118673.820793722	-17711.8739951898	209772.234075061	7932841.5016624	7891653.36997661	7932841.5016624	2716573.11125777	15897542.3562497	14834829.9165383	14855181.3575639	14834829.9165383	11482226.3096958	17667969.4863319	none	6789337.06319665	6846167.50148726	7013275.86415881	-1191596.87199589	12477503.0456795	113155.617719944	114102.791691454	116887.931069313	-19859.9478665981	207958.384094658	14046270.4547837	14033657.9548638	14114788.4702429	10854653.5397244	16555396.970284
sip55	NA	NA	NA	NA	NA	NA	NA	NA	81035.6905056717	86627.7031555528	82842.699934093	-10400.6676847764	208123.926281788	1350.5948417612	1443.79505259255	1380.71166556822	-173.344461412941	3468.73210469646	NA	T0.18	t48_18O	t72_18O	3082334.29069881	3192399.87358343	3394948.91387287	-8708845.91270056	14154457.4867671	51372.2381783135	53206.6645597238	56582.4818978811	-145147.431878343	235907.624779452	12848357.9940788	12797103.6481373	12848357.9940788	6594164.10599609	23199574.748251	15930692.2847776	15989503.5217208	15930692.2847776	5171183.71188329	23939313.6798265	none	3001298.60019314	3105772.17042787	3330204.55437716	-8767940.95101739	14024462.4523758	50021.6433365523	51762.8695071312	55503.4092396193	-146132.349183624	233741.04087293	15363442.4512379	15383109.5996319	15494776.6912775	4848095.51110371	22806805.9869044
sip56	NA	NA	NA	NA	NA	NA	NA	NA	149056.078233114	146575.436663104	140939.611834139	60951.0471752495	265443.712468577	2484.26797055189	2442.92394438507	2348.99353056898	1015.85078625416	4424.06187447628	NA	T0.18	t48_18O	t72_18O	5533752.50332414	5654089.00326367	5533752.50332414	-6051206.9065681	16658724.8855219	92229.2083887356	94234.8167210612	92229.2083887357	-100853.448442802	277645.414758698	8351720.68611915	8309718.9798827	8351720.68611915	2066947.30639935	14680729.9394046	13885473.1894433	13963807.9831464	13885473.1894433	2300513.77955105	25010445.5716411	none	5384696.42509102	5507513.56660056	5455587.87998468	-6257683.2714096	16469485.9644584	89744.9404181837	91791.8927766761	90926.4646664112	-104294.72119016	274491.432740973	12842080.6418115	12937779.9265046	12994635.3447679	1650871.83425214	23557313.5440427
sip57	NA	NA	NA	NA	NA	NA	NA	NA	182515.85094107	172206.488774019	177167.965448601	-158793.451685742	573959.680888643	3041.93084901784	2870.10814623366	2952.79942414335	-2646.5575280957	9565.99468147738	NA	T0.18	t48_18O	t72_18O	8815621.98785919	8693679.68037281	8815621.98785919	-5040991.42920321	22690304.1837031	146927.033130987	144894.661339547	146927.033130987	-84016.5238200535	378171.736395052	24224360.5174124	24278532.1960042	24224360.5174124	14900956.1720167	35613303.8270675	33039982.5052716	32972211.876377	33039982.5052716	23668196.5128473	44579895.4453284	none	8633106.13691812	8521473.19159879	8680055.78313007	-4984963.61460357	22355760.8955659	143885.102281969	142024.553193313	144667.596385501	-83082.7269100595	372596.014926099	31762371.5486841	31766766.4549588	31723304.6496239	22432865.1688376	41791363.6761705
